year,fips,percent_high_school_or_above
2011,00000,85.4
2011,01000,81.9
2011,01001,86.5
2011,01003,87.9
2011,01005,72.4
2011,01007,75.9
2011,01009,73.2
2011,01011,72
2011,01013,74.7
2011,01015,77.9
2011,01017,74.2
2011,01019,73.5
2011,01021,74.8
2011,01023,73.6
2011,01025,78.1
2011,01027,72.8
2011,01029,73
2011,01031,80.2
2011,01033,80.8
2011,01035,72.7
2011,01037,76.2
2011,01039,76.6
2011,01041,76.1
2011,01043,76.6
2011,01045,83.1
2011,01047,76.2
2011,01049,70.3
2011,01051,84.9
2011,01053,73.7
2011,01055,81.7
2011,01057,74.6
2011,01059,71.6
2011,01061,74.6
2011,01063,73
2011,01065,71
2011,01067,76.4
2011,01069,82.9
2011,01071,74.4
2011,01073,86.7
2011,01075,76.3
2011,01077,82.9
2011,01079,77.7
2011,01081,85.5
2011,01083,80.4
2011,01085,74.3
2011,01087,78.9
2011,01089,88.9
2011,01091,80.9
2011,01093,69.2
2011,01095,74.5
2011,01097,82.9
2011,01099,75.4
2011,01101,84.6
2011,01103,81.9
2011,01105,71.7
2011,01107,77
2011,01109,79.9
2011,01111,71.2
2011,01113,77.4
2011,01115,79.9
2011,01117,91.4
2011,01119,75.4
2011,01121,76.6
2011,01123,77.6
2011,01125,85.3
2011,01127,76
2011,01129,80.7
2011,01131,72.4
2011,01133,70.9
2011,02000,91.4
2011,02010,71.7
2011,02013,80
2011,02016,78.9
2011,02020,92.1
2011,02050,79.2
2011,02060,91.2
2011,02063,95.3
2011,02066,95.4
2011,02068,90.8
2011,02070,82.4
2011,02090,93
2011,02100,95
2011,02105,90.1
2011,02110,95.9
2011,02122,92.4
2011,02130,93
2011,02150,91.2
2011,02158,74.6
2011,02160,50.4
2011,02164,86.5
2011,02170,92.3
2011,02180,83.8
2011,02185,82.9
2011,02188,79.5
2011,02195,94.6
2011,02198,88.6
2011,02201,73.5
2011,02220,92.9
2011,02230,95
2011,02231,81.1
2011,02232,73.1
2011,02240,91.8
2011,02250,55
2011,02261,91.6
2011,02275,90.4
2011,02280,85.5
2011,02282,93.8
2011,02290,79.7
2011,04000,85.2
2011,04001,73.1
2011,04003,85
2011,04005,86.8
2011,04007,84.1
2011,04009,82.6
2011,04011,86.4
2011,04012,75.4
2011,04013,85.8
2011,04015,83.9
2011,04017,80.4
2011,04019,87
2011,04021,84.5
2011,04023,71.2
2011,04025,89.8
2011,04027,71.9
2011,05000,82.7
2011,05001,80.8
2011,05003,81.6
2011,05005,85.3
2011,05007,85
2011,05009,84.7
2011,05011,73.8
2011,05013,79.6
2011,05015,80.4
2011,05017,70.7
2011,05019,84.1
2011,05021,74.5
2011,05023,81.5
2011,05025,85.5
2011,05027,84.4
2011,05029,82.3
2011,05031,84.1
2011,05033,78.9
2011,05035,77.2
2011,05037,77.8
2011,05039,80
2011,05041,75.5
2011,05043,81.9
2011,05045,87.6
2011,05047,83.7
2011,05049,81
2011,05051,85.1
2011,05053,84
2011,05055,82.2
2011,05057,80.5
2011,05059,81.2
2011,05061,77.1
2011,05063,81.5
2011,05065,80.1
2011,05067,75.3
2011,05069,82.6
2011,05071,76.4
2011,05073,77.6
2011,05075,75.8
2011,05077,68.7
2011,05079,70.9
2011,05081,82.1
2011,05083,78.2
2011,05085,85.6
2011,05087,75.3
2011,05089,84.8
2011,05091,83
2011,05093,75.7
2011,05095,71.5
2011,05097,81.3
2011,05099,76.4
2011,05101,79.8
2011,05103,83.2
2011,05105,81.5
2011,05107,72.9
2011,05109,78.8
2011,05111,72.8
2011,05113,81.6
2011,05115,82.2
2011,05117,76.7
2011,05119,88.8
2011,05121,80
2011,05123,74.1
2011,05125,88.6
2011,05127,76
2011,05129,72.9
2011,05131,82.2
2011,05133,70
2011,05135,83
2011,05137,79.2
2011,05139,81.6
2011,05141,81.3
2011,05143,82.1
2011,05145,82.5
2011,05147,72.9
2011,05149,70.8
2011,06000,80.8
2011,06001,86
2011,06003,92
2011,06005,87.3
2011,06007,86.1
2011,06009,92.4
2011,06011,70.5
2011,06013,88.5
2011,06015,78.2
2011,06017,93
2011,06019,72.8
2011,06021,74
2011,06023,90.2
2011,06025,63.4
2011,06027,88.8
2011,06029,71.2
2011,06031,70.7
2011,06033,87.2
2011,06035,79.8
2011,06037,76.1
2011,06039,67.8
2011,06041,92
2011,06043,88.7
2011,06045,83.6
2011,06047,66.7
2011,06049,83.1
2011,06051,86.3
2011,06053,70.5
2011,06055,82.6
2011,06057,94.9
2011,06059,83.4
2011,06061,93.4
2011,06063,90.7
2011,06065,79.3
2011,06067,85.2
2011,06069,75.3
2011,06071,77.8
2011,06073,85.3
2011,06075,85.7
2011,06077,76.6
2011,06079,88.9
2011,06081,88.4
2011,06083,80.2
2011,06085,86.5
2011,06087,84
2011,06089,87.6
2011,06091,88.2
2011,06093,88.8
2011,06095,86.2
2011,06097,86.4
2011,06099,75.6
2011,06101,78.2
2011,06103,80.3
2011,06105,90.3
2011,06107,67.8
2011,06109,88.3
2011,06111,82.5
2011,06113,84.1
2011,06115,78.3
2011,08000,89.7
2011,08003,87.1
2011,08005,90.6
2011,08007,92.1
2011,08009,85.7
2011,08011,78.4
2011,08014,89.7
2011,08015,90.7
2011,08017,84.1
2011,08019,96.5
2011,08021,82
2011,08023,75.8
2011,08025,68.9
2011,08027,94.4
2011,08029,87
2011,08031,84.7
2011,08033,88.1
2011,08035,97.5
2011,08037,87.8
2011,08039,96.8
2011,08041,92.8
2011,08043,83.9
2011,08045,85.3
2011,08047,94.1
2011,08049,94.3
2011,08051,92.7
2011,08053,95.1
2011,08055,83.2
2011,08057,90.1
2011,08061,91.2
2011,08063,83.8
2011,08065,80.8
2011,08067,93.9
2011,08069,93.9
2011,08071,83.5
2011,08073,79.9
2011,08075,87.5
2011,08077,89.8
2011,08079,97.6
2011,08081,86.5
2011,08083,89.2
2011,08085,84.6
2011,08087,78.1
2011,08089,80.6
2011,08091,96.9
2011,08093,94.8
2011,08095,85.8
2011,08097,95.5
2011,08099,80.9
2011,08101,85.7
2011,08103,93.3
2011,08105,85.2
2011,08107,97.3
2011,08109,77.3
2011,08111,90.6
2011,08113,95.7
2011,08115,85.2
2011,08117,94.7
2011,08119,94.1
2011,08121,87
2011,08125,86.4
2011,09000,88.6
2011,09001,88.4
2011,09003,87.3
2011,09005,91.3
2011,09007,93
2011,09009,87.8
2011,09011,90.1
2011,09013,92.4
2011,09015,85.5
2011,10000,87.4
2011,10001,84.9
2011,10003,88.9
2011,10005,85.3
2011,11000,87.1
2011,11001,87.1
2011,12000,85.5
2011,12001,90.3
2011,12003,78.4
2011,12005,87.1
2011,12007,74.4
2011,12009,90.3
2011,12011,87.3
2011,12013,71.9
2011,12015,88.4
2011,12017,85.2
2011,12019,89.9
2011,12021,85.3
2011,12023,81.2
2011,12027,68.9
2011,12029,75.8
2011,12031,87.5
2011,12033,87.1
2011,12035,90.1
2011,12037,79.4
2011,12039,76.3
2011,12041,81.3
2011,12043,74
2011,12045,77.3
2011,12047,74.8
2011,12049,63.2
2011,12051,63.5
2011,12053,86
2011,12055,79.3
2011,12057,86
2011,12059,72
2011,12061,86.9
2011,12063,79.1
2011,12065,81
2011,12067,81.8
2011,12069,87.1
2011,12071,87
2011,12073,91.2
2011,12075,80.7
2011,12077,73.2
2011,12079,76.2
2011,12081,86.7
2011,12083,84.8
2011,12085,88.7
2011,12086,77.6
2011,12087,89.3
2011,12089,86.6
2011,12091,90.7
2011,12093,69
2011,12095,86.9
2011,12097,84.2
2011,12099,87.1
2011,12101,86.6
2011,12103,88.3
2011,12105,82.1
2011,12107,77.7
2011,12109,92.5
2011,12111,83.2
2011,12113,89.3
2011,12115,91.1
2011,12117,91.1
2011,12119,85.5
2011,12121,80.7
2011,12123,77.7
2011,12125,76
2011,12127,87.5
2011,12129,86.5
2011,12131,86.2
2011,12133,79.8
2011,13000,84
2011,13001,75.1
2011,13003,64.9
2011,13005,71.9
2011,13007,81.3
2011,13009,81.3
2011,13011,75.2
2011,13013,79.5
2011,13015,79.5
2011,13017,73.2
2011,13019,72.2
2011,13021,81.5
2011,13023,75.3
2011,13025,76.9
2011,13027,79.1
2011,13029,87.8
2011,13031,85.8
2011,13033,76.5
2011,13035,76.3
2011,13037,66
2011,13039,89.3
2011,13043,78.2
2011,13045,79.7
2011,13047,82.7
2011,13049,65.5
2011,13051,88
2011,13053,93.6
2011,13055,68.2
2011,13057,89
2011,13059,84.9
2011,13061,76.9
2011,13063,82.1
2011,13065,69.2
2011,13067,90.5
2011,13069,73.6
2011,13071,71.7
2011,13073,90.6
2011,13075,71.9
2011,13077,87.2
2011,13079,77.9
2011,13081,76.2
2011,13083,80.3
2011,13085,85.5
2011,13087,77.2
2011,13089,88.3
2011,13091,77.8
2011,13093,71.4
2011,13095,80
2011,13097,86.3
2011,13099,76.2
2011,13101,62.7
2011,13103,85.3
2011,13105,75.8
2011,13107,73.5
2011,13109,75.9
2011,13111,78.3
2011,13113,93.5
2011,13115,76.8
2011,13117,90.6
2011,13119,73.5
2011,13121,90.1
2011,13123,75.5
2011,13125,73.8
2011,13127,86.1
2011,13129,74.3
2011,13131,73.6
2011,13133,74
2011,13135,87.1
2011,13137,76.7
2011,13139,78
2011,13141,74.8
2011,13143,71.2
2011,13145,88.9
2011,13147,77.1
