"","exposure_year","acee_2010","acee_2014","acee_2016","acee_2018","acee_2020","wtd_pop_size","iter"
"1",2005,-0.0033981464281127,-0.00288084974789893,0.002063714444761,-0.00165938627064333,-0.00057879628753138,69943.7800355481,1
"2",2005,-0.00769422375638251,-0.00100815863841525,0.00105475387956405,0.00418074144949648,0.00538724891941045,110152.118496773,2
"3",2005,0.000336295241755991,0.00480303219795797,-0.00291378567530642,-0.00654338892807466,-0.00788009861944194,81253.4474994897,3
"4",2005,-0.00258634313372608,-0.0123553570595362,-0.0112405166673724,-0.0134478196530531,-0.0143798138475628,40710.965670025,4
"5",2005,-0.00186146935554549,-0.00373143056551423,-0.00470494411275363,0.00549486670680993,0.00757428401378446,113011.728471895,5
"6",2005,-0.00391701165541847,-0.0018811521390133,0.00262621020275194,0.00156573916552089,0.00214645742237801,68836.3186122399,6
"7",2005,0.006057273879288,-0.000259328955757976,0.0013165607859455,0.00707887292469972,0.000609169030299173,93395.6687171662,7
"8",2005,-0.00285977896508793,-0.0131264117115482,-0.0129651995667782,-0.0187989749346401,-0.00571897997347243,107552.849497656,8
"9",2005,-0.00315856830932632,-0.000880322781114995,0.00622027130255698,0.0040952094030518,0.00601413170826709,78975.5653428685,9
"10",2005,0.00326924061134404,-0.000489193325703741,0.00481577295958502,-0.00459561538153297,-0.0126367612125988,76089.5660749511,10
"11",2005,0.0131179707653865,3.33066195104537e-05,-0.00177296425160461,-0.00731842610745531,-0.0139828378059865,62796.0999690033,11
"12",2005,0.00369024903358189,0.00410661601356704,0.00964867392617175,0.00384338582531774,0.00155533963615617,94265.4102475619,12
"13",2005,-0.0163419659090435,0.00247140414290975,-0.00748968439065956,-0.0140560291161287,-0.0121423342201462,79845.929781127,13
"14",2005,-0.00233203299352241,0.00593690581497219,0.00162954424535311,-0.00503781128327663,0.0168786576139858,75347.2362471622,14
"15",2005,-0.00561712007766324,-0.0124631807905667,-0.0190905806138668,-0.018547141471849,-0.0088289494725512,83719.2286473324,15
"16",2005,0.00979610289542321,-0.000184533071413306,-0.00086353131054151,-0.00565292042986226,-0.0113486620146692,78492.0828902523,16
"17",2005,0.00274791227875576,-0.0111599048993697,-0.00504998247695743,-0.000836585372530729,-0.0169574760623653,93444.0650992116,17
"18",2005,-0.013980211616307,-0.00769570152556892,-0.00520340424980315,-0.0115525115968816,0.00675119921825235,63072.5845698932,18
"19",2005,0.00488837783724455,-0.00395447575264218,-0.00589937180140476,0.000505749926767773,-0.00137084997895781,62779.4263358287,19
"20",2005,0.00554415278029574,-0.0105138061760902,-0.0065165852430144,-0.00433529485976314,-0.00308593102809268,47796.6566852872,20
"21",2005,0.00656467907671887,0.00865148638307434,-0.000365048381937239,0.00919236782703309,0.0212108710060401,102155.090491895,21
"22",2005,-0.00255632730616528,0.000700571160020091,0.00359719429990213,0.00309167111540709,-0.000758418020920137,74720.2903054249,22
"23",2005,0.011753871919791,0.0102501020140305,0.00577404458568914,0.00191193326950212,0.00993371750952105,71397.8809186614,23
"24",2005,-0.00519048969240382,-0.00811635783473491,-0.000177067750811444,-0.00280590360338279,-0.00237092540331807,68323.8338682714,24
"25",2005,-0.00456863131437618,0.00029300341032551,-0.00152624022988584,-0.00195044011551715,0.0048155162140735,108843.509392668,25
"26",2005,-0.00741716471199322,0.00133509300748086,-0.00180519414121921,-0.0056872367121617,-0.0146911845666433,90808.5810000662,26
"27",2005,-0.0159145906103131,-0.017818396390863,-0.0102680952321277,-0.00450495217360503,0.00139638071433057,57864.5330079807,27
"28",2005,-0.00292116643995022,0.000203686630297517,0.00479808723137987,0.000487559341069865,-0.000947817727616318,79292.2184635686,28
"29",2005,0.00104891298816168,0.00388149092047901,0.00385613887579844,0.00273499974503832,0.0042947743090721,112307.385695488,29
"30",2005,0.00467924779004653,-0.00734828209979171,-0.00094284301608305,-0.0079857749055508,-0.00201983836937153,64823.3202868373,30
"31",2005,-0.00126679769054039,-0.00902894284540928,-0.00886832307744101,-0.00518325856636637,0.00254843344093775,99143.2972292674,31
"32",2005,-0.00201314278054082,-0.00081889312763811,-0.00325386913737707,-0.00230597480884986,0.00342574296869264,71326.5377821477,32
"33",2005,0.0148143020874241,0.0136856248864072,0.0086860600943004,0.00525607245356724,0.000757275730753404,80904.8310446716,33
"34",2005,-0.00543433961197892,-0.00893383320360891,-0.00817867932633354,-0.0150241119815885,-0.0172828134716942,37344.7176204623,34
"35",2005,-0.00494262751091878,-0.0167181331047096,-0.00950035295027035,-0.00874617252109067,-0.017403489668418,74532.4028034587,35
"36",2005,-0.00673033724350508,-0.0116372503096465,-0.0124341350441171,-0.011723695892853,-0.00749543312758666,109992.315159008,36
"37",2005,-0.00891540530259283,-0.01695153465896,-0.0126000393168132,-0.0186456314729364,-0.0146297743329132,60453.0588181811,37
"38",2005,0.00394538327288008,-0.00764081921024617,0.00176450667233768,-3.12978215771809e-06,-0.00102543249720105,84360.4487508892,38
"39",2005,-0.00176234645226514,-0.00752844427482807,-0.00496734305704499,-0.00456383882914352,-0.0127584731223316,64330.2716036411,39
"40",2005,-0.00176251729585192,0.00886873964899115,-0.000416265707500141,-0.0103075869111124,-0.00135802896565174,83922.103181416,40
"41",2005,-0.00674988272583049,-0.00510744770423788,-0.00320275108593504,0.00197045265377999,0.00264436700595488,112880.579398933,41
"42",2005,-0.0116953625089056,-0.00280591091967913,-0.000307438711704411,-0.00854634018729789,-0.00935421753815907,54729.1307031344,42
"43",2005,-0.00481688702897054,-0.0147115424318822,-0.0103422874202424,-0.00467965768798612,-0.00464480933815953,82504.40299362,43
