"","fips","2010","2014","2016","2018","2020"
"79","02122",0.1247,0.1579,0.2022,0.2572,0.3447
"80","02130",0.0665,0.0707,0.1165,0.1541,0.1891
"81","02150",0.0063,0.0086,0.0115,0.0121,0.0175
"82","02164",0.0168,0.0038,0.0013,0.0041,0.0191
"83","02170",0.0178,0.0188,0.0226,0.0293,0.0455
"84","02180",0.0044,0.0048,0.0048,0.0029,0.0038
"85","02185",6e-04,3e-04,3e-04,0.001,0.0016
"86","02188",0.0031,0.0032,0.0032,0.0038,0.0029
"87","02195",0.1339,0.0939,0.1818,0.7947,0.9344
"88","02198",0.0646,0.0634,0.0627,0.1974,0.3447
"89","02220",0.1263,0.1223,0.148,0.1786,0.2467
"90","02230",0.035,0.0134,0.0226,0.0423,0.0719
"91","02240",0.042,0.0519,0.0675,0.099,0.1292
"92","02261",0.0203,0.0271,0.0357,0.078,NA
"93","02270",0.0012,0.001,NA,NA,NA
"94","02275",0.5286,0.958,0.73,0.8249,0.8227
"95","02282",0.049,0.0271,0.0758,0.0732,0.1235
"96","02290",0.069,0.135,0.1589,0.1334,0.1617
"97","04001",0.1378,0.1519,0.1544,0.185,0.198
"98","04003",0.6747,0.6902,0.7377,0.7599,0.7763
"99","04005",0.0302,0.0398,0.0493,0.0519,0.0621
"100","04007",0.9468,0.9529,0.9628,0.9653,0.9624
"101","04009",0.1317,0.1117,0.1038,0.1121,0.1123
"102","04011",0.1629,0.1117,0.071,0.071,0.0684
"103","04012",0.999,0.9987,0.9984,0.9987,0.9987
"104","04013",0.1686,0.177,0.1818,0.1786,0.177
"105","04015",0.9481,0.9564,0.9691,0.9748,0.9742
"106","04017",0.26,0.3085,0.3346,0.3763,0.4204
"107","04019",0.4872,0.5174,0.5524,0.5635,0.5894
"108","04021",0.316,0.4429,0.5944,0.6234,0.6496
"109","04023",0.2504,0.3085,0.3575,0.3763,0.3991
"110","04025",0.9624,0.972,0.9799,0.9841,0.9838
"111","04027",0.5095,0.4951,0.5119,0.4893,0.5216
"112","05001",0.59,0.5712,0.5524,0.5352,0.5299
"113","05003",0.5732,0.5712,0.5845,0.6323,0.6496
"114","05005",0.9936,0.9911,0.9895,0.9879,0.9822
"115","05007",0.1728,0.1519,0.1283,0.1079,0.0929
"116","05009",0.7396,0.7326,0.73,0.695,0.6913
"117","05011",0.7157,0.6377,0.6049,0.5352,0.4535
"118","05013",0.6664,0.7243,0.6243,0.7456,0.7053
"119","05015",0.7768,0.7841,0.8103,0.8138,0.8227
"120","05017",0.7501,0.7106,0.6816,0.6428,0.6817
"121","05019",0.4223,0.3862,0.3346,0.2983,0.2712
"122","05021",0.8453,0.8341,0.8138,0.7456,0.7199
"123","05023",0.9522,0.9503,0.9462,0.9475,0.9319
"124","05025",0.583,0.5603,0.6332,0.695,0.6598
"125","05027",0.5502,0.4756,0.4273,0.3763,0.3361
"126","05029",0.6394,0.6281,0.6049,0.5718,0.5299
"127","05031",0.1715,0.1417,0.1283,0.1191,0.1031
"128","05033",0.2622,0.2872,0.2939,0.2983,0.2931
"129","05035",0.0957,0.0987,0.0965,0.1191,0.1076
"130","05037",0.4885,0.4855,0.4782,0.4893,0.4647
"131","05039",0.7466,0.7571,0.7676,0.7829,0.8227
"132","05041",0.457,0.4639,0.4683,0.5021,0.4933
"133","05043",0.4169,0.3964,0.3575,0.3566,0.409
"134","05045",0.0601,0.0554,0.0627,0.0567,0.0586
"135","05047",0.6107,0.5836,0.6151,0.5817,0.5999
"136","05049",0.9322,0.944,0.9424,0.928,0.9179
"137","05051",0.8831,0.8606,0.8456,0.8539,0.852
"138","05053",0.3901,0.3639,0.3789,0.4091,0.3577
"139","05055",0.3714,0.3085,0.2585,0.2572,0.2346
"140","05057",0.4468,0.4222,0.4174,0.4527,0.4204
"141","05059",0.5149,0.5068,0.5018,0.5215,0.4828
"142","05061",0.4678,0.4222,0.4174,0.4422,0.3991
"143","05063",0.5079,0.4639,0.4352,0.4091,0.3361
"144","05065",0.9528,0.9382,0.9366,0.9166,0.9045
"145","05067",0.5372,0.4855,0.4476,0.419,0.3991
"146","05069",0.2587,0.2677,0.2833,0.32,0.3361
"147","05071",0.407,0.3747,0.3225,0.2891,0.2623
"148","05073",0.8185,0.8259,0.8383,0.8539,0.852
"149","05075",0.7447,0.7326,0.6816,0.6113,0.5602
"150","05077",0.4863,0.4855,0.4575,0.5352,0.5407
"151","05079",0.1915,0.1656,0.1643,0.185,0.1891
"152","05081",0.6607,0.6829,0.6816,0.7163,0.733
"153","05083",0.6664,0.6902,0.6753,0.6113,0.6111
"154","05085",0.1142,0.1172,0.1165,0.0952,0.0961
"155","05087",0.5035,0.4951,0.533,0.5352,0.5108
"156","05089",0.9586,0.9628,0.9637,0.9628,0.9513
"157","05091",0.309,0.2767,0.2639,0.2891,0.2712
"158","05093",0.175,0.1611,0.1589,0.1541,0.1512
"159","05095",0.7877,0.7972,0.8138,0.8373,0.816
"160","05097",0.9325,0.93,0.9366,0.9497,0.9395
"161","05099",0.7078,0.7571,0.7109,0.6788,0.6598
"162","05101",0.8605,0.8848,0.9035,0.9089,0.9319
"163","05103",0.6527,0.5985,0.5944,0.5995,0.6419
"164","05105",0.6276,0.618,0.6243,0.5928,0.5999
"165","05107",0.4369,0.3964,0.3999,0.4527,0.4933
"166","05109",0.6865,0.6504,0.6507,0.695,0.6203
"167","05111",0.5362,0.5174,0.5018,0.4422,0.409
"168","05113",0.8224,0.8386,0.8338,0.829,0.8109
"169","05115",0.2514,0.2276,0.2162,0.2209,0.1891
"170","05117",0.8319,0.8434,0.8574,0.8583,0.8558
"171","05119",0.1591,0.1611,0.1643,0.1786,0.198
"172","05121",0.7772,0.7571,0.7593,0.6679,0.5999
"173","05123",0.1731,0.177,0.1964,0.2273,0.2623
"174","05125",0.4207,0.4639,0.4683,0.4091,0.3991
"175","05127",0.6546,0.618,0.6151,0.6788,0.6913
"176","05129",0.9,0.9004,0.923,0.9147,0.9058
"177","05131",0.2514,0.2187,0.2162,0.2273,0.2346
"178","05133",0.2011,0.1656,0.1748,0.1541,0.1194
"179","05135",0.9608,0.9503,0.9478,0.9351,0.9208
"180","05137",0.9392,0.9408,0.9456,0.9459,0.9357
"181","05139",0.4977,0.4756,0.4273,0.3763,0.373
"182","05141",0.9373,0.9382,0.9338,0.928,0.9147
"183","05143",0.049,0.0468,0.0446,0.0379,0.0369
"184","05145",0.338,0.3085,0.2833,0.2748,0.2549
"185","05147",0.7189,0.7736,0.8103,0.8332,0.852
"186","05149",0.484,0.4222,0.4575,0.3897,0.3361
"187","06001",0.112,0.1117,0.1067,0.1079,0.1123
"188","06003",0.345,0.716,0.8055,0.9328,0.9637
"189","06005",0.8679,0.9137,0.9338,0.9449,0.9344
"190","06007",0.4799,0.4639,0.4683,0.4616,0.4319
"191","06009",0.8879,0.9265,0.944,0.9583,0.9513
"192","06011",0.1425,0.1519,0.1394,0.1404,0.1477
"193","06013",0.1906,0.2073,0.2095,0.2114,0.219
"194","06015",0.287,0.3317,0.2939,0.3566,0.3851
"195","06017",0.4035,0.4855,0.5651,0.6578,0.712
"196","06019",0.0633,0.0589,0.057,0.0538,0.0503
"197","06021",0.2622,0.2445,0.2401,0.242,0.2623
"198","06023",0.2542,0.2595,0.3034,0.3566,0.3851
"199","06025",0.0808,0.0872,0.0876,0.0831,0.0719
"200","06027",0.7991,0.7972,0.8424,0.8583,0.8348
"201","06029",0.0324,0.0296,0.0264,0.0252,0.0245
"202","06031",0.0175,0.0175,0.0169,0.0172,0.0156
"203","06033",0.711,0.7326,0.7876,0.8055,0.8109
"204","06035",0.0588,0.0726,0.1038,0.1191,0.1384
"205","06037",0.1002,0.0987,0.0965,0.099,0.0961
"206","06039",0.1311,0.128,0.135,0.1238,0.1194
"207","06041",0.6263,0.6765,0.7109,0.7599,0.7826
"208","06043",0.8847,0.93,0.9366,0.9519,0.9561
"209","06045",0.4789,0.5906,0.659,0.7163,0.7721
"210","06047",0.0397,0.0417,0.0388,0.0331,0.0283
"211","06049",0.8303,0.858,0.8892,0.9351,0.9421
"212","06051",0.0502,0.0911,0.148,0.1687,0.1827
"213","06053",0.0942,0.0911,0.0914,0.0952,0.0961
"214","06055",0.4513,0.4534,0.4683,0.4893,0.5299
"215","06057",0.8192,0.865,0.8968,0.9293,0.9421
"216","06059",0.1406,0.1465,0.148,0.1442,0.1556
"217","06061",0.4799,0.5174,0.5651,0.5635,0.5722
"218","06063",0.8755,0.9245,0.9405,0.9519,0.9465
"219","06065",0.1489,0.1519,0.148,0.1404,0.1426
"220","06067",0.1164,0.1223,0.1283,0.1238,0.1235
"221","06069",0.0502,0.0554,0.057,0.0675,0.0646
"222","06071",0.0311,0.0331,0.0357,0.0331,0.0347
"223","06073",0.1263,0.1223,0.1235,0.1191,0.1235
"224","06075",0.2972,0.2518,0.2229,0.2209,0.219
"225","06077",0.0798,0.0815,0.078,0.071,0.0684
"226","06079",0.464,0.4855,0.533,0.5635,0.6203
"227","06081",0.2714,0.2518,0.2401,0.242,0.2467
"228","06083",0.2234,0.2073,0.1964,0.185,0.1827
"229","06085",0.1094,0.107,0.0965,0.0952,0.0929
"230","06087",0.112,0.135,0.1643,0.2114,0.2623
"231","06089",0.6409,0.666,0.6909,0.6788,0.6598
"232","06091",0.88,0.9214,0.9567,0.9787,0.9561
"233","06093",0.8255,0.858,0.8819,0.8895,0.8966
"234","06095",0.1247,0.1465,0.1684,0.1917,0.2113
"235","06097",0.3217,0.3862,0.4352,0.5113,0.5722
"236","06099",0.0932,0.0939,0.0933,0.0869,0.0751
"237","06101",0.2065,0.2276,0.2311,0.1974,0.1891
"238","06103",0.5372,0.5466,0.5651,0.5817,0.5894
"239","06105",0.8472,0.8883,0.9195,0.9449,0.9513
"240","06107",0.042,0.0398,0.0357,0.0331,0.0315
"241","06109",0.8596,0.8793,0.8968,0.9147,0.9208
"242","06111",0.1441,0.1579,0.1684,0.185,0.2046
"243","06113",0.0553,0.0589,0.0627,0.0567,0.0586
"244","06115",0.0639,0.0726,0.071,0.064,0.057
"245","08014",0.07774,0.09054,0.0998,0.10696,0.117
"246","08003",0.1257,0.1223,0.1235,0.0952,0.1123
"247","08005",0.0649,0.078,0.0837,0.0732,0.0783
"248","08007",0.6976,0.8017,0.8637,0.9064,0.9122
"249","08009",0.9621,0.9548,0.9478,0.9379,0.9239
"250","08011",0.2994,0.3747,0.3789,0.419,0.5216
"251","08015",0.8357,0.9039,0.8819,0.9035,0.8966
"252","08017",0.725,0.1117,0.0758,0.064,0.3851
"253","08019",0.1931,0.4534,0.5944,0.5817,0.6273
"254","08021",0.4621,0.4951,0.5119,0.4893,0.5108
"255","08023",0.9401,0.943,0.9478,0.9535,0.9239
"256","08025",0.0891,0.0939,0.1544,0.099,0.1477
"257","08027",0.9328,0.9873,0.9841,0.9981,0.9917
"258","08029",0.8507,0.8946,0.8943,0.9128,0.9147
"259","08031",0.0789,0.0589,0.0493,0.0449,0.0398
"260","08033",0.7819,0.9172,0.971,0.9328,0.9975
"261","08035",0.0089,0.0178,0.0264,0.0331,0.0455
"262","08037",0.0019,0.006,0.0096,0.0207,0.0315
"263","08039",0.0451,0.1028,0.1748,0.1917,0.24
"264","08041",0.0591,0.0634,0.071,0.0675,0.0684
"265","08043",0.7059,0.7243,0.7529,0.7545,0.733
"266","08045",0.0222,0.0353,0.0423,0.064,0.0751
"267","08047",0.042,0.0296,0.078,0.1786,0.3116
"268","08049",0.0712,0.1519,0.2311,0.2983,0.3447
"269","08051",0.0289,0.0376,0.0446,0.078,0.1076
"270","08053",0.6922,0.9952,0.9901,0.9628,0.9179
"271","08055",0.9735,0.9777,0.9889,0.9885,0.9911
"272","08057",0.7644,0.8306,0.8723,0.829,0.9968
"273","08061",0.9057,0.6562,0.7377,0.6578,0.6598
"274","08063",0.549,0.5985,0.4909,0.4893,0.5407
"275","08065",0.0295,0.0255,0.071,0.0538,0.1235
"276","08067",0.1425,0.1703,0.2022,0.2665,0.3447
"277","08069",0.1521,0.1703,0.1818,0.1917,0.2046
"278","08071",0.7135,0.8017,0.8456,0.8583,0.8657
"279","08073",0.6336,0.5603,0.5018,0.3989,0.3577
"280","08075",0.401,0.3964,0.3999,0.3664,0.3447
"281","08077",0.4328,0.4429,0.4476,0.4817,0.5299
"282","08079",0.9423,0.9997,0.9994,0.9876,0.6273
"283","08081",0.0891,0.107,0.1283,0.1442,0.1292
"284","08083",0.6263,0.6281,0.659,0.738,0.7899
"285","08085",0.7183,0.7841,0.8338,0.8373,0.8558
"286","08087",0.3395,0.3212,0.3225,0.2359,0.1891
"287","08089",0.7587,0.7033,0.6816,0.6578,0.6346
"288","08091",0.6989,0.9548,0.9647,0.9602,0.9548
"289","08093",0.14,0.2518,0.4174,0.5995,0.7053
"290","08095",0.8707,0.7841,0.6909,0.5352,0.24
"291","08097",0.1317,0.2872,0.3225,0.4091,0.4828
"292","08099",0.401,0.3639,0.3684,0.3989,0.3991
"293","08101",0.4739,0.4639,0.4575,0.4715,0.4729
"294","08103",0.1893,0.198,0.1684,0.1786,0.1891
"295","08105",0.5744,0.5712,0.6049,0.5817,0.6273
"296","08107",0.0184,0.0433,0.0876,0.1442,0.198
"297","08109",0.401,0.4429,0.6049,0.7889,0.8348
"298","08111",0.1798,0.2872,0.4683,0.9675,0.831
"299","08113",0.0082,0.021,0.0388,0.0831,0.1384
"300","08115",0.9598,0.936,0.9529,0.9379,0.7199
"301","08117",0.0159,0.0315,0.0357,0.0567,0.0961
"302","08119",0.2361,0.4333,0.5524,0.7036,0.7543
"303","08121",0.8125,0.8141,0.7676,0.6428,0.6496
"304","08125",0.5668,0.5282,0.5651,0.5113,0.4204
"305","09001",0.2858,0.2445,0.2229,0.2273,0.2285
"306","09003",0.3924,0.3639,0.3225,0.3368,0.3218
"307","09005",0.5471,0.5712,0.6151,0.6788,0.7199
"308","09007",0.4907,0.5174,0.5435,0.5928,0.6419
"309","09009",0.3733,0.3442,0.3225,0.3451,0.3447
"310","09011",0.3583,0.3639,0.3789,0.4091,0.4456
"311","09013",0.1569,0.1703,0.1885,0.1974,0.219
"312","09015",0.225,0.2276,0.2401,0.2665,0.2788
"313","10001",0.287,0.3085,0.3133,0.32,0.3218
"314","10003",0.1798,0.177,0.1818,0.1917,0.2046
"315","10005",0.8787,0.9039,0.923,0.9414,0.9504
"316","11001",0.1311,0.0911,0.0675,0.0602,0.0503
"317","12001",0.0964,0.0987,0.1067,0.1121,0.1292
"318","12003",0.1031,0.128,0.135,0.1404,0.1334
"319","12005",0.3921,0.3862,0.3789,0.3368,0.3577
"320","12007",0.3796,0.5282,0.5237,0.4715,0.409
"321","12009",0.8583,0.8698,0.8723,0.8641,0.852
"322","12011",0.3631,0.3212,0.3034,0.2811,0.2868
"323","12013",0.4885,0.4951,0.533,0.5352,0.4319
"324","12015",0.9996,0.9994,0.9994,0.9997,0.999
"325","12017",0.9984,0.9978,0.9978,0.9971,0.9955
"326","12019",0.1435,0.177,0.2095,0.205,0.2113
"327","12021",0.9847,0.9863,0.9882,0.9885,0.987
"328","12023",0.4828,0.4951,0.4909,0.4893,0.4933
"329","12027",0.725,0.716,0.7011,0.7829,0.7826
"330","12029",0.8141,0.8259,0.8456,0.8478,0.816
"331","12031",0.1129,0.1172,0.1235,0.1238,0.1235
"332","12033",0.3796,0.3639,0.3464,0.3098,0.302
"333","12035",0.9678,0.9745,0.9799,0.9822,0.9761
"334","12037",0.6938,0.7106,0.7469,0.7889,0.8269
"335","12039",0.2963,0.2767,0.2939,0.3368,0.3991
"336","12041",0.6381,0.7033,0.7211,0.6851,0.6273
"337","12043",0.907,0.9195,0.9538,0.9379,0.9561
"338","12045",0.5849,0.5836,0.5651,0.6788,0.7721
"339","12047",0.253,0.2872,0.3034,0.3368,0.3447
"340","12049",0.2297,0.2595,0.2311,0.242,0.2467
"341","12051",0.1336,0.1172,0.1283,0.1121,0.0929
"342","12053",0.978,0.9758,0.9742,0.9643,0.9443
"343","12055",0.9987,0.9965,0.9949,0.9955,0.994
"344","12057",0.1505,0.1465,0.1449,0.1404,0.1334
"345","12059",0.6664,0.666,0.659,0.6679,0.5894
"346","12061",0.9898,0.9892,0.9898,0.9901,0.9885
"347","12063",0.5124,0.5466,0.5435,0.5441,0.5999
"348","12065",0.5996,0.6829,0.7593,0.8198,0.8269
"349","12067",0.174,0.2276,0.1818,0.128,0.1722
"350","12069",0.964,0.9596,0.9538,0.9449,0.9297
"351","12071",0.9506,0.9548,0.9605,0.9647,0.9586
"352","12073",0.0413,0.0487,0.0627,0.078,0.0904
"353","12075",0.8185,0.8542,0.8765,0.8797,0.874
"354","12077",0.0916,0.0554,0.0876,0.2572,0.1384
"355","12079",0.5337,0.5712,0.5845,0.6578,0.7053
"356","12081",0.9478,0.9462,0.9478,0.9475,0.9443
"357","12083",0.9774,0.9764,0.9758,0.9733,0.9624
"358","12085",0.991,0.9876,0.9866,0.9863,0.9822
"359","12086",0.3411,0.3085,0.2833,0.2572,0.2549
"360","12087",0.6553,0.7243,0.7791,0.7829,0.7899
"361","12089",0.5754,0.666,0.7469,0.7545,0.7721
"362","12091",0.3252,0.2872,0.2732,0.242,0.2346
"363","12093",0.6464,0.5836,0.5524,0.6113,0.5818
"364","12095",0.0499,0.0468,0.0446,0.0449,0.043
"365","12097",0.1085,0.1223,0.1165,0.0952,0.0783
"366","12099",0.9118,0.8883,0.8784,0.8711,0.8609
"367","12101",0.872,0.8714,0.8698,0.8421,0.802
"368","12103",0.8956,0.8883,0.886,0.8873,0.8835
"369","12105",0.7342,0.7243,0.7109,0.6851,0.6346
"370","12107",0.7886,0.8074,0.8182,0.8373,0.816
"371","12109",0.5124,0.5466,0.5845,0.6113,0.6273
"372","12111",0.8437,0.8606,0.8765,0.8711,0.8682
"373","12113",0.2266,0.2187,0.2229,0.242,0.2346
"374","12115",0.9974,0.9952,0.9955,0.9962,0.9965
"375","12117",0.1591,0.1901,0.2162,0.1974,0.198
"376","12119",1,1,1,1,1
"377","12121",0.7864,0.7106,0.7593,0.695,0.6419
"378","12123",0.507,0.5603,0.5524,0.5995,0.6111
"379","12125",0.0614,0.0815,0.1283,0.1786,0.1827
"380","12127",0.8924,0.8946,0.8924,0.8863,0.8762
"381","12129",0.1002,0.1117,0.135,0.1442,0.1617
"382","12131",0.5782,0.6281,0.6507,0.6323,0.5818
"383","12133",0.4799,0.4951,0.5237,0.432,0.3654
"384","13001",0.28,0.2767,0.3133,0.3368,0.3304
"385","13003",0.0919,0.0634,0.071,0.0914,0.0719
"386","13005",0.2651,0.2375,0.2162,0.2209,0.2046
"387","13007",0.4789,0.7326,0.7109,0.8641,0.9698
"388","13009",0.1639,0.177,0.1818,0.2114,0.2285
"389","13011",0.1963,0.3085,0.3894,0.3566,0.2868
"390","13013",0.0391,0.0554,0.057,0.0602,0.0586
"391","13015",0.0907,0.107,0.1283,0.1238,0.1123
"392","13017",0.3309,0.3002,0.2939,0.3098,0.3218
"393","13019",0.3128,0.3639,0.3789,0.4091,0.3991
"394","13021",0.2065,0.1901,0.1885,0.1974,0.2046
"395","13023",0.4513,0.4429,0.4575,0.3664,0.3116
"396","13025",0.1779,0.198,0.2229,0.242,0.2623
"397","13027",0.5245,0.5985,0.6049,0.5995,0.5216
"398","13029",0.0324,0.0271,0.0283,0.022,0.021
"399","13031",0.0353,0.0315,0.0315,0.0331,0.0302
"400","13033",0.1537,0.1703,0.1964,0.185,0.2113
"401","13035",0.2033,0.198,0.2311,0.2209,0.2046
"402","13037",0.1556,0.128,0.1111,0.1786,0.198
"403","13039",0.034,0.0433,0.057,0.071,0.0827
"404","13043",0.3765,0.4174,0.4174,0.3897,0.4204
"405","13045",0.1056,0.107,0.1067,0.1079,0.0961
"406","13047",0.287,0.3212,0.3464,0.3664,0.373
"407","13049",0.2094,0.1656,0.1283,0.1974,0.219
"408","13051",0.189,0.1703,0.1684,0.1745,0.1891
"409","13053",3e-04,0,0,0,3e-04
"410","13055",0.3984,0.3747,0.3894,0.3763,0.3654
"411","13057",0.0366,0.0589,0.0876,0.099,0.1194
"412","13059",0.0254,0.0236,0.0226,0.0236,0.022
"413","13061",0.8268,0.4534,0.9137,0.8478,0.9752
"414","13063",0.006,0.0089,0.0096,0.008,0.0089
"415","13065",0.2176,0.3442,0.2732,0.2273,0.1722
"416","13067",0.028,0.0353,0.0423,0.0449,0.0541
"417","13069",0.1107,0.1117,0.1165,0.1191,0.1194
"418","13071",0.2297,0.198,0.1885,0.1917,0.177
"419","13073",0.0722,0.0726,0.078,0.0914,0.0961
"420","13075",0.2813,0.2518,0.2467,0.2502,0.24
"421","13077",0.0808,0.0939,0.1111,0.1121,0.1123
"422","13079",0.2533,0.3559,0.4273,0.4616,0.4647
"423","13081",0.3265,0.3085,0.3133,0.4527,0.4933
"424","13083",0.3781,0.4174,0.4575,0.5021,0.5407
"425","13085",0.3335,0.4756,0.5944,0.6428,0.5999
"426","13087",0.323,0.3212,0.3133,0.2665,0.2549
"427","13089",0.033,0.0331,0.0334,0.0481,0.057
"428","13091",0.3141,0.3085,0.2639,0.3763,0.4319
"429","13093",0.3099,0.3317,0.3225,0.5352,0.6203
"430","13095",0.1686,0.1611,0.1643,0.185,0.219
"431","13097",0.0241,0.0315,0.0334,0.0366,0.0347
"432","13099",0.5795,0.61,0.6049,0.5521,0.5216
"433","13101",0.0563,0.0519,0.0538,0.3098,0.0961
"434","13103",0.0353,0.0433,0.0423,0.0379,0.0369
"435","13105",0.6343,0.6377,0.659,0.6578,0.6728
"436","13107",0.3297,0.3212,0.3225,0.2502,0.2346
"437","13109",0.3017,0.2767,0.3346,0.2891,0.2467
"438","13111",0.9201,0.9335,0.9478,0.9675,0.9637
"439","13113",0.2116,0.3002,0.3684,0.3989,0.4456
"440","13115",0.3583,0.3317,0.3133,0.2983,0.2788
"441","13117",0.0311,0.0468,0.0538,0.0449,0.043
"442","13119",0.6394,0.6562,0.6816,0.6323,0.5108
"443","13121",0.0343,0.0353,0.0357,0.0379,0.0369
"444","13123",0.7148,0.7972,0.8424,0.8758,0.8915
"445","13125",0.4513,0.6281,0.4575,0.3897,0.302
"446","13127",0.4478,0.4855,0.5237,0.5718,0.6346
"447","13129",0.1419,0.135,0.1589,0.1541,0.1661
"448","13131",0.3465,0.3747,0.3999,0.4091,0.4319
"449","13133",0.8886,0.9322,0.9564,0.9666,0.9679
"450","13135",0.007,0.0124,0.0134,0.0127,0.013
"451","13137",0.4758,0.4951,0.5435,0.5113,0.4647
"452","13139",0.1136,0.1465,0.1684,0.1614,0.1661
"453","13141",0.4993,0.61,0.7011,0.8004,0.816
"454","13143",0.3319,0.3442,0.3464,0.2572,0.24
"455","13145",0.2577,0.3085,0.3789,0.432,0.4535
"456","13147",0.7326,0.7736,0.7791,0.7829,0.8062
"457","13149",0.2571,0.2872,0.2939,0.3098,0.2868
"458","13151",0.0219,0.0296,0.0334,0.0366,0.0369
"459","13153",0.0824,0.0726,0.0837,0.071,0.0646
