"","fips","2010","2014","2016","2018","2020"
"457","13149",0.815,0.7023,0.6476,0.6291,0.5974
"458","13151",0.9509,0.936,0.9191,0.9007,0.8851
"459","13153",0.879,0.8704,0.8727,0.8714,0.8714
"460","13155",0.6381,0.5193,0.4979,0.3999,0.3791
"461","13157",0.8663,0.8707,0.8663,0.8586,0.8596
"462","13159",0.7371,0.7389,0.7488,0.7122,0.6986
"463","13161",0.9099,0.921,0.929,0.923,0.9131
"464","13163",0.7641,0.7587,0.8185,0.695,0.6986
"465","13165",0.8796,0.7717,0.5762,0.6049,0.3673
"466","13167",0.2052,0.1974,0.2872,0.1996,0.1604
"467","13169",0.8395,0.7794,0.7262,0.6826,0.6359
"468","13171",0.2202,0.2143,0.2945,0.3091,0.3316
"469","13173",0.9048,0.8968,0.8723,0.8586,0.5369
"470","13175",0.815,0.8013,0.7982,0.8017,0.8125
"471","13177",0.9207,0.9089,0.9131,0.9074,0.9131
"472","13179",0.9681,0.9602,0.9561,0.9548,0.9529
"473","13181",0.1744,0.1429,0.1582,0.1773,0.1773
"474","13183",0.9713,0.9643,0.9599,0.9522,0.9513
"475","13185",0.6963,0.7472,0.6864,0.7262,0.7562
"476","13187",0.1915,0.1668,0.1372,0.0847,0.1025
"477","13189",0.838,0.8408,0.8669,0.8586,0.8361
"478","13191",0.2546,0.1773,0.0936,0.0605,0.0452
"479","13193",0.3195,0.2483,0.2155,0.1773,0.155
"480","13195",0.6623,0.589,0.5823,0.6049,0.6238
"481","13197",0.5999,0.4731,0.4562,0.1691,0.5837
"482","13199",0.556,0.4839,0.4725,0.4323,0.395
"483","13201",0.513,0.6014,0.5769,0.5715,0.6359
"484","13205",0.7161,0.7011,0.6855,0.6176,0.4806
"485","13207",0.3863,0.368,0.3149,0.3091,0.3673
"486","13209",0.4322,0.4349,0.3875,0.3216,0.2817
"487","13211",0.7161,0.6635,0.5772,0.5151,0.5659
"488","13213",0.8816,0.8596,0.8535,0.8329,0.8189
"489","13215",0.7998,0.7695,0.7873,0.8106,0.8189
"490","13217",0.9395,0.9296,0.9233,0.9121,0.9017
"491","13219",0.9283,0.9169,0.915,0.915,0.916
"492","13221",0.5798,0.4581,0.4502,0.3747,0.4806
"493","13223",0.9691,0.9532,0.9436,0.923,0.9055
"494","13225",0.4296,0.4177,0.4273,0.3747,0.3186
"495","13227",0.3895,0.2407,0.2811,0.2748,0.2447
"496","13229",0.8408,0.8462,0.8497,0.8329,0.8361
"497","13231",0.8895,0.8691,0.815,0.7122,0.6639
"498","13233",0.8704,0.8749,0.8876,0.8819,0.8714
"499","13235",0.2546,0.0487,0.0891,0.0707,0.0856
"500","13237",0.2791,0.2601,0.164,0.2642,0.2559
"501","13239",0.1553,0.3104,0.1414,0.107,0.006
"502","13241",0.2164,0.0996,0.0627,0.0538,0.035
"503","13243",0.3653,0.7202,0.7994,0.8714,0.9096
"504","13245",0.6801,0.6886,0.6705,0.6291,0.6117
"505","13247",0.8825,0.8781,0.8711,0.8469,0.8125
"506","13249",0.9624,0.9023,0.9137,0.6826,0.5974
"507","13251",0.7695,0.6396,0.5259,0.418,0.3428
"508","13253",0.4452,0.454,0.426,0.3747,0.3186
"509","13255",0.7705,0.7733,0.7647,0.7262,0.6986
"510","13257",0.4162,0.4448,0.475,0.504,0.4243
"511","13259",0.0085,0.0134,0.0102,0.007,0.0029
"512","13261",0.7695,0.8007,0.7342,0.6291,0.5659
"513","13263",0.2377,0.1105,0.0955,0.0675,0.0567
"514","13265",0.0636,0.0449,0.0181,0.0108,0.0137
"515","13267",0.2253,0.3021,0.3282,0.2846,0.2903
"516","13269",0.6635,0.5339,0.3416,0.2846,0.2559
"517","13271",0.1339,0.085,0.0684,0.0538,0.0477
"518","13273",0.7017,0.7017,0.7832,0.6291,0.6359
"519","13275",0.7231,0.7173,0.7373,0.7262,0.7282
"520","13277",0.8208,0.8163,0.8058,0.8188,0.8189
"521","13279",0.9178,0.9268,0.928,0.9121,0.9096
"522","13281",0.0085,0.0131,0.0067,0.0051,0.0051
"523","13283",0.7218,0.7205,0.4059,0.6291,0.7282
"524","13285",0.8672,0.8631,0.8488,0.8106,0.8125
"525","13287",0.6919,0.8322,0.766,0.766,0.7941
"526","13289",0.1664,0.1496,0.1436,0.1598,0.1881
"527","13291",0.0356,0.0649,0.0344,0.0379,0.0366
"528","13293",0.5461,0.5053,0.6243,0.6176,0.5522
"529","13295",0.5477,0.54,0.5196,0.4642,0.4577
"530","13297",0.8851,0.8752,0.865,0.8411,0.8125
"531","13299",0.5343,0.5995,0.6628,0.7262,0.7661
"532","13301",0.5273,0.4196,0.3613,0.3327,0.2903
"533","13303",0.5744,0.504,0.5221,0.4756,0.395
"534","13305",0.711,0.7316,0.8013,0.8106,0.8049
"535","13307",0.7778,0.1417,0.6663,0.7122,0.522
"536","13309",0.0642,0.0025,0.0427,0.0513,0.0602
"537","13311",0.4322,0.3273,0.3305,0.2353,0.1343
"538","13313",0.9325,0.9245,0.9214,0.9007,0.8934
"539","13315",0.0843,0.114,0.1086,0.1439,0.1404
"540","13317",0.343,0.3658,0.3871,0.2967,0.3574
"541","13319",0.6422,0.6215,0.602,0.5915,0.5837
"542","13321",0.6884,0.6087,0.5692,0.6176,0.508
"543","15001",0.4322,0.4301,0.432,0.4323,0.4077
"544","15003",0.3204,0.3543,0.369,0.3629,0.3574
"545","15005",0,0,0,0,0
"546","15007",0.4115,0.4413,0.4734,0.4502,0.4398
"547","15009",0.4697,0.4721,0.4893,0.4642,0.4577
"548","16001",0.8621,0.851,0.8211,0.7854,0.6986
"549","16003",0.0792,0.0748,0.0825,0.0996,0.0452
"550","16005",0.9038,0.9067,0.9077,0.9074,0.9017
"551","16007",0.9013,0.9128,0.9105,0.915,0.916
"552","16009",0.5588,0.4976,0.4772,0.6406,0.5837
"553","16011",0.9866,0.9847,0.9825,0.9809,0.978
"554","16013",0.6473,0.624,0.6059,0.5715,0.4243
"555","16015",0.2546,0.1726,0.0942,0.0786,0.035
"556","16017",0.2749,0.2515,0.2353,0.2162,0.2164
"557","16019",0.9789,0.9799,0.9793,0.979,0.978
"558","16021",0.8049,0.6807,0.7179,0.6826,0.6639
"559","16023",0.9239,0.596,0.312,0.5304,0.4077
"560","16025",0.2581,0.326,0.8828,0.8188,0.5522
"561","16027",0.9793,0.9758,0.9707,0.965,0.9551
"562","16029",0.9414,0.9484,0.9573,0.965,0.9564
"563","16031",0.9872,0.9854,0.9869,0.9876,0.9847
"564","16033",0.9777,0.9729,0.9873,0.9755,0.8902
"565","16035",0.0356,0.0207,0.0146,0.0379,0.0452
"566","16037",0.1024,0.2038,0.1079,0.056,0.1073
"567","16039",0.9293,0.9096,0.8956,0.8653,0.852
"568","16041",0.9952,0.9943,0.993,0.9901,0.9863
"569","16043",0.9783,0.9634,0.9468,0.923,0.8714
"570","16045",0.668,0.5807,0.5931,0.6406,0.6238
"571","16047",0.9557,0.9526,0.9519,0.937,0.9398
"572","16049",0.2043,0.2139,0.2187,0.1996,0.1973
"573","16051",0.9968,0.9952,0.9955,0.9943,0.992
"574","16053",0.9751,0.979,0.9774,0.9774,0.9768
"575","16055",0.7017,0.6743,0.6558,0.6176,0.5974
"576","16057",0.0588,0.0821,0.0996,0.1242,0.1229
"577","16059",0.1168,0.0793,0.0589,0.1025,0.0987
"578","16061",0.3364,0.2875,0.4791,0.6049,0.5369
"579","16063",0.9856,0.9806,0.9799,0.9745,0.9682
"580","16065",0.8325,0.8838,0.9255,0.9338,0.9278
"581","16067",0.9541,0.9513,0.9557,0.958,0.9609
"582","16069",0.2797,0.3152,0.3397,0.3999,0.3673
"583","16071",0.9608,0.928,0.9389,0.965,0.9564
"584","16073",0.9506,0.9322,0.9074,0.9007,0.8902
"585","16075",0.9347,0.9239,0.9083,0.923,0.9055
"586","16077",0.9735,0.9768,0.9787,0.9723,0.9793
"587","16079",0.1928,0.1977,0.1875,0.2254,0.2645
"588","16081",0.9583,0.9567,0.9456,0.9007,0.8049
"589","16083",0.9026,0.9191,0.9328,0.9465,0.9443
"590","16085",0.1101,0.1589,0.0856,0.093,0.0614
"591","16087",0.6963,0.667,0.6794,0.6406,0.6238
"592","17001",0.457,0.4874,0.5215,0.5304,0.5837
"593","17003",0.4373,0.5638,0.6883,0.7529,0.5659
"594","17005",0.1635,0.171,0.1888,0.1506,0.168
"595","17007",0.9427,0.9182,0.8981,0.8653,0.8189
"596","17009",0.014,0.0143,0.0159,0.0245,0.0987
"597","17011",0.4971,0.4355,0.4209,0.3999,0.395
"598","17013",0.2991,0.2719,0.304,0.3216,0.3011
"599","17015",0.1635,0.1751,0.1576,0.1773,0.155
"600","17017",0.7266,0.7698,0.7666,0.7405,0.7941
"601","17019",0.0919,0.1162,0.1213,0.1289,0.155
"602","17021",0.3586,0.311,0.3254,0.2748,0.2447
"603","17023",0.4201,0.5476,0.5275,0.5915,0.5522
"604","17025",0.4395,0.5705,0.4868,0.4906,0.5974
"605","17027",0.4156,0.3613,0.3426,0.3419,0.3574
"606","17029",0.0534,0.0643,0.0732,0.0895,0.1025
"607","17031",0.5611,0.5377,0.5237,0.4756,0.4577
"608","17033",0.1553,0.1891,0.1554,0.2089,0.1881
"609","17035",0.5267,0.5527,0.5591,0.5578,0.5522
"610","17037",0.3586,0.3722,0.4027,0.3999,0.4077
"611","17039",0.4624,0.3992,0.3894,0.418,0.4968
"612","17041",0.8281,0.8395,0.845,0.8411,0.8281
"613","17043",0.7122,0.6721,0.6358,0.6049,0.5837
"614","17045",0.3338,0.3279,0.3582,0.2967,0.2279
"615","17047",0.4344,0.5938,0.5517,0.6291,0.6117
"616","17049",0.6884,0.6909,0.6781,0.6711,0.6986
"617","17051",0.3781,0.4021,0.3693,0.2967,0.3113
"618","17053",0.5681,0.5613,0.5712,0.5715,0.5659
"619","17055",0.4042,0.4492,0.4489,0.4756,0.4968
"620","17057",0.2036,0.2229,0.2219,0.2162,0.2164
"621","17059",0.2253,0.2502,0.3734,0.2846,0.3428
"622","17061",0.4551,0.4034,0.3703,0.3216,0.3428
"623","17063",0.9,0.8841,0.8755,0.8653,0.8555
"624","17065",0.4306,0.5285,0.4769,0.4756,0.4243
"625","17067",0.3112,0.2773,0.2821,0.3091,0.3428
"626","17069",0.1432,0.3321,0.0659,0.0707,0.013
"627","17071",0.1483,0.127,0.1305,0.1025,0.1165
"628","17073",0.5967,0.5549,0.5415,0.5151,0.522
"629","17075",0.5423,0.5024,0.4546,0.4323,0.4398
"630","17077",0.0378,0.0551,0.0748,0.093,0.1295
"631","17079",0.4156,0.4282,0.5807,0.5915,0.5837
"632","17081",0.3271,0.3677,0.4082,0.4642,0.508
"633","17083",0.4261,0.3903,0.3473,0.3216,0.2724
"634","17085",0.1877,0.1535,0.1726,0.1506,0.1604
"635","17087",0.09,0.0662,0.07,0.107,0.113
"636","17089",0.9414,0.9344,0.922,0.8965,0.8714
"637","17091",0.7749,0.7517,0.7205,0.6406,0.5974
"638","17093",0.9786,0.9752,0.9685,0.9631,0.958
"639","17095",0.1661,0.1808,0.1926,0.1936,0.2279
"640","17097",0.9029,0.88,0.8532,0.8106,0.7769
"641","17099",0.4525,0.4524,0.4196,0.418,0.4077
"642","17101",0.0732,0.1022,0.1219,0.1691,0.155
"643","17103",0.2533,0.2509,0.2146,0.2089,0.2164
"644","17105",0.3793,0.3117,0.3957,0.3862,0.4243
"645","17107",0.1266,0.1028,0.1063,0.1598,0.1773
"646","17109",0.0152,0.0258,0.0366,0.0446,0.0668
"647","17111",0.8987,0.8695,0.8195,0.7529,0.6875
"648","17113",0.4042,0.4279,0.4228,0.418,0.4077
"649","17115",0.4306,0.4546,0.476,0.4906,0.522
"650","17117",0.3911,0.3906,0.3757,0.3629,0.3673
"651","17119",0.4162,0.4374,0.4543,0.4502,0.4577
"652","17121",0.5101,0.5396,0.5479,0.5715,0.6238
"653","17123",0.2797,0.2614,0.2257,0.2254,0.2903
"654","17125",0.3141,0.2674,0.3174,0.2846,0.3011
"655","17127",0.4277,0.4292,0.4117,0.4756,0.4806
"656","17129",0.5439,0.5005,0.5209,0.4642,0.5369
"657","17131",0.4022,0.4015,0.4072,0.3862,0.395
"658","17133",0.6661,0.5775,0.568,0.5304,0.508
"659","17135",0.2272,0.2025,0.2034,0.1996,0.2559
"660","17137",0.2393,0.2219,0.1862,0.1439,0.168
"661","17139",0.7266,0.7256,0.7835,0.8469,0.8596
"662","17141",0.7075,0.6412,0.5791,0.5578,0.5522
"663","17143",0.612,0.6536,0.6928,0.695,0.7282
"664","17145",0.1817,0.1442,0.1614,0.1439,0.1773
"665","17147",0.5945,0.5231,0.5154,0.5151,0.5369
"666","17149",0.3978,0.4416,0.4556,0.5151,0.5369
"667","17151",0.0486,0.0392,0.0522,0.0099,0.0181
"668","17153",0.4277,0.5164,0.4912,0.3747,0.395
"669","17155",0.2342,0.2974,0.2124,0.1996,0.2164
"670","17157",0.1129,0.1356,0.1385,0.1691,0.1773
"671","17159",0.3418,0.4403,0.5288,0.545,0.6359
"672","17161",0.3793,0.4193,0.4788,0.504,0.522
"673","17163",0.781,0.7558,0.7182,0.6826,0.6875
"674","17165",0.4395,0.4454,0.3935,0.3999,0.4243
"675","17167",0.5598,0.5642,0.553,0.5304,0.522
"676","17169",0.2052,0.1805,0.1054,0.1344,0.0703
"677","17171",0.5665,0.6202,0.5046,0.504,0.3791
"678","17173",0.3978,0.3578,0.3744,0.3629,0.4077
"679","17175",0.5289,0.3725,0.3104,0.418,0.395
"680","17177",0.4064,0.3926,0.3827,0.3862,0.4077
"681","17179",0.5254,0.561,0.5756,0.5715,0.5837
"682","17181",0.2606,0.2751,0.2824,0.3091,0.3791
"683","17183",0.6556,0.6956,0.7023,0.695,0.6986
"684","17185",0.3313,0.2999,0.397,0.4756,0.4714
"685","17187",0.3246,0.4113,0.4483,0.504,0.4577
"686","17189",0.3271,0.2967,0.3266,0.3862,0.3791
"687","17191",0.3895,0.4626,0.5107,0.545,0.5659
"688","17193",0.2001,0.3142,0.3967,0.4502,0.3791
"689","17195",0.5225,0.5033,0.5272,0.504,0.4806
"690","17197",0.9458,0.9284,0.9045,0.8714,0.8361
"691","17199",0.3271,0.3706,0.3992,0.4323,0.4577
"692","17201",0.7246,0.7081,0.6963,0.6711,0.6766
"693","17203",0.8233,0.8058,0.8144,0.8017,0.7769
"694","18001",0.9758,0.9793,0.9806,0.9799,0.9838
"695","18003",0.8873,0.8911,0.8921,0.8867,0.8851
"696","18005",0.7616,0.758,0.7249,0.7262,0.7435
"697","18007",0.8195,0.8036,0.8418,0.8274,0.8456
"698","18009",0.4306,0.4422,0.3922,0.3505,0.4806
"699","18011",0.9223,0.9163,0.9169,0.915,0.9096
"700","18013",0.1893,0.163,0.1789,0.0996,0.0894
"701","18015",0.6801,0.6651,0.6087,0.545,0.508
"702","18017",0.8281,0.7682,0.7046,0.6406,0.6359
"703","18019",0.556,0.5677,0.5731,0.5715,0.5522
"704","18021",0.5945,0.6008,0.6291,0.6049,0.6489
"705","18023",0.8704,0.8711,0.8886,0.8933,0.9055
"706","18025",0.4923,0.6256,0.4957,0.4756,0.522
"707","18027",0.9382,0.9535,0.9621,0.965,0.9682
"708","18029",0.738,0.6845,0.5979,0.5578,0.5522
"709","18031",0.7921,0.8055,0.8106,0.7854,0.7562
"710","18033",0.8567,0.8316,0.823,0.7927,0.7769
"711","18035",0.1285,0.1258,0.1277,0.1188,0.1165
"712","18037",0.7905,0.7889,0.7714,0.8017,0.7941
"713","18039",0.9309,0.9405,0.943,0.9465,0.9462
"714","18041",0.5983,0.5091,0.4932,0.4756,0.4806
"715","18043",0.6075,0.5887,0.5954,0.5915,0.5659
"716","18045",0.6295,0.5606,0.5374,0.4756,0.4714
"717","18047",0.843,0.7775,0.7526,0.6826,0.7136
"718","18049",0.7091,0.6937,0.7128,0.6581,0.7136
"719","18051",0.6438,0.6326,0.6418,0.6406,0.7282
"720","18053",0.2749,0.2843,0.2884,0.2967,0.3316
"721","18055",0.5681,0.5546,0.5142,0.4642,0.4398
"722","18057",0.9672,0.9586,0.9548,0.9465,0.9278
"723","18059",0.8475,0.8096,0.751,0.6711,0.6766
"724","18061",0.5477,0.5358,0.5307,0.5151,0.5369
"725","18063",0.9045,0.8902,0.8809,0.8653,0.8456
"726","18065",0.3561,0.2709,0.3028,0.2846,0.3113
"727","18067",0.5531,0.5454,0.545,0.545,0.5837
"728","18069",0.556,0.5002,0.4514,0.418,0.4077
"729","18071",0.6788,0.7135,0.7631,0.7927,0.7769
"730","18073",0.809,0.8026,0.7619,0.7122,0.6489
"731","18075",0.8682,0.8771,0.8797,0.8819,0.8456
"732","18077",0.401,0.3639,0.3521,0.2967,0.2903
"733","18079",0.8593,0.8195,0.7443,0.6581,0.6639
"734","18081",0.8612,0.8618,0.8472,0.8329,0.8189
"735","18083",0.2355,0.3184,0.3241,0.3862,0.395
"736","18085",0.8029,0.7918,0.773,0.766,0.7435
"737","18087",0.9936,0.9927,0.9908,0.9885,0.9885
"738","18089",0.8084,0.7899,0.7717,0.7122,0.6875
"739","18091",0.422,0.4187,0.4279,0.3999,0.4077
"740","18093",0.5343,0.4989,0.4811,0.4756,0.4577
"741","18095",0.4633,0.4511,0.4397,0.4323,0.4398
"742","18097",0.7466,0.7857,0.8087,0.8106,0.8189
"743","18099",0.8819,0.8682,0.8555,0.8411,0.8555
"744","18101",0.6037,0.6043,0.524,0.5151,0.508
"745","18103",0.4162,0.411,0.4034,0.3747,0.3673
"746","18105",0.0162,0.0255,0.0271,0.0261,0.0325
"747","18107",0.5983,0.5568,0.5861,0.5578,0.5369
"748","18109",0.7558,0.7058,0.6584,0.6049,0.5659
"749","18111",0.4544,0.5059,0.4301,0.3999,0.4077
"750","18113",0.8879,0.8628,0.8631,0.8469,0.8189
"751","18115",0.2272,0.2512,0.2471,0.1506,0.1773
"752","18117",0.6861,0.7096,0.6982,0.6176,0.5837
"753","18119",0.485,0.3846,0.3598,0.3629,0.3316
"754","18121",0.2469,0.3037,0.3375,0.3862,0.508
"755","18123",0.2482,0.2805,0.3025,0.3747,0.3574
"756","18125",0.3688,0.3855,0.5256,0.5304,0.4398
"757","18127",0.6416,0.5852,0.5549,0.5151,0.4806
"758","18129",0.556,0.574,0.5174,0.4756,0.4968
"759","18131",0.5798,0.5753,0.5969,0.5715,0.4968
"760","18133",0.2151,0.1691,0.1379,0.1598,0.1881
"761","18135",0.653,0.6568,0.6743,0.6291,0.5974
"762","18137",0.8539,0.8048,0.7017,0.695,0.7282
"763","18139",0.7075,0.5966,0.5794,0.545,0.508
"764","18141",0.6919,0.6985,0.7131,0.695,0.6986
"765","18143",0.6075,0.6062,0.5444,0.5915,0.4968
"766","18145",0.6556,0.6523,0.61,0.5715,0.5974
"767","18147",0.6228,0.5081,0.5279,0.4906,0.4398
"768","18149",0.6524,0.6415,0.582,0.6581,0.6986
"769","18151",0.4427,0.3604,0.3209,0.2967,0.2817
"770","18153",0.2425,0.2286,0.2681,0.2254,0.2046
"771","18155",0.8071,0.8211,0.8103,0.8411,0.8281
"772","18157",0.1766,0.2315,0.2703,0.2748,0.2903
"773","18159",0.4869,0.3954,0.375,0.2748,0.3428
"774","18161",0.7472,0.6176,0.5998,0.418,0.3316
"775","18163",0.3373,0.3811,0.4031,0.3999,0.4243
"776","18165",0.4633,0.4954,0.4699,0.4323,0.4577
"777","18167",0.2425,0.2668,0.2789,0.2748,0.2817
"778","18169",0.4099,0.4142,0.3709,0.3327,0.3011
"779","18171",0.5178,0.4225,0.3696,0.4502,0.4077
"780","18173",0.8249,0.8029,0.7851,0.7529,0.7435
"781","18175",0.7616,0.7112,0.6702,0.5915,0.6117
"782","18177",0.4583,0.4734,0.454,0.4642,0.4968
"783","18179",0.7316,0.7033,0.7803,0.8188,0.8281
"784","18181",0.6276,0.6281,0.6208,0.6581,0.6639
"785","18183",0.6788,0.653,0.6199,0.6176,0.6238
"786","19001",0.3739,0.3426,0.3591,0.3999,0.395
"787","19003",0.2164,0.233,0.2888,0.3091,0.3011
"788","19005",0.4669,0.4594,0.4763,0.5715,0.6359
"789","19007",0.3739,0.3986,0.4298,0.4502,0.522
"790","19009",0.301,0.2789,0.2506,0.1773,0.3186
"791","19011",0.7921,0.7514,0.7886,0.6826,0.6766
"792","19013",0.2848,0.3251,0.3636,0.3999,0.4398
"793","19015",0.5817,0.5422,0.4712,0.4502,0.4077
"794","19017",0.4131,0.3734,0.4193,0.4642,0.5369
"795","19019",0.8901,0.8867,0.9039,0.923,0.9192
"796","19021",0.7316,0.7966,0.8462,0.8529,0.8934
"797","19023",0.5321,0.5794,0.5753,0.5715,0.5659
"798","19025",0.2294,0.1913,0.2709,0.2846,0.3791
"799","19027",0.7202,0.709,0.724,0.774,0.6766
"800","19029",0.4322,0.4699,0.4632,0.4502,0.4806
"801","19031",0.6712,0.6345,0.5896,0.5578,0.522
"802","19033",0.2606,0.2633,0.2798,0.2748,0.3113
"803","19035",0.2237,0.262,0.3044,0.3629,0.4243
"804","19037",0.6543,0.6479,0.6644,0.6049,0.6359
"805","19039",0.7667,0.7985,0.7195,0.8329,0.8281
"806","19041",0.449,0.4661,0.5355,0.5304,0.5522
"807","19043",0.478,0.467,0.4285,0.3862,0.3673
"808","19045",0.541,0.5221,0.5626,0.5578,0.5522
"809","19047",0.8612,0.8733,0.8774,0.8106,0.8189
"810","19049",0.9455,0.95,0.9545,0.9538,0.9462
"811","19051",0.9481,0.9624,0.9634,0.965,0.9682
"812","19053",0.4099,0.3798,0.3457,0.418,0.4243
"813","19055",0.7644,0.7233,0.7081,0.695,0.7136
"814","19057",0.4751,0.5314,0.5447,0.5578,0.5837
"815","19059",0.0875,0.1223,0.1484,0.1289,0.1604
"816","19061",0.5674,0.5648,0.5778,0.5915,0.5974
"817","19063",0.4525,0.3445,0.3629,0.3091,0.3113
"818","19065",0.3761,0.3598,0.3422,0.3091,0.3791
"819","19067",0.5817,0.6183,0.5186,0.545,0.5522
"820","19069",0.5779,0.5489,0.5982,0.6291,0.6489
"821","19071",0.4306,0.3961,0.4218,0.4502,0.3791
"822","19073",0.4633,0.5094,0.5501,0.5915,0.508
"823","19075",0.5735,0.6402,0.6457,0.6406,0.6238
"824","19077",0.5903,0.51,0.5018,0.545,0.5659
"825","19079",0.6094,0.5893,0.6011,0.5915,0.5659
"826","19081",0.513,0.5202,0.5361,0.4756,0.4243
"827","19083",0.4633,0.4817,0.4333,0.3505,0.3791
"828","19085",0.6133,0.546,0.5202,0.5715,0.5659
"829","19087",0.4761,0.489,0.483,0.4502,0.4398
"830","19089",0.7616,0.8109,0.8176,0.8329,0.8361
"831","19091",0.4525,0.582,0.618,0.6176,0.6986
"832","19093",0.5945,0.6103,0.6215,0.6291,0.7661
"833","19095",0.676,0.5954,0.6164,0.6176,0.6117
"834","19097",0.4799,0.4543,0.4651,0.4906,0.4968
"835","19099",0.4344,0.4075,0.4473,0.5151,0.508
"836","19101",0.048,0.0952,0.1605,0.0996,0.2164
"837","19103",0.1126,0.1719,0.2108,0.2254,0.2387
"838","19105",0.3676,0.375,0.3789,0.3862,0.3791
"839","19107",0.485,0.532,0.5556,0.545,0.5974
"840","19109",0.4363,0.4304,0.447,0.3999,0.4243
"841","19111",0.3373,0.3308,0.3719,0.3862,0.4243
"842","19113",0.6737,0.6765,0.6905,0.6711,0.6639
"843","19115",0.8249,0.7399,0.6714,0.5715,0.5522
"844","19117",0.66,0.5826,0.5119,0.6581,0.5974
"845","19119",0.9105,0.9335,0.9472,0.9557,0.9542
"846","19121",0.8962,0.8889,0.8812,0.8653,0.8189
"847","19123",0.6438,0.6285,0.6501,0.7262,0.7282
"848","19125",0.7498,0.7294,0.7186,0.7122,0.6489
"849","19127",0.7749,0.7969,0.8153,0.8329,0.8555
"850","19129",0.7772,0.7701,0.6947,0.695,0.6639
"851","19131",0.7008,0.6746,0.7504,0.6826,0.6986
"852","19133",0.3313,0.3384,0.1968,0.255,0.3186
"853","19135",0.6212,0.6663,0.7109,0.8329,0.6639
"854","19137",0.5066,0.4753,0.469,0.6291,0.6489
"855","19139",0.8418,0.8497,0.8478,0.8329,0.8361
"856","19141",0.5343,0.5922,0.6081,0.6711,0.6986
"857","19143",0.4592,0.4677,0.5543,0.6581,0.6875
"858","19145",0.315,0.2897,0.3152,0.2254,0.2046
"859","19147",0.3074,0.3534,0.5097,0.504,0.6359
"860","19149",0.8316,0.8453,0.8281,0.8411,0.8361
"861","19151",0.2533,0.354,0.4807,0.3999,0.4398
"862","19153",0.7956,0.8204,0.8405,0.8329,0.8361
"863","19155",0.618,0.6476,0.6657,0.6826,0.6766
"864","19157",0.1992,0.2611,0.2152,0.1773,0.2046
"865","19159",0.632,0.6657,0.7141,0.7122,0.7941
"866","19161",0.3739,0.4072,0.4677,0.4642,0.522
"867","19163",0.6737,0.6966,0.7122,0.7262,0.7282
"868","19165",0.5321,0.5158,0.5094,0.5304,0.4806
"869","19167",0.8806,0.9007,0.9166,0.9265,0.9338
"870","19169",0.0372,0.0468,0.0468,0.0446,0.0512
"871","19171",0.7969,0.7443,0.7294,0.7529,0.8049
"872","19173",0.5047,0.5272,0.6285,0.6406,0.6489
"873","19175",0.5101,0.5692,0.5925,0.5151,0.5369
"874","19177",0.612,0.5154,0.6262,0.7262,0.6238
"875","19179",0.4261,0.4556,0.4874,0.5151,0.5837
"876","19181",0.8351,0.8268,0.8348,0.8274,0.8125
"877","19183",0.7558,0.7529,0.7956,0.8188,0.8281
"878","19185",0.5114,0.6266,0.7224,0.8274,0.8714
"879","19187",0.3294,0.3413,0.3585,0.3629,0.3673
"880","19189",0.2772,0.3276,0.3566,0.3999,0.4577
"881","19191",0.1524,0.1528,0.1095,0.1025,0.1229
"882","19193",0.8711,0.8774,0.8924,0.8933,0.9017
"883","19195",0.4684,0.4129,0.3531,0.3747,0.2903
"884","19197",0.4996,0.5349,0.6106,0.7262,0.7661
"885","20001",0.5289,0.6195,0.5826,0.5578,0.5369
"886","20003",0.78,0.8329,0.8243,0.9007,0.8851
"887","20005",0.625,0.6482,0.6288,0.6711,0.6639
"888","20007",0.3739,0.4425,0.5527,0.6826,0.8361
"889","20009",0.668,0.7424,0.758,0.7262,0.7136
"890","20011",0.802,0.8169,0.8354,0.8714,0.8657
"891","20013",0.7788,0.8023,0.8204,0.8586,0.8803
"892","20015",0.8841,0.8832,0.8806,0.8787,0.8714
"893","20017",0.3173,0.3849,0.5014,0.6291,0.4243
"894","20019",0.1756,0.1544,0.2401,0.3216,0.3186
"895","20021",0.7294,0.7571,0.7211,0.695,0.7136
"896","20023",0.2355,0.2639,0.4206,0.3629,0.3574
"897","20025",0.7644,0.5788,0.7978,0.7927,0.6766
"898","20027",0.5544,0.6705,0.7876,0.7529,0.6238
"899","20029",0.3688,0.213,0.4499,0.6049,0.7661
"900","20031",0.6365,0.5543,0.4871,0.418,0.3574
"901","20033",0.4506,0.7332,0.6097,0.5715,0.211
"902","20035",0.6591,0.6893,0.7138,0.7122,0.6986
"903","20037",0.351,0.3508,0.3954,0.418,0.4577
"904","20039",0.0607,0.1038,0.1445,0.1598,0.1973
"905","20041",0.7091,0.7908,0.7167,0.7405,0.6639
"906","20043",0.3586,0.3292,0.2381,0.1506,0.1881
"907","20045",0.0747,0.1,0.1165,0.113,0.113
"908","20047",0.5652,0.5247,0.5505,0.6581,0.5659
"909","20049",0.2393,0.1827,0.226,0.3419,0.4714
"910","20051",0.2106,0.2814,0.3435,0.3862,0.4077
"911","20053",0.0591,0.0653,0.1226,0.1289,0.1295
"912","20055",0.9834,0.9812,0.979,0.9764,0.9758
"913","20057",0.9742,0.9771,0.9755,0.9745,0.9736
"914","20059",0.8325,0.8182,0.8042,0.774,0.7435
