fips,year,income_adjusted_to_2000
27065,1995,19396
27067,1995,23150
27069,1995,20307
27071,1995,20378
27073,1995,18579
27075,1995,20808
27077,1995,18948
27079,1995,23400
27081,1995,17653
27083,1995,22788
27085,1995,25074
27087,1995,18007
27089,1995,19392
27091,1995,23107
27093,1995,20459
27095,1995,20111
27097,1995,18198
27099,1995,22766
27101,1995,20350
27103,1995,22793
27105,1995,21158
27107,1995,20268
27109,1995,27593
27111,1995,20970
27113,1995,22397
27115,1995,19730
27117,1995,20045
27119,1995,20527
27121,1995,19496
27123,1995,30153
27125,1995,17334
27127,1995,21855
27129,1995,21301
27131,1995,21956
27133,1995,21501
27135,1995,22644
27137,1995,23714
27139,1995,27423
27141,1995,22835
27143,1995,18995
27145,1995,21505
27147,1995,24807
27149,1995,20081
27151,1995,18434
27153,1995,16881
27155,1995,20039
27157,1995,23154
27159,1995,17488
27161,1995,21992
27163,1995,31114
27165,1995,20945
27167,1995,20584
27169,1995,21887
27171,1995,23660
27173,1995,19778
28000,1995,19816
28001,1995,19555
28003,1995,19121
28005,1995,15099
28007,1995,16782
28009,1995,14659
28011,1995,17083
28013,1995,17622
28015,1995,17688
28017,1995,17193
28019,1995,13931
28021,1995,15452
28023,1995,16872
28025,1995,17696
28027,1995,18355
28029,1995,16362
28031,1995,16602
28033,1995,24181
28035,1995,19682
28037,1995,14526
28039,1995,16685
28041,1995,13843
28043,1995,18740
28045,1995,18957
28047,1995,22086
28049,1995,24043
28051,1995,14506
28053,1995,18170
28055,1995,16295
28057,1995,17988
28059,1995,21640
28061,1995,16518
28063,1995,11678
28065,1995,14633
28067,1995,19553
28069,1995,16337
28071,1995,18789
28073,1995,21591
28075,1995,21719
28077,1995,17915
28079,1995,17153
28081,1995,23329
28083,1995,18694
28085,1995,17589
28087,1995,20712
28089,1995,26541
28091,1995,16003
28093,1995,16385
28095,1995,18017
28097,1995,16991
28099,1995,20476
28101,1995,18446
28103,1995,15010
28105,1995,17696
28107,1995,16985
28109,1995,17093
28111,1995,14079
28113,1995,17577
28115,1995,17629
28117,1995,16271
28119,1995,14886
28121,1995,24663
28123,1995,17755
28125,1995,15240
28127,1995,18849
28129,1995,18465
28131,1995,18515
28133,1995,14684
28135,1995,14462
28137,1995,18625
28139,1995,17262
28141,1995,17794
28143,1995,17752
28145,1995,18973
28147,1995,15220
28149,1995,24321
28151,1995,18809
28153,1995,16578
28155,1995,16994
28157,1995,14257
28159,1995,16942
28161,1995,18098
28163,1995,17194
29000,1995,25196
29001,1995,19103
29003,1995,21589
29005,1995,19798
29007,1995,21271
29009,1995,18283
29011,1995,18931
29013,1995,18198
29015,1995,17306
29017,1995,16046
29019,1995,25780
29021,1995,21958
29023,1995,20525
29025,1995,19449
29027,1995,20594
