fips,year,income_adjusted_to_2000
00000,2001,30779
01000,2001,24393
01001,2001,23979
01003,2001,26493
01005,2001,19450
01007,2001,17323
01009,2001,20644
01011,2001,16312
01013,2001,20453
01015,2001,22538
01017,2001,21157
01019,2001,19128
01021,2001,20386
01023,2001,19374
01025,2001,19398
01027,2001,19721
01029,2001,19884
01031,2001,24639
01033,2001,21121
01035,2001,19465
01037,2001,19350
01039,2001,20916
01041,2001,21503
01043,2001,22872
01045,2001,21708
01047,2001,19695
01049,2001,20547
01051,2001,23382
01053,2001,18756
01055,2001,21710
01057,2001,19036
01059,2001,20709
01061,2001,21330
01063,2001,18066
01065,2001,16865
01067,2001,20809
01069,2001,26115
01071,2001,21585
01073,2001,30656
01075,2001,19622
01077,2001,22772
01079,2001,20138
01081,2001,20768
01083,2001,22410
01085,2001,18717
01087,2001,16345
01089,2001,29400
01091,2001,21354
01093,2001,18398
01095,2001,22728
01097,2001,22516
01099,2001,19744
01101,2001,27591
01103,2001,25047
01105,2001,17013
01107,2001,19810
01109,2001,21524
01111,2001,18939
01113,2001,21012
01115,2001,21967
01117,2001,34169
01119,2001,17102
01121,2001,19718
01123,2001,21722
01125,2001,24700
01127,2001,22079
01129,2001,18678
01131,2001,16508
01133,2001,20561
02000,2001,32735
02010,2001,NA
02013,2001,32387
02016,2001,21219
02020,2001,36862
02050,2001,23756
02060,2001,31636
02063,2001,NA
02066,2001,NA
02068,2001,38431
02070,2001,25952
02090,2001,29246
02100,2001,30368
02105,2001,NA
02110,2001,38485
02122,2001,29618
02130,2001,38045
02150,2001,29898
02158,2001,16347
02164,2001,28094
02170,2001,28662
02180,2001,23678
02185,2001,44905
02188,2001,25034
02195,2001,NA
02198,2001,NA
02201,2001,21247
02220,2001,32846
02230,2001,NA
02231,2001,NA
02232,2001,30630
02240,2001,23438
02261,2001,31505
02275,2001,NA
02280,2001,34876
02282,2001,27523
02290,2001,23626
02901,2001,NA
02903,2001,NA
02904,2001,NA
02905,2001,NA
02907,2001,NA
02908,2001,NA
02910,2001,NA
02912,2001,NA
02916,2001,NA
02919,2001,NA
02920,2001,NA
02921,2001,NA
02922,2001,NA
02923,2001,NA
02924,2001,NA
02925,2001,NA
02926,2001,NA
02928,2001,NA
02929,2001,NA
04000,2001,26292
04001,2001,15914
04003,2001,21649
04005,2001,24286
04007,2001,20026
04009,2001,14820
04011,2001,20644
04012,2001,17006
04013,2001,28988
04015,2001,19846
04017,2001,16241
04019,2001,26041
04021,2001,17822
04023,2001,19284
04025,2001,22034
04027,2001,18286
05000,2001,23240
05001,2001,23276
05003,2001,20962
05005,2001,22260
05007,2001,32785
05009,2001,20671
05011,2001,19630
05013,2001,19599
05015,2001,18870
05017,2001,18613
05019,2001,19576
05021,2001,19452
05023,2001,21718
05025,2001,22296
05027,2001,21126
05029,2001,22167
05031,2001,21938
05033,2001,18919
05035,2001,20992
05037,2001,19402
05039,2001,19379
05041,2001,19298
05043,2001,20003
05045,2001,22706
05047,2001,20218
05049,2001,16492
05051,2001,23807
05053,2001,22686
05055,2001,19551
05057,2001,20516
05059,2001,18861
05061,2001,21530
05063,2001,21684
05065,2001,18781
05067,2001,21389
05069,2001,20561
05071,2001,18764
05073,2001,20326
05075,2001,18793
05077,2001,17026
05079,2001,15869
05081,2001,19636
05083,2001,19496
05085,2001,23769
05087,2001,19984
05089,2001,16889
05091,2001,21149
05093,2001,25579
05095,2001,19135
05097,2001,18447
05099,2001,19965
05101,2001,16411
05103,2001,19358
05105,2001,21455
05107,2001,18572
05109,2001,19097
05111,2001,19868
05113,2001,18202
05115,2001,21408
05117,2001,19611
05119,2001,31543
05121,2001,18213
05123,2001,16868
05125,2001,23761
05127,2001,19423
05129,2001,15998
05131,2001,24548
05133,2001,20852
05135,2001,17375
05137,2001,17410
05139,2001,26333
05141,2001,18554
