fips,year,income_adjusted_to_2000
00000,1996,27263
01000,1996,22705
01001,1996,22183
01003,1996,24590
01005,1996,17730
01007,1996,17491
01009,1996,19440
01011,1996,14980
01013,1996,17798
01015,1996,21209
01017,1996,19071
01019,1996,18206
01021,1996,18907
01023,1996,18316
01025,1996,19979
01027,1996,20168
01029,1996,18833
01031,1996,22012
01033,1996,21840
01035,1996,18871
01037,1996,17525
01039,1996,19024
01041,1996,19991
01043,1996,20248
01045,1996,20841
01047,1996,18317
01049,1996,19365
01051,1996,22289
01053,1996,18187
01055,1996,20764
01057,1996,19083
01059,1996,20560
01061,1996,20232
01063,1996,15820
01065,1996,16257
01067,1996,19700
01069,1996,23033
01071,1996,20178
01073,1996,27605
01075,1996,18967
01077,1996,22283
01079,1996,18697
01081,1996,20164
01083,1996,21543
01085,1996,15987
01087,1996,16366
01089,1996,27114
01091,1996,20027
01093,1996,18689
01095,1996,22256
01097,1996,21002
01099,1996,18955
01101,1996,26330
01103,1996,24445
01105,1996,15518
01107,1996,17868
01109,1996,20513
01111,1996,17840
01113,1996,18283
01115,1996,20271
01117,1996,30965
01119,1996,15950
01121,1996,18279
01123,1996,21335
01125,1996,22962
01127,1996,20843
01129,1996,17681
01131,1996,14576
01133,1996,20775
02000,1996,29664
02010,1996,NA
02013,1996,21792
02016,1996,27305
02020,1996,32984
02050,1996,20233
02060,1996,38010
02063,1996,NA
02066,1996,NA
02068,1996,29579
02070,1996,26159
02090,1996,26717
02100,1996,31529
02105,1996,NA
02110,1996,36762
02122,1996,26803
02130,1996,35696
02150,1996,26472
02158,1996,14098
02164,1996,19253
02170,1996,25384
02180,1996,22417
02185,1996,47569
02188,1996,21466
02195,1996,NA
02198,1996,NA
02201,1996,20569
02220,1996,29150
02230,1996,NA
02231,1996,NA
02232,1996,26291
02240,1996,22720
02261,1996,30513
02275,1996,NA
02280,1996,27974
02282,1996,25586
02290,1996,19612
02901,1996,NA
02903,1996,NA
02904,1996,NA
02905,1996,NA
02907,1996,NA
02908,1996,NA
02910,1996,NA
02912,1996,NA
02916,1996,NA
02919,1996,NA
02920,1996,NA
02921,1996,NA
02922,1996,NA
02923,1996,NA
02924,1996,NA
02925,1996,NA
02926,1996,NA
02928,1996,NA
02929,1996,NA
04000,1996,23924
04001,1996,13166
04003,1996,19371
04005,1996,20996
04007,1996,19097
04009,1996,15151
04011,1996,21168
04012,1996,16150
04013,1996,26556
04015,1996,17716
04017,1996,14730
04019,1996,23196
04021,1996,16760
04023,1996,16753
04025,1996,20692
04027,1996,18230
05000,1996,21415
05001,1996,23656
05003,1996,20913
05005,1996,21111
05007,1996,26925
05009,1996,19447
05011,1996,19073
05013,1996,16761
05015,1996,18317
05017,1996,18189
05019,1996,18540
05021,1996,18697
05023,1996,19719
05025,1996,19450
05027,1996,20448
05029,1996,20668
05031,1996,20785
05033,1996,17480
05035,1996,19636
05037,1996,19533
05039,1996,19312
05041,1996,18108
05043,1996,19262
05045,1996,22624
05047,1996,19267
05049,1996,14632
05051,1996,23239
05053,1996,20034
05055,1996,18463
05057,1996,18570
05059,1996,17372
05061,1996,21389
05063,1996,20073
05065,1996,16568
05067,1996,20003
05069,1996,19515
05071,1996,17697
05073,1996,16825
05075,1996,17786
05077,1996,16508
05079,1996,15673
05081,1996,19849
05083,1996,19045
05085,1996,22122
05087,1996,18625
05089,1996,16620
05091,1996,19688
05093,1996,20139
05095,1996,18885
05097,1996,16995
05099,1996,17410
05101,1996,13996
05103,1996,18580
05105,1996,20068
05107,1996,17081
05109,1996,18809
05111,1996,19204
05113,1996,17586
05115,1996,20567
05117,1996,20134
05119,1996,27859
05121,1996,16650
05123,1996,17221
05125,1996,22299
05127,1996,17802
05129,1996,15376
05131,1996,23540
05133,1996,19685
05135,1996,16992
05137,1996,16299
05139,1996,23170
05141,1996,17228
05143,1996,21111
05145,1996,18250
05147,1996,19477
05149,1996,18688
06000,1996,28519
06001,1996,31490
06003,1996,22711
06005,1996,22181
06007,1996,21293
06009,1996,22202
06011,1996,25921
06013,1996,37003
06015,1996,17112
06017,1996,30881
06019,1996,21487
06021,1996,19965
06023,1996,22091
06025,1996,18711
06027,1996,24033
06029,1996,20962
06031,1996,18401
06033,1996,22121
06035,1996,18777
06037,1996,27395
06039,1996,18356
06041,1996,53753
06043,1996,20910
06045,1996,23278
06047,1996,19683
06049,1996,20641
06051,1996,22818
06053,1996,28145
06055,1996,32279
06057,1996,24954
06059,1996,32834
06061,1996,32524
06063,1996,23893
06065,1996,22344
06067,1996,26690
06069,1996,25241
06071,1996,21012
06073,1996,28192
06075,1996,42430
06077,1996,22676
06079,1996,24619
06081,1996,44138
06083,1996,29416
06085,1996,37426
06087,1996,31358
06089,1996,23280
06091,1996,21862
06093,1996,21320
06095,1996,24944
06097,1996,30517
06099,1996,21794
06101,1996,23966
06103,1996,18212
06105,1996,19384
06107,1996,19936
06109,1996,21154
06111,1996,30374
06113,1996,26650
06115,1996,17763
08000,1996,28985
08001,1996,23014
08003,1996,21487
08005,1996,35565
08007,1996,18215
08009,1996,22322
08011,1996,18590
08013,1996,33937
08014,1996,NA
08015,1996,20265
08017,1996,22359
08019,1996,28774
08021,1996,15365
08023,1996,18211
08025,1996,13754
08027,1996,20648
08029,1996,19247
08031,1996,32650
08033,1996,19701
08035,1996,43530
08037,1996,34921
08039,1996,27955
08041,1996,26546
08043,1996,17814
08045,1996,25981
08047,1996,32218
08049,1996,25380
08051,1996,21094
08053,1996,23366
08055,1996,16673
08057,1996,19824
08059,1996,31461
08061,1996,27523
08063,1996,25597
08065,1996,20736
08067,1996,25480
08069,1996,26774
08071,1996,18499
08073,1996,17968
08075,1996,23453
08077,1996,22853
08079,1996,21588
08081,1996,23752
08083,1996,21032
08085,1996,21177
