fips,year,income_adjusted_to_2000
00000,1997,27984
01000,1997,23164
01001,1997,22690
01003,1997,25229
01005,1997,17947
01007,1997,17629
01009,1997,19496
01011,1997,15929
01013,1997,17665
01015,1997,21347
01017,1997,19676
01019,1997,18555
01021,1997,19589
01023,1997,18809
01025,1997,19859
01027,1997,19719
01029,1997,18555
01031,1997,22132
01033,1997,22007
01035,1997,19840
01037,1997,18146
01039,1997,19592
01041,1997,19892
01043,1997,21092
01045,1997,20673
01047,1997,18902
01049,1997,19914
01051,1997,23117
01053,1997,18454
01055,1997,21107
01057,1997,19493
01059,1997,20228
01061,1997,20117
01063,1997,16744
01065,1997,16166
01067,1997,20199
01069,1997,23470
01071,1997,20716
01073,1997,28268
01075,1997,19053
01077,1997,22260
01079,1997,18691
01081,1997,20393
01083,1997,21624
01085,1997,16645
01087,1997,16290
01089,1997,28199
01091,1997,20307
01093,1997,18951
01095,1997,21886
01097,1997,21359
01099,1997,19533
01101,1997,26751
01103,1997,24708
01105,1997,16236
01107,1997,18444
01109,1997,20804
01111,1997,18501
01113,1997,19235
01115,1997,20903
01117,1997,31829
01119,1997,16497
01121,1997,18795
01123,1997,21735
01125,1997,23488
01127,1997,21256
01129,1997,18354
01131,1997,14973
01133,1997,20504
02000,1997,30344
02010,1997,NA
02013,1997,21734
02016,1997,23588
02020,1997,34169
02050,1997,20659
02060,1997,36952
02063,1997,NA
02066,1997,NA
02068,1997,31576
02070,1997,27100
02090,1997,27479
02100,1997,31745
02105,1997,NA
02110,1997,36935
02122,1997,27391
02130,1997,35509
02150,1997,27626
02158,1997,14625
02164,1997,19183
02170,1997,25498
02180,1997,23159
02185,1997,43534
02188,1997,22371
02195,1997,NA
02198,1997,NA
02201,1997,21443
02220,1997,28516
02230,1997,NA
02231,1997,NA
02232,1997,28437
02240,1997,23082
02261,1997,31101
02275,1997,NA
02280,1997,27893
02282,1997,27668
02290,1997,19869
02901,1997,NA
02903,1997,NA
02904,1997,NA
02905,1997,NA
02907,1997,NA
02908,1997,NA
02910,1997,NA
02912,1997,NA
02916,1997,NA
02919,1997,NA
02920,1997,NA
02921,1997,NA
02922,1997,NA
02923,1997,NA
02924,1997,NA
02925,1997,NA
02926,1997,NA
02928,1997,NA
02929,1997,NA
04000,1997,24551
04001,1997,13039
04003,1997,19383
04005,1997,21672
04007,1997,19214
04009,1997,15518
04011,1997,21533
04012,1997,16054
04013,1997,27399
04015,1997,18201
04017,1997,14718
04019,1997,23485
04021,1997,16986
04023,1997,17335
04025,1997,21225
04027,1997,18366
05000,1997,21733
05001,1997,23559
05003,1997,21600
05005,1997,21689
05007,1997,27994
05009,1997,20043
05011,1997,19471
05013,1997,17499
05015,1997,18394
05017,1997,18148
05019,1997,18325
05021,1997,19005
05023,1997,20380
05025,1997,20342
05027,1997,20704
05029,1997,20763
05031,1997,21053
05033,1997,17912
05035,1997,19902
05037,1997,19191
05039,1997,19813
05041,1997,18476
05043,1997,19690
05045,1997,23045
05047,1997,19854
05049,1997,15226
05051,1997,23602
05053,1997,21315
05055,1997,18752
05057,1997,19413
05059,1997,17990
05061,1997,21874
05063,1997,20278
05065,1997,16958
05067,1997,20106
05069,1997,19382
05071,1997,17811
05073,1997,17586
05075,1997,18041
05077,1997,15679
05079,1997,16165
05081,1997,20281
05083,1997,19095
05085,1997,22055
05087,1997,19488
05089,1997,16890
05091,1997,20183
05093,1997,19715
05095,1997,18029
05097,1997,17724
05099,1997,18137
05101,1997,14010
05103,1997,19000
05105,1997,20683
05107,1997,17138
05109,1997,19014
05111,1997,19185
05113,1997,17802
05115,1997,20958
05117,1997,19886
05119,1997,28278
05121,1997,17236
05123,1997,16858
05125,1997,22598
05127,1997,18316
05129,1997,15556
05131,1997,23835
05133,1997,20114
05135,1997,17629
05137,1997,16562
05139,1997,23653
05141,1997,17504
05143,1997,21116
05145,1997,18510
05147,1997,19017
05149,1997,18809
06000,1997,29252
06001,1997,32364
06003,1997,24073
06005,1997,21740
06007,1997,21940
06009,1997,22744
06011,1997,25243
06013,1997,38651
06015,1997,17426
06017,1997,32289
06019,1997,21310
06021,1997,20295
06023,1997,22581
06025,1997,18957
06027,1997,24721
06029,1997,20825
06031,1997,18190
06033,1997,22633
06035,1997,17657
06037,1997,27787
06039,1997,18771
06041,1997,56748
06043,1997,21451
06045,1997,24232
06047,1997,19519
06049,1997,20989
06051,1997,23717
06053,1997,28590
06055,1997,33402
06057,1997,26526
06059,1997,33999
06061,1997,33926
06063,1997,25062
06065,1997,22723
06067,1997,27185
06069,1997,26410
06071,1997,21445
06073,1997,29045
06075,1997,43414
06077,1997,23350
06079,1997,25803
06081,1997,44482
06083,1997,29498
06085,1997,39891
06087,1997,32552
06089,1997,23859
06091,1997,22802
06093,1997,21341
06095,1997,25666
06097,1997,31978
06099,1997,22470
06101,1997,24094
06103,1997,18621
06105,1997,19742
06107,1997,19643
06109,1997,21935
06111,1997,31380
06113,1997,27130
06115,1997,18347
08000,1997,29795
08001,1997,24059
08003,1997,20902
08005,1997,35946
08007,1997,18439
08009,1997,23313
08011,1997,18973
08013,1997,35303
08014,1997,NA
08015,1997,20746
08017,1997,26054
08019,1997,30621
08021,1997,15933
08023,1997,17624
08025,1997,16042
08027,1997,21394
08029,1997,20396
08031,1997,33377
08033,1997,21866
08035,1997,42291
08037,1997,37055
08039,1997,27143
08041,1997,26996
08043,1997,18293
08045,1997,27151
08047,1997,32763
08049,1997,25968
08051,1997,22240
08053,1997,23481
08055,1997,17194
08057,1997,19958
08059,1997,33107
08061,1997,33709
08063,1997,24488
08065,1997,21107
08067,1997,26230
08069,1997,27727
08071,1997,18982
08073,1997,17180
08075,1997,23086
08077,1997,23782
08079,1997,22769
08081,1997,23510
08083,1997,21436
08085,1997,21298
08087,1997,22084
08089,1997,21422
08091,1997,26092
08093,1997,26609
08095,1997,24040
08097,1997,61276
08099,1997,21318
08101,1997,22589
08103,1997,22584
08105,1997,21571
08107,1997,31093
08109,1997,17086
08111,1997,22824
08113,1997,32472
08115,1997,25914
08117,1997,32106
08119,1997,28625
08121,1997,26151
08123,1997,23111
08125,1997,24018
09000,1997,37926
09001,1997,52505
09003,1997,34391
09005,1997,34886
09007,1997,34731
09009,1997,32111
09011,1997,31513
09013,1997,30933
09015,1997,26611
10000,1997,29142
10001,1997,23796
10003,1997,32084
10005,1997,23778
11000,1997,38477
11001,1997,38477
12000,1997,27322
12001,1997,23949
12003,1997,18689
12005,1997,23716
12007,1997,19043
12009,1997,25489
12011,1997,29600
12013,1997,16278
12015,1997,24595
12017,1997,20938
12019,1997,25907
12021,1997,40758
12023,1997,19458
12027,1997,18049
12029,1997,15442
12031,1997,27143
12033,1997,22979
12035,1997,23561
12037,1997,18398
12039,1997,19076
12041,1997,18664
12043,1997,15827
12045,1997,20221
12047,1997,15732
12049,1997,17443
12051,1997,19558
12053,1997,22339
12055,1997,20402
12057,1997,26737
12059,1997,17191
12061,1997,36756
12063,1997,18254
12065,1997,20820
12067,1997,17934
12069,1997,24446
12071,1997,26632
12073,1997,26021
12075,1997,18617
12077,1997,16995
12079,1997,16879
12081,1997,28714
12083,1997,21765
12085,1997,40559
12086,1997,24606
12087,1997,34538
12089,1997,27711
12091,1997,27221
12093,1997,17795
12095,1997,25444
12097,1997,19325
12099,1997,41538
12101,1997,21677
12103,1997,30133
12105,1997,22639
12107,1997,17961
12109,1997,34954
12111,1997,21098
12113,1997,23584
12115,1997,37002
12117,1997,29200
12119,1997,15274
12121,1997,19833
12123,1997,18828
12125,1997,13970
12127,1997,22583
12129,1997,21895
12131,1997,18640
12133,1997,17751
13000,1997,26273
13001,1997,19412
13003,1997,18860
13005,1997,18917
13007,1997,19735
13009,1997,22755
13011,1997,21719
13013,1997,22096
13015,1997,23417
13017,1997,20432
13019,1997,21372
13021,1997,26244
13023,1997,21741
13025,1997,17082
13027,1997,19807
13029,1997,22745
13031,1997,19202
13033,1997,16659
13035,1997,20496
13037,1997,17773
13039,1997,20166
13043,1997,19734
13045,1997,21299
13047,1997,21029
13049,1997,15348
13051,1997,26322
13053,1997,17647
13055,1997,18212
13057,1997,27991
13059,1997,21408
13061,1997,19720
