fips,year,income_adjusted_to_2000
05095,1998,17994
05097,1998,18424
05099,1998,18491
05101,1998,14615
05103,1998,19375
05105,1998,19299
05107,1998,16677
05109,1998,18614
05111,1998,19040
05113,1998,18080
05115,1998,21091
05117,1998,19268
05119,1998,29927
05121,1998,17175
05123,1998,17033
05125,1998,22723
05127,1998,19351
05129,1998,16183
05131,1998,25091
05133,1998,20347
05135,1998,17685
05137,1998,17509
05139,1998,24692
05141,1998,17760
05143,1998,21788
05145,1998,18837
05147,1998,18631
05149,1998,19562
06000,1998,30803
06001,1998,34274
06003,1998,24785
06005,1998,22746
06007,1998,22213
06009,1998,23882
06011,1998,23352
06013,1998,40608
06015,1998,18213
06017,1998,33853
06019,1998,21963
06021,1998,19067
06023,1998,23408
06025,1998,19804
06027,1998,25677
06029,1998,21396
06031,1998,17419
06033,1998,23282
06035,1998,18061
06037,1998,29410
06039,1998,18728
06041,1998,62210
06043,1998,21990
06045,1998,24471
06047,1998,19829
06049,1998,21514
06051,1998,24979
06053,1998,29680
06055,1998,34640
06057,1998,28277
06059,1998,35474
06061,1998,35474
06063,1998,25121
06065,1998,23788
06067,1998,28268
06069,1998,27319
06071,1998,22282
06073,1998,31082
06075,1998,47964
06077,1998,23979
06079,1998,26763
06081,1998,48770
06083,1998,31214
06085,1998,41917
06087,1998,33738
06089,1998,24512
06091,1998,22983
06093,1998,22051
06095,1998,26538
06097,1998,33294
06099,1998,23478
06101,1998,25014
06103,1998,18489
06105,1998,19693
06107,1998,20306
06109,1998,22910
06111,1998,31866
06113,1998,27309
06115,1998,18661
08000,1998,31659
08001,1998,25181
08003,1998,22472
08005,1998,38465
08007,1998,19117
08009,1998,25929
08011,1998,18635
08013,1998,37306
08014,1998,NA
08015,1998,21857
08017,1998,29721
08019,1998,32737
08021,1998,15900
08023,1998,18126
08025,1998,15183
08027,1998,22129
08029,1998,20904
08031,1998,36179
08033,1998,21425
08035,1998,42424
08037,1998,38644
08039,1998,28245
08041,1998,28939
08043,1998,18748
08045,1998,29001
08047,1998,33687
08049,1998,26630
08051,1998,23423
08053,1998,23144
08055,1998,18137
08057,1998,19171
08059,1998,35892
08061,1998,37253
08063,1998,28464
08065,1998,21679
08067,1998,27446
08069,1998,28675
08071,1998,20346
08073,1998,18323
08075,1998,23801
08077,1998,25062
08079,1998,23455
08081,1998,23003
08083,1998,22946
08085,1998,21738
08087,1998,22907
08089,1998,22435
08091,1998,26946
08093,1998,26949
08095,1998,24321
08097,1998,68880
08099,1998,22819
08101,1998,23102
08103,1998,23547
08105,1998,22835
08107,1998,33164
08109,1998,18641
08111,1998,25497
08113,1998,34617
08115,1998,28383
08117,1998,34866
08119,1998,29469
08121,1998,25449
08123,1998,24428
08125,1998,25367
09000,1998,40051
09001,1998,56859
09003,1998,35962
09005,1998,36354
09007,1998,36141
09009,1998,33194
09011,1998,32993
09013,1998,32350
09015,1998,26861
10000,1998,31205
10001,1998,25031
10003,1998,34677
10005,1998,24916
11000,1998,40364
11001,1998,40364
12000,1998,28464
12001,1998,24684
12003,1998,19331
12005,1998,24402
12007,1998,20017
12009,1998,26199
12011,1998,30846
12013,1998,16363
12015,1998,25519
12017,1998,21391
12019,1998,26835
12021,1998,42493
12023,1998,19720
12027,1998,18968
12029,1998,15726
12031,1998,28524
12033,1998,23577
12035,1998,24089
12037,1998,18262
12039,1998,19706
12041,1998,19554
12043,1998,16487
12045,1998,19764
12047,1998,15360
12049,1998,17983
12051,1998,20824
12053,1998,23049
12055,1998,20882
12057,1998,27946
12059,1998,17739
12061,1998,38134
12063,1998,18614
12065,1998,21710
12067,1998,17586
12069,1998,25318
12071,1998,27553
12073,1998,27205
12075,1998,18999
12077,1998,17108
12079,1998,16956
12081,1998,30431
12083,1998,22646
12085,1998,42440
12086,1998,25700
12087,1998,37258
12089,1998,28860
12091,1998,28216
12093,1998,17758
12095,1998,26522
12097,1998,20004
12099,1998,43476
12101,1998,22053
12103,1998,31145
12105,1998,23908
12107,1998,18207
12109,1998,37519
12111,1998,21831
12113,1998,23995
12115,1998,38885
12117,1998,30700
12119,1998,15413
12121,1998,20262
12123,1998,19158
12125,1998,14028
12127,1998,23088
12129,1998,22133
12131,1998,19310
12133,1998,18145
13000,1998,27690
13001,1998,19252
13003,1998,19242
13005,1998,19641
13007,1998,19721
13009,1998,23439
13011,1998,22591
13013,1998,23391
13015,1998,24735
13017,1998,21265
13019,1998,21601
13021,1998,27292
13023,1998,22150
13025,1998,17464
13027,1998,20044
13029,1998,24395
13031,1998,19662
13033,1998,16772
13035,1998,21038
13037,1998,17410
13039,1998,20709
13043,1998,19409
13045,1998,22052
13047,1998,21713
13049,1998,15341
13051,1998,27917
13053,1998,18425
13055,1998,18589
13057,1998,29766
13059,1998,22335
13061,1998,19794
13063,1998,22068
13065,1998,18256
13067,1998,36952
13069,1998,21529
13071,1998,20241
13073,1998,29916
13075,1998,18327
13077,1998,26210
13079,1998,19433
13081,1998,20120
13083,1998,20323
13085,1998,26149
13087,1998,20913
13089,1998,30802
13091,1998,18612
13093,1998,19021
13095,1998,22483
13097,1998,25238
13099,1998,20833
13101,1998,18081
13103,1998,22901
13105,1998,20750
13107,1998,19277
13109,1998,20443
13111,1998,20352
13113,1998,35770
13115,1998,23619
13117,1998,34634
13119,1998,23141
13121,1998,43452
13123,1998,21145
13125,1998,20136
13127,1998,29675
13129,1998,22284
13131,1998,18896
13133,1998,22905
13135,1998,31268
13137,1998,23389
13139,1998,24646
13141,1998,14170
13143,1998,20894
13145,1998,30086
13147,1998,20430
13149,1998,19941
13151,1998,26076
13153,1998,24711
13155,1998,19954
13157,1998,23925
13159,1998,22586
13161,1998,20639
13163,1998,18405
13165,1998,17515
13167,1998,18373
13169,1998,23002
13171,1998,21122
13173,1998,17859
13175,1998,22081
13177,1998,22960
13179,1998,17655
13181,1998,19685
13183,1998,15272
13185,1998,22277
13187,1998,22264
13189,1998,22541
13191,1998,18260
13193,1998,18693
13195,1998,23870
13197,1998,19712
13199,1998,20452
13201,1998,21843
13205,1998,19137
13207,1998,24715
13209,1998,18111
13211,1998,25224
13213,1998,19508
13215,1998,25916
13217,1998,22512
13219,1998,30020
13221,1998,20943
13223,1998,22114
13225,1998,23056
13227,1998,27099
13229,1998,20207
13231,1998,22468
13233,1998,18767
13235,1998,23439
13237,1998,23751
13239,1998,17299
13241,1998,22486
13243,1998,18215
13245,1998,22948
13247,1998,27626
13249,1998,20091
13251,1998,18439
13253,1998,21188
13255,1998,23080
13257,1998,22733
13259,1998,18659
13261,1998,21780
13263,1998,17214
13265,1998,16506
13267,1998,19698
13269,1998,18598
13271,1998,18098
13273,1998,19092
13275,1998,23439
13277,1998,22829
13279,1998,20372
13281,1998,23133
13283,1998,15987
13285,1998,23948
13287,1998,18391
13289,1998,17633
13291,1998,21304
13293,1998,20965
13295,1998,21111
13297,1998,22378
13299,1998,20270
13301,1998,16938
13303,1998,21099
13305,1998,19728
13307,1998,20353
13309,1998,15454
13311,1998,23358
13313,1998,26049
13315,1998,19688
13317,1998,21057
13319,1998,20710
13321,1998,21637
15000,1998,28329
15001,1998,21177
15003,1998,30349
15007,1998,23966
15901,1998,24350
16000,1998,24123
16001,1998,31728
16003,1998,20887
16005,1998,21672
16007,1998,17650
16009,1998,20161
16011,1998,19058
16013,1998,45177
16015,1998,21433
16017,1998,20296
16019,1998,24356
16021,1998,18246
16023,1998,20250
16025,1998,23232
16027,1998,20173
16029,1998,21315
16031,1998,22560
16033,1998,21963
16035,1998,20401
16037,1998,23542
16039,1998,20515
16041,1998,18612
16043,1998,18138
16045,1998,19630
16047,1998,26489
16049,1998,19099
16051,1998,19091
16053,1998,24314
16055,1998,23882
16057,1998,22483
16059,1998,20723
16061,1998,22713
16063,1998,20781
16065,1998,13936
16067,1998,18360
16069,1998,25608
16071,1998,17635
16073,1998,18349
16075,1998,19089
16077,1998,20322
16079,1998,21102
16081,1998,18254
16083,1998,22906
16085,1998,27693
16087,1998,19108
17000,1998,31690
17001,1998,24730
17003,1998,17518
17005,1998,21964
17007,1998,28048
17009,1998,17052
17011,1998,24017
17013,1998,23408
17015,1998,26394
17017,1998,24146
17019,1998,25534
17021,1998,24312
17023,1998,21688
17025,1998,21749
17027,1998,25162
17029,1998,23113
17031,1998,33518
17033,1998,21580
17035,1998,22928
17037,1998,26183
17039,1998,25906
17041,1998,23597
17043,1998,44881
17045,1998,23484
17047,1998,20724
17049,1998,24911
17051,1998,19058
17053,1998,26872
17055,1998,19823
17057,1998,21876
17059,1998,20086
17061,1998,18967
17063,1998,28372
17065,1998,19390
17067,1998,23793
17069,1998,19134
17071,1998,22306
17073,1998,25508
17075,1998,23553
17077,1998,21780
17079,1998,21523
17081,1998,21586
17083,1998,24436
17085,1998,29639
17087,1998,16502
17089,1998,30153
17091,1998,24297
17093,1998,29668
17095,1998,24038
17097,1998,44777
17099,1998,24554
17101,1998,23393
17103,1998,22886
17105,1998,24527
17107,1998,21693
17109,1998,21528
17111,1998,31573
17113,1998,28488
17115,1998,26869
17117,1998,24022
17119,1998,26026
17121,1998,23046
17123,1998,26488
17125,1998,24152
17127,1998,21060
17129,1998,27773
17131,1998,24704
17133,1998,29556
17135,1998,21723
17137,1998,22940
17139,1998,22911
17141,1998,25206
17143,1998,28300
17145,1998,19622
17147,1998,28610
17149,1998,21036
17151,1998,18135
17153,1998,17757
17155,1998,23895
17157,1998,19885
17159,1998,23365
17161,1998,27551
17163,1998,25159
17165,1998,20770
17167,1998,29931
17169,1998,22269
17171,1998,21169
17173,1998,21493
17175,1998,24294
17177,1998,28162
17179,1998,28127
17181,1998,20618
17183,1998,22080
17185,1998,21074
17187,1998,20802
17189,1998,26723
17191,1998,21745
17193,1998,23359
17195,1998,25134
17197,1998,29115
17199,1998,22057
17201,1998,27416
17203,1998,25968
18000,1998,27306
18001,1998,23019
18003,1998,29683
18005,1998,30423
18007,1998,25293
18009,1998,21873
18011,1998,37672
18013,1998,27961
18015,1998,26256
18017,1998,24722
18019,1998,26106
18021,1998,22192
18023,1998,23343
18025,1998,19375
18027,1998,22841
18029,1998,27164
18031,1998,25626
18033,1998,26375
18035,1998,24412
18037,1998,31009
18039,1998,26736
18041,1998,24579
18043,1998,29521
18045,1998,24147
18047,1998,25771
18049,1998,23770
18051,1998,23162
18053,1998,22614
18055,1998,22117
18057,1998,44485
18059,1998,31949
18061,1998,24737
18063,1998,30523
18065,1998,24779
18067,1998,27690
18069,1998,25783
18071,1998,22756
18073,1998,25871
18075,1998,20740
18077,1998,21731
18079,1998,22663
18081,1998,30460
18083,1998,23968
18085,1998,27038
18087,1998,19913
18089,1998,26381
18091,1998,24993
18093,1998,23604
18095,1998,24549
18097,1998,30593
18099,1998,25005
18101,1998,22989
18103,1998,21895
18105,1998,23984
18107,1998,24922
18109,1998,26834
18111,1998,22345
18113,1998,23863
18115,1998,23993
18117,1998,21889
18119,1998,20271
18121,1998,20479
18123,1998,21877
18125,1998,21355
18127,1998,31724
18129,1998,26314
18131,1998,23716
18133,1998,22169
18135,1998,23072
18137,1998,23878
18139,1998,24075
18141,1998,27203
18143,1998,21075
18145,1998,26558
18147,1998,23730
18149,1998,18671
18151,1998,26722
18153,1998,20376
18155,1998,20398
18157,1998,24677
18159,1998,27230
18161,1998,22979
18163,1998,29113
18165,1998,23350
18167,1998,22850
18169,1998,25350
18171,1998,21205
18173,1998,28365
18175,1998,21397
18177,1998,25319
18179,1998,25614
18181,1998,24204
18183,1998,26648
19000,1998,26689
19001,1998,23419
19003,1998,23763
19005,1998,22192
19007,1998,20298
19009,1998,23805
19011,1998,25096
19013,1998,24872
19015,1998,27032
19017,1998,25933
19019,1998,23620
19021,1998,24377
19023,1998,23665
19025,1998,22217
19027,1998,25879
19029,1998,24957
19031,1998,27407
19033,1998,26064
19035,1998,25097
19037,1998,24751
19039,1998,19166
19041,1998,26286
19043,1998,23875
19045,1998,24209
19047,1998,22123
19049,1998,29823
19051,1998,19964
19053,1998,17538
19055,1998,23246
19057,1998,25841
19059,1998,30318
19061,1998,26321
19063,1998,24811
19065,1998,21442
19067,1998,22866
19069,1998,25934
19071,1998,25265
19073,1998,23329
19075,1998,27547
19077,1998,24435
19079,1998,26771
19081,1998,24205
19083,1998,25517
19085,1998,23446
19087,1998,23685
19089,1998,24334
19091,1998,25964
19093,1998,24721
19095,1998,29708
19097,1998,22284
19099,1998,26424
19101,1998,27575
19103,1998,28840
19105,1998,21056
19107,1998,22426
19109,1998,25063
19111,1998,23826
19113,1998,30881
19115,1998,22714
19117,1998,20984
19119,1998,22437
19121,1998,24849
19123,1998,24418
19125,1998,25203
19127,1998,26190
19129,1998,29523
19131,1998,24723
19133,1998,23248
19135,1998,23248
19137,1998,25194
19139,1998,26812
19141,1998,25630
19143,1998,23674
19145,1998,23255
19147,1998,23100
19149,1998,26386
19151,1998,24697
19153,1998,32828
19155,1998,25395
19157,1998,26864
19159,1998,20300
19161,1998,23570
19163,1998,28882
19165,1998,23684
19167,1998,24319
19169,1998,26452
19171,1998,23641
19173,1998,20149
19175,1998,22132
19177,1998,20348
19179,1998,21879
19181,1998,25384
19183,1998,27179
19185,1998,19703
19187,1998,24526
19189,1998,24062
19191,1998,23987
19193,1998,26165
19195,1998,24259
19197,1998,25623
20000,1998,27763
20001,1998,21395
20003,1998,20343
20005,1998,20947
20007,1998,21602
20009,1998,23762
20011,1998,21782
20013,1998,24005
20015,1998,27247
20017,1998,28545
20019,1998,19477
20021,1998,19951
20023,1998,25043
20025,1998,25498
20027,1998,25155
20029,1998,22286
20031,1998,24287
20033,1998,22718
20035,1998,22350
20037,1998,21558
20039,1998,26770
20041,1998,23843
20043,1998,21114
20045,1998,23984
20047,1998,28249
20049,1998,18500
20051,1998,24116
20053,1998,22472
20055,1998,21908
20057,1998,22850
20059,1998,22477
20061,1998,23505
20063,1998,26563
20065,1998,28373
20067,1998,23032
20069,1998,27296
20071,1998,31880
20073,1998,20308
20075,1998,26782
20077,1998,24081
20079,1998,24972
20081,1998,30811
20083,1998,25116
20085,1998,23675
20087,1998,23075
20089,1998,24843
20091,1998,41687
20093,1998,20814
20095,1998,23586
20097,1998,24717
20099,1998,21844
20101,1998,28956
20103,1998,23993
20105,1998,22597
20107,1998,22450
20109,1998,24545
20111,1998,21795
20113,1998,25948
20115,1998,20372
20117,1998,25504
20119,1998,25942
20121,1998,25701
20123,1998,26567
20125,1998,21001
20127,1998,21271
20129,1998,25479
20131,1998,25014
20133,1998,21660
20135,1998,27522
20137,1998,24474
20139,1998,21633
20141,1998,23061
20143,1998,22996
20145,1998,23255
20147,1998,26474
20149,1998,22858
20151,1998,24990
20153,1998,26679
20155,1998,24723
20157,1998,22115
20159,1998,20504
20161,1998,21777
20163,1998,23741
20165,1998,23055
20167,1998,23030
20169,1998,27814
20171,1998,29871
20173,1998,30245
20175,1998,22588
20177,1998,27855
20179,1998,30818
20181,1998,26230
20183,1998,23842
20185,1998,24709
20187,1998,27839
20189,1998,27471
20191,1998,24328
20193,1998,26404
20195,1998,21062
20197,1998,26399
20199,1998,26624
20201,1998,21965
20203,1998,27935
20205,1998,20054
20207,1998,17772
20209,1998,20313
21000,1998,23765
21001,1998,16909
21003,1998,19542
21005,1998,23835
21007,1998,24129
21009,1998,22152
21011,1998,18427
21013,1998,16429
21015,1998,28643
21017,1998,27504
21019,1998,24889
21021,1998,24188
21023,1998,20262
21025,1998,15710
21027,1998,19043
21029,1998,22870
21031,1998,16711
21033,1998,21094
21035,1998,23157
21037,1998,25521
21039,1998,22078
21041,1998,20581
21043,1998,15972
21045,1998,16782
21047,1998,20524
21049,1998,24772
21051,1998,13680
21053,1998,14530
21055,1998,17857
21057,1998,15038
21059,1998,24059
21061,1998,15144
21063,1998,13901
21065,1998,16756
21067,1998,30812
21069,1998,18040
21071,1998,18172
21073,1998,27856
21075,1998,19715
21077,1998,18967
21079,1998,20349
21081,1998,19639
21083,1998,21795
21085,1998,17466
21087,1998,16869
21089,1998,20809
21091,1998,19893
21093,1998,23774
21095,1998,15750
21097,1998,21766
21099,1998,16843
21101,1998,23486
21103,1998,22167
21105,1998,21011
21107,1998,21604
21109,1998,14449
21111,1998,30870
21113,1998,24429
21115,1998,18194
21117,1998,28890
21119,1998,16292
21121,1998,15221
21123,1998,21341
21125,1998,19146
21127,1998,14987
21129,1998,15138
21131,1998,17829
21133,1998,16757
21135,1998,14840
21137,1998,18208
21139,1998,20834
21141,1998,20217
21143,1998,18320
21145,1998,27386
21147,1998,13054
21149,1998,20574
21151,1998,20041
21153,1998,15817
21155,1998,18532
21157,1998,23206
21159,1998,16324
21161,1998,21432
21163,1998,20597
21165,1998,14016
21167,1998,21883
21169,1998,15934
21171,1998,18078
21173,1998,20579
21175,1998,14031
21177,1998,18921
21179,1998,23345
21181,1998,20064
21183,1998,18842
21185,1998,32227
21187,1998,18687
21189,1998,15580
21191,1998,19883
21193,1998,18293
21195,1998,19846
21197,1998,16389
21199,1998,19735
21201,1998,17366
21203,1998,15561
21205,1998,16437
21207,1998,16762
21209,1998,28006
21211,1998,27694
21213,1998,21033
21215,1998,21290
21217,1998,18516
21219,1998,19813
21221,1998,20448
21223,1998,17231
21225,1998,20497
21227,1998,23565
21229,1998,20418
21231,1998,15519
21233,1998,20409
21235,1998,17793
21237,1998,15077
21239,1998,33609
22000,1998,23624
22001,1998,19686
22003,1998,16086
22005,1998,23673
22007,1998,20602
22009,1998,17208
22011,1998,19663
22013,1998,17889
22015,1998,23077
22017,1998,25415
22019,1998,23578
22021,1998,17900
22023,1998,18763
22025,1998,16958
22027,1998,18393
22029,1998,16621
22031,1998,18827
22033,1998,27279
22035,1998,15156
22037,1998,20125
22039,1998,16987
22041,1998,16469
22043,1998,17654
22045,1998,21207
22047,1998,18987
22049,1998,21685
22051,1998,27841
22053,1998,18035
22055,1998,27853
22057,1998,22502
22059,1998,17371
22061,1998,20061
22063,1998,20872
22065,1998,14187
22067,1998,18637
22069,1998,18677
22071,1998,26845
22073,1998,22167
22075,1998,21660
22077,1998,20523
22079,1998,23870
22081,1998,16627
22083,1998,17303
22085,1998,17931
22087,1998,22305
22089,1998,24917
22091,1998,16638
22093,1998,19796
22095,1998,20270
22097,1998,18247
22099,1998,18231
22101,1998,22744
22103,1998,28916
22105,1998,19507
22107,1998,18709
22109,1998,21789
22111,1998,20842
22113,1998,20346
22115,1998,20432
22117,1998,18943
22119,1998,21233
22121,1998,22735
22123,1998,16250
22125,1998,16152
22127,1998,15866
23000,1998,26264
23001,1998,24377
23003,1998,21035
23005,1998,32451
23007,1998,21788
23009,1998,28288
23011,1998,26217
23013,1998,27889
23015,1998,27918
23017,1998,21712
23019,1998,23750
23021,1998,21142
23023,1998,26987
23025,1998,20725
23027,1998,21829
23029,1998,21727
23031,1998,27126
24000,1998,33334
24001,1998,20639
24003,1998,35522
24005,1998,35063
24009,1998,30357
24011,1998,21575
24013,1998,30282
24015,1998,27643
24017,1998,29960
24019,1998,22920
24021,1998,30741
24023,1998,21737
24025,1998,30400
24027,1998,41696
24029,1998,29791
24031,1998,47646
24033,1998,29070
24035,1998,32795
24037,1998,29370
24039,1998,18822
24041,1998,36567
24043,1998,24122
24045,1998,24203
24047,1998,28315
24510,1998,24943
25000,1998,34849
25001,1998,35106
25003,1998,28692
25005,1998,26944
25007,1998,36363
25009,1998,34263
25011,1998,27835
25013,1998,26715
25015,1998,27131
25017,1998,41370
25019,1998,45996
25021,1998,42803
25023,1998,31711
25025,1998,36240
25027,1998,30114
26000,1998,29043
26001,1998,20811
26003,1998,19249
26005,1998,25979
26007,1998,23863
26009,1998,25233
26011,1998,20552
26013,1998,20497
26015,1998,27995
26017,1998,25475
26019,1998,24292
26021,1998,25968
26023,1998,20260
26025,1998,25703
26027,1998,24563
26029,1998,26604
26031,1998,22530
26033,1998,19308
26035,1998,19300
26037,1998,28055
26039,1998,19183
26041,1998,24244
26043,1998,25182
26045,1998,27007
26047,1998,27513
26049,1998,26513
26051,1998,19865
26053,1998,20576
26055,1998,28995
26057,1998,21971
26059,1998,22876
26061,1998,20050
26063,1998,24882
26065,1998,26458
26067,1998,20727
26069,1998,20461
26071,1998,21393
26073,1998,20578
26075,1998,24423
26077,1998,28894
26079,1998,19351
26081,1998,30445
26083,1998,21427
26085,1998,18495
26087,1998,26573
26089,1998,29402
26091,1998,25320
26093,1998,34633
26095,1998,19185
26097,1998,26269
26099,1998,31138
26101,1998,21307
26103,1998,22942
26105,1998,22880
26107,1998,19467
26109,1998,23318
26111,1998,32040
26113,1998,19457
26115,1998,28271
26117,1998,19313
26119,1998,18987
26121,1998,23070
26123,1998,21392
26125,1998,45631
26127,1998,19664
26129,1998,18665
26131,1998,21093
26133,1998,19864
26135,1998,15458
26137,1998,24103
26139,1998,29045
26141,1998,20151
26143,1998,20352
26145,1998,24830
26147,1998,27236
26149,1998,22847
26151,1998,22998
26153,1998,20787
26155,1998,22837
26157,1998,21381
26159,1998,22018
26161,1998,34694
26163,1998,26456
26165,1998,21644
27000,1998,30877
27001,1998,21090
27003,1998,28726
27005,1998,22604
27007,1998,21044
27009,1998,24547
27011,1998,22187
27013,1998,26745
27015,1998,25214
27017,1998,23115
27019,1998,36435
27021,1998,23477
27023,1998,25262
27025,1998,27797
27027,1998,22011
27029,1998,18564
27031,1998,26621
27033,1998,24067
27035,1998,23413
27037,1998,35133
27039,1998,25526
27041,1998,23898
27043,1998,23571
27045,1998,22787
27047,1998,23127
27049,1998,27425
27051,1998,23511
27053,1998,41270
27055,1998,26350
27057,1998,21559
27059,1998,25006
27061,1998,22126
27063,1998,23556
27065,1998,21065
27067,1998,26058
27069,1998,22819
27071,1998,23870
27073,1998,23758
27075,1998,23889
27077,1998,19912
27079,1998,25944
27081,1998,22122
27083,1998,26489
27085,1998,27272
27087,1998,20114
27089,1998,22004
27091,1998,25675
27093,1998,22697
27095,1998,21575
27097,1998,21011
27099,1998,25118
27101,1998,25008
27103,1998,25275
27105,1998,23737
27107,1998,23359
27109,1998,31022
27111,1998,22786
27113,1998,25323
27115,1998,20510
27117,1998,23495
27119,1998,22553
27121,1998,23052
27123,1998,32376
27125,1998,20528
27127,1998,24234
27129,1998,23784
27131,1998,23576
27133,1998,23793
27135,1998,23834
27137,1998,25785
27139,1998,30824
27141,1998,25794
27143,1998,21796
27145,1998,24539
27147,1998,27828
27149,1998,23798
27151,1998,19818
27153,1998,18798
27155,1998,23285
27157,1998,26195
27159,1998,19137
27161,1998,24819
27163,1998,34441
27165,1998,22987
27167,1998,21570
27169,1998,24243
27171,1998,26168
27173,1998,22341
28000,1998,21360
28001,1998,21016
28003,1998,19958
28005,1998,17197
28007,1998,17999
28009,1998,15418
28011,1998,18220
28013,1998,19417
28015,1998,19483
28017,1998,18002
28019,1998,14098
28021,1998,16130
28023,1998,17859
28025,1998,19747
28027,1998,19417
28029,1998,17397
28031,1998,17773
28033,1998,25869
28035,1998,21501
28037,1998,15316
28039,1998,19236
28041,1998,14073
28043,1998,20505
28045,1998,21299
28047,1998,24236
28049,1998,25448
28051,1998,14539
28053,1998,18645
28055,1998,14374
28057,1998,19572
28059,1998,24141
28061,1998,17667
28063,1998,11979
28065,1998,16080
28067,1998,21302
28069,1998,17432
28071,1998,20515
28073,1998,22091
28075,1998,22815
28077,1998,20203
28079,1998,19855
28081,1998,25353
28083,1998,18241
28085,1998,19239
28087,1998,21523
28089,1998,31120
28091,1998,17380
28093,1998,17643
28095,1998,18869
28097,1998,17899
28099,1998,22957
28101,1998,20467
28103,1998,16804
28105,1998,18914
28107,1998,17139
28109,1998,18017
28111,1998,15412
28113,1998,19053
28115,1998,18125
28117,1998,16880
28119,1998,15242
28121,1998,26541
28123,1998,18910
28125,1998,16339
28127,1998,19479
28129,1998,21142
28131,1998,19485
28133,1998,16047
28135,1998,15180
28137,1998,20751
28139,1998,19115
28141,1998,18290
28143,1998,17791
28145,1998,19634
28147,1998,16361
28149,1998,25574
28151,1998,19867
28153,1998,18219
28155,1998,18329
28157,1998,15183
28159,1998,18452
28161,1998,18776
28163,1998,18305
29000,1998,27042
29001,1998,19687
29003,1998,24479
29005,1998,24170
29007,1998,23228
29009,1998,19679
29011,1998,19787
29013,1998,20794
29015,1998,18751
29017,1998,17287
29019,1998,27329
29021,1998,23209
29023,1998,21986
29025,1998,22487
29027,1998,20876
29029,1998,23574
29031,1998,24762
