year,fips,income_adjusted_to_2000
2002,00000,30550
2002,01000,24609
2002,01001,23978
2002,01003,26444
2002,01005,19286
2002,01007,17762
2002,01009,20374
2002,01011,16789
2002,01013,20940
2002,01015,23117
2002,01017,21333
2002,01019,19202
2002,01021,20403
2002,01023,19658
2002,01025,19456
2002,01027,19908
2002,01029,19629
2002,01031,24959
2002,01033,21233
2002,01035,19324
2002,01037,19414
2002,01039,21124
2002,01041,20514
2002,01043,22554
2002,01045,22116
2002,01047,20015
2002,01049,20438
2002,01051,24055
2002,01053,18202
2002,01055,22085
2002,01057,18408
2002,01059,20415
2002,01061,21347
2002,01063,18260
2002,01065,17901
2002,01067,21500
2002,01069,26433
2002,01071,21394
2002,01073,31246
2002,01075,19527
2002,01077,22609
2002,01079,19519
2002,01081,21232
2002,01083,22488
2002,01085,18342
2002,01087,16511
2002,01089,29483
2002,01091,21577
2002,01093,18644
2002,01095,22406
2002,01097,22602
2002,01099,19120
2002,01101,28342
2002,01103,24833
2002,01105,16943
2002,01107,19765
2002,01109,22102
2002,01111,19300
2002,01113,21284
2002,01115,21922
2002,01117,33811
2002,01119,17499
2002,01121,20548
2002,01123,21381
2002,01125,24982
2002,01127,22684
2002,01129,18476
2002,01131,16691
2002,01133,20469
2002,02000,33348
2002,02010,NA
2002,02013,27376
2002,02016,24548
2002,02020,37788
2002,02050,25071
2002,02060,32760
2002,02063,NA
2002,02066,NA
2002,02068,37871
2002,02070,26125
2002,02090,30255
2002,02100,29933
2002,02105,NA
2002,02110,37953
2002,02122,29564
2002,02130,37852
2002,02150,29789
2002,02158,16975
2002,02164,29255
2002,02170,28961
2002,02180,25471
2002,02185,42115
2002,02188,24934
2002,02195,NA
2002,02198,NA
2002,02201,22265
2002,02220,32548
2002,02230,NA
2002,02231,NA
2002,02232,30898
2002,02240,25438
2002,02261,33141
2002,02275,NA
2002,02280,34454
2002,02282,29726
2002,02290,24120
2002,02901,NA
2002,02903,NA
2002,02904,NA
2002,02905,NA
2002,02907,NA
2002,02908,NA
2002,02910,NA
2002,02912,NA
2002,02916,NA
2002,02919,NA
2002,02920,NA
2002,02921,NA
2002,02922,NA
2002,02923,NA
2002,02924,NA
2002,02925,NA
2002,02926,NA
2002,02928,NA
2002,02929,NA
2002,04000,26245
2002,04001,16430
2002,04003,22215
2002,04005,24443
2002,04007,20378
2002,04009,15282
2002,04011,20334
2002,04012,17568
2002,04013,28844
2002,04015,20099
2002,04017,16712
2002,04019,25764
2002,04021,17956
2002,04023,19111
2002,04025,21923
2002,04027,19366
2002,05000,23322
2002,05001,22661
2002,05003,20540
2002,05005,22604
2002,05007,33167
2002,05009,21093
2002,05011,19576
2002,05013,19900
2002,05015,18267
2002,05017,17982
2002,05019,19490
2002,05021,18923
2002,05023,21610
2002,05025,21968
2002,05027,20955
2002,05029,21779
2002,05031,22301
2002,05033,18691
2002,05035,20912
2002,05037,18710
2002,05039,19531
2002,05041,19071
2002,05043,19943
2002,05045,22596
2002,05047,19976
2002,05049,16561
2002,05051,23736
2002,05053,22967
2002,05055,19147
2002,05057,19780
2002,05059,18784
2002,05061,20747
2002,05063,21535
2002,05065,18998
2002,05067,20374
2002,05069,21140
2002,05071,18742
2002,05073,19764
2002,05075,18636
2002,05077,15236
2002,05079,15060
2002,05081,19524
2002,05083,19303
2002,05085,23602
2002,05087,19873
2002,05089,16880
2002,05091,20805
2002,05093,26452
2002,05095,17986
2002,05097,18120
2002,05099,20328
2002,05101,16701
2002,05103,19661
2002,05105,21026
2002,05107,17746
2002,05109,18709
2002,05111,19375
2002,05113,17171
2002,05115,21485
2002,05117,18657
2002,05119,32065
2002,05121,18318
2002,05123,16882
2002,05125,23636
2002,05127,18343
2002,05129,16264
2002,05131,24423
2002,05133,18972
2002,05135,17322
2002,05137,17357
2002,05139,27745
2002,05141,18382
2002,05143,22469
2002,05145,19712
2002,05147,18004
2002,05149,20059
2002,06000,32749
2002,06001,37583
2002,06003,32621
2002,06005,26384
2002,06007,24100
2002,06009,27631
2002,06011,23224
2002,06013,44225
2002,06015,18194
2002,06017,37329
2002,06019,23691
2002,06021,20856
2002,06023,25314
2002,06025,22146
2002,06027,28849
2002,06029,22227
2002,06031,19278
2002,06033,24777
2002,06035,19405
2002,06037,30167
2002,06039,20467
2002,06041,68136
2002,06043,24081
2002,06045,27208
2002,06047,20700
2002,06049,24072
2002,06051,29956
2002,06053,30578
2002,06055,39416
2002,06057,32641
2002,06059,38174
2002,06061,38495
2002,06063,28175
2002,06065,24938
2002,06067,30788
2002,06069,26624
2002,06071,23395
2002,06073,33884
2002,06075,53069
2002,06077,25599
2002,06079,30101
2002,06081,52932
2002,06083,32316
2002,06085,46709
2002,06087,37495
2002,06089,26828
2002,06091,23652
2002,06093,24274
2002,06095,29695
2002,06097,36653
2002,06099,24424
2002,06101,24901
2002,06103,20765
2002,06105,21745
2002,06107,21000
2002,06109,25079
2002,06111,34622
2002,06113,28968
2002,06115,21769
2002,08000,33043
2002,08003,23483
2002,08005,39290
2002,08007,24321
2002,08009,20609
2002,08011,18480
2002,08014,33821.6
2002,08015,22349
2002,08017,24321
2002,08019,36846
2002,08021,16950
2002,08023,20698
2002,08025,14172
2002,08027,25806
2002,08029,21255
2002,08031,38216
2002,08033,19292
2002,08035,37446
2002,08037,41472
2002,08039,30304
2002,08041,30060
2002,08043,19500
2002,08045,29980
2002,08047,42117
2002,08049,27023
2002,08051,25428
2002,08053,23851
2002,08055,19365
2002,08057,23671
2002,08061,24766
2002,08063,21792
2002,08065,21763
2002,08067,28250
2002,08069,30591
2002,08071,22105
2002,08073,18229
2002,08075,23893
2002,08077,26522
2002,08079,31921
2002,08081,25266
2002,08083,22820
2002,08085,23613
2002,08087,22835
2002,08089,22594
2002,08091,33667
2002,08093,28433
2002,08095,22817
2002,08097,75771
2002,08099,21818
2002,08101,23658
2002,08103,23841
2002,08105,24283
2002,08107,45187
2002,08109,18929
2002,08111,33421
2002,08113,45134
2002,08115,23060
2002,08117,34816
2002,08119,28535
2002,08121,19366
2002,08125,29056
2002,09000,42887
2002,09001,62095
2002,09003,37243
2002,09005,39719
2002,09007,39289
2002,09009,35475
2002,09011,34411
2002,09013,34549
2002,09015,29626
2002,10000,36133
2002,10001,26932
2002,10003,41192
2002,10005,27801
2002,11000,43319
2002,11001,43319
2002,12000,29562
2002,12001,25571
2002,12003,20728
2002,12005,26675
2002,12007,19367
2002,12009,27735
2002,12011,31638
2002,12013,17561
2002,12015,25338
2002,12017,22754
2002,12019,27839
2002,12021,44575
2002,12023,21168
2002,12027,16686
2002,12029,16771
2002,12031,29256
2002,12033,25093
2002,12035,25679
2002,12037,23983
2002,12039,21986
2002,12041,21152
2002,12043,17056
2002,12045,18735
2002,12047,14247
2002,12049,17749
2002,12051,20298
2002,12053,24130
2002,12055,21332
2002,12057,28793
2002,12059,18534
2002,12061,40764
2002,12063,20414
2002,12065,25156
2002,12067,14693
2002,12069,25912
2002,12071,29921
2002,12073,28624
2002,12075,20120
2002,12077,18864
2002,12079,17977
2002,12081,29731
2002,12083,23261
2002,12085,43343
2002,12086,27819
2002,12087,39458
2002,12089,32119
2002,12091,30487
2002,12093,18645
2002,12095,26170
2002,12097,21276
2002,12099,43440
2002,12101,23980
2002,12103,32134
2002,12105,24768
2002,12107,20543
2002,12109,37934
2002,12111,23639
2002,12113,26117
2002,12115,38084
2002,12117,31403
2002,12119,17437
2002,12121,19839
2002,12123,21746
2002,12125,14095
2002,12127,25362
2002,12129,23228
2002,12131,22519
2002,12133,19196
2002,13000,28913
2002,13001,18728
2002,13003,17920
2002,13005,18939
2002,13007,22498
2002,13009,22473
2002,13011,22125
2002,13013,22230
2002,13015,26286
2002,13017,21459
2002,13019,21440
2002,13021,28492
2002,13023,23917
2002,13025,19344
2002,13027,20771
2002,13029,27573
2002,13031,19804
2002,13033,18674
2002,13035,22216
2002,13037,18811
2002,13039,22151
2002,13043,20396
2002,13045,23489
2002,13047,23028
2002,13049,16061
2002,13051,28218
2002,13053,16426
2002,13055,19068
2002,13057,29290
2002,13059,22969
2002,13061,25764
2002,13063,21554
2002,13065,17509
2002,13067,37500
2002,13069,20748
2002,13071,19762
2002,13073,29866
2002,13075,19071
2002,13077,26828
2002,13079,21212
2002,13081,20168
2002,13083,21366
2002,13085,27602
2002,13087,22144
2002,13089,31290
2002,13091,19719
2002,13093,18419
2002,13095,23373
