year,fips,income_adjusted_to_2000
1998,00000,29177
1998,01000,24001
1998,01001,23286
1998,01003,26098
1998,01005,18577
1998,01007,16981
1998,01009,20241
1998,01011,16538
1998,01013,18547
1998,01015,22232
1998,01017,20151
1998,01019,18619
1998,01021,19554
1998,01023,19413
1998,01025,20036
1998,01027,20310
1998,01029,19459
1998,01031,24302
1998,01033,21620
1998,01035,20347
1998,01037,18227
1998,01039,20283
1998,01041,21514
1998,01043,22356
1998,01045,21752
1998,01047,19278
1998,01049,20815
1998,01051,23830
1998,01053,18648
1998,01055,21513
1998,01057,19365
1998,01059,20137
1998,01061,21007
1998,01063,16673
1998,01065,16396
1998,01067,19932
1998,01069,24618
1998,01071,20737
1998,01073,29646
1998,01075,19802
1998,01077,22423
1998,01079,20261
1998,01081,20812
1998,01083,22627
1998,01085,16832
1998,01087,16262
1998,01089,29105
1998,01091,21223
1998,01093,19736
1998,01095,22443
1998,01097,22569
1998,01099,19754
1998,01101,27669
1998,01103,25437
1998,01105,16370
1998,01107,18887
1998,01109,21018
1998,01111,18968
1998,01113,19663
1998,01115,21453
1998,01117,32856
1998,01119,17110
1998,01121,19292
1998,01123,22290
1998,01125,24448
1998,01127,22018
1998,01129,18285
1998,01131,15443
1998,01133,20560
1998,02000,30975
1998,02010,NA
1998,02013,21431
1998,02016,22905
1998,02020,34903
1998,02050,21029
1998,02060,34745
1998,02063,NA
1998,02066,NA
1998,02068,34128
1998,02070,28114
1998,02090,28218
1998,02100,32070
1998,02105,NA
1998,02110,37292
1998,02122,27445
1998,02130,35462
1998,02150,27917
1998,02158,14751
1998,02164,19664
1998,02170,26436
1998,02180,23092
1998,02185,47134
1998,02188,23596
1998,02195,NA
1998,02198,NA
1998,02201,21830
1998,02220,29667
1998,02230,NA
1998,02231,NA
1998,02232,27748
1998,02240,22909
1998,02261,32366
1998,02275,NA
1998,02280,28932
1998,02282,28423
1998,02290,20046
1998,02901,NA
1998,02903,NA
1998,02904,NA
1998,02905,NA
1998,02907,NA
1998,02908,NA
1998,02910,NA
1998,02912,NA
1998,02916,NA
1998,02919,NA
1998,02920,NA
1998,02921,NA
1998,02922,NA
1998,02923,NA
1998,02924,NA
1998,02925,NA
1998,02926,NA
1998,02928,NA
1998,02929,NA
1998,04000,25594
1998,04001,13700
1998,04003,20086
1998,04005,22636
1998,04007,19584
1998,04009,15208
1998,04011,21831
1998,04012,15370
1998,04013,28619
1998,04015,18757
1998,04017,15064
1998,04019,24482
1998,04021,17327
1998,04023,17726
1998,04025,21886
1998,04027,18999
1998,05000,22455
1998,05001,23910
1998,05003,22190
1998,05005,22583
1998,05007,30099
1998,05009,21061
1998,05011,19548
1998,05013,18701
1998,05015,19015
1998,05017,18337
1998,05019,18528
1998,05021,19342
1998,05023,21938
1998,05025,21579
1998,05027,21350
1998,05029,21870
1998,05031,21716
1998,05033,18491
1998,05035,20547
1998,05037,19324
1998,05039,20119
1998,05041,18804
1998,05043,20226
1998,05045,23229
1998,05047,20217
1998,05049,15642
1998,05051,24251
1998,05053,22129
1998,05055,19318
1998,05057,19451
1998,05059,18283
1998,05061,22009
1998,05063,21463
1998,05065,17622
1998,05067,20181
1998,05069,19930
