year,fips,income_adjusted_to_2000
2007,00000,33087
2007,01000,27160
2007,01001,26356
2007,01003,30372
2007,01005,21289
2007,01007,20028
2007,01009,22152
2007,01011,17457
2007,01013,22516
2007,01015,25080
2007,01017,22117
2007,01019,21923
2007,01021,22687
2007,01023,19909
2007,01025,22066
2007,01027,22972
2007,01029,21407
2007,01031,26973
2007,01033,24620
2007,01035,19997
2007,01037,21273
2007,01039,22164
2007,01041,22259
2007,01043,24517
2007,01045,25947
2007,01047,21886
2007,01049,21155
2007,01051,26476
2007,01053,20524
2007,01055,23620
2007,01057,20285
2007,01059,22309
2007,01061,22153
2007,01063,21749
2007,01065,21900
2007,01067,23786
2007,01069,28941
2007,01071,23802
2007,01073,34427
2007,01075,20407
2007,01077,24744
2007,01079,22198
2007,01081,23751
2007,01083,25616
2007,01085,23163
2007,01087,19004
2007,01089,32753
2007,01091,24032
2007,01093,20780
2007,01095,23459
2007,01097,25444
2007,01099,21431
2007,01101,29676
2007,01103,26350
2007,01105,19637
2007,01107,22581
2007,01109,24267
2007,01111,22100
2007,01113,21313
2007,01115,24271
2007,01117,37508
2007,01119,19466
2007,01121,22156
2007,01123,24976
2007,01125,26562
2007,01127,26220
2007,01129,22207
2007,01131,18626
2007,01133,21990
2007,02000,36424
2007,02010,NA
2007,02013,26999
2007,02016,30782
2007,02020,42193
2007,02050,24288
2007,02060,44599
2007,02063,NA
2007,02066,NA
2007,02068,41131
2007,02070,28677
2007,02090,34905
2007,02100,31061
2007,02105,NA
2007,02110,41269
2007,02122,31386
2007,02130,41000
2007,02150,34247
2007,02158,17354
2007,02164,29170
2007,02170,30282
2007,02180,27351
2007,02185,25895
2007,02188,27099
2007,02195,NA
2007,02198,NA
2007,02201,23347
2007,02220,36155
2007,02230,NA
2007,02231,NA
2007,02232,32629
2007,02240,29953
2007,02261,36772
2007,02275,NA
2007,02280,35020
2007,02282,34501
2007,02290,27634
2007,02901,NA
2007,02903,NA
2007,02904,NA
2007,02905,NA
2007,02907,NA
2007,02908,NA
2007,02910,NA
2007,02912,NA
2007,02916,NA
2007,02919,NA
2007,02920,NA
2007,02921,NA
2007,02922,NA
2007,02923,NA
2007,02924,NA
2007,02925,NA
2007,02926,NA
2007,02928,NA
2007,02929,NA
2007,04000,29759
2007,04001,18647
2007,04003,26021
2007,04005,28157
2007,04007,23863
2007,04009,18943
2007,04011,24439
2007,04012,20653
2007,04013,32946
2007,04015,20864
2007,04017,18795
2007,04019,28648
2007,04021,20983
2007,04023,22570
2007,04025,25300
2007,04027,21833
2007,05000,25969
2007,05001,25521
2007,05003,22692
2007,05005,24403
2007,05007,41712
2007,05009,22696
2007,05011,21414
2007,05013,19870
2007,05015,21308
2007,05017,21590
2007,05019,21593
2007,05021,22093
2007,05023,22690
2007,05025,23482
2007,05027,23949
2007,05029,23664
2007,05031,23318
2007,05033,21037
2007,05035,23160
2007,05037,21435
2007,05039,21494
2007,05041,22878
2007,05043,22920
2007,05045,24566
2007,05047,20771
2007,05049,16997
2007,05051,26278
2007,05053,24815
2007,05055,20691
2007,05057,19623
2007,05059,20688
2007,05061,22350
2007,05063,23693
2007,05065,19479
2007,05067,19693
2007,05069,22572
2007,05071,18612
2007,05073,21553
2007,05075,19287
2007,05077,19578
2007,05079,17232
2007,05081,22475
2007,05083,22020
2007,05085,25385
2007,05087,20978
2007,05089,19485
2007,05091,22914
2007,05093,21579
2007,05095,20587
2007,05097,18581
2007,05099,21745
2007,05101,17841
2007,05103,22168
2007,05105,22060
2007,05107,21425
2007,05109,21190
2007,05111,21259
2007,05113,18771
2007,05115,22792
2007,05117,21126
2007,05119,35447
2007,05121,20106
2007,05123,17666
2007,05125,26317
2007,05127,17961
2007,05129,18582
2007,05131,26747
2007,05133,20027
2007,05135,20460
2007,05137,19125
2007,05139,32385
2007,05141,18994
2007,05143,24465
2007,05145,22171
2007,05147,20348
2007,05149,20488
2007,06000,35992
2007,06001,39865
2007,06003,29609
2007,06005,27438
2007,06007,26106
2007,06009,29365
2007,06011,26767
