year,fips,income_adjusted_to_2000
2011,00000,32725
2011,01000,26849
2011,01001,26537
2011,01003,29453
2011,01005,21501
2011,01007,19814
2011,01009,21862
2011,01011,18380
2011,01013,22066
2011,01015,24314
2011,01017,22019
2011,01019,22081
2011,01021,22064
2011,01023,22509
2011,01025,22347
2011,01027,20361
2011,01029,21917
2011,01031,27538
2011,01033,24966
2011,01035,20207
2011,01037,19435
2011,01039,22550
2011,01041,22302
2011,01043,23883
2011,01045,25918
2011,01047,22386
2011,01049,19814
2011,01051,27199
2011,01053,21128
2011,01055,23598
2011,01057,20787
2011,01059,21361
2011,01061,22481
2011,01063,20965
2011,01065,23097
2011,01067,24866
2011,01069,28083
2011,01071,23321
2011,01073,33298
2011,01075,21498
2011,01077,24475
2011,01079,21712
2011,01081,23838
2011,01083,27428
2011,01085,23714
2011,01087,20056
2011,01089,33484
2011,01091,24248
2011,01093,19881
2011,01095,22789
2011,01097,25866
2011,01099,20922
2011,01101,28686
2011,01103,25290
2011,01105,20494
2011,01107,22453
2011,01109,24723
2011,01111,20261
2011,01113,22609
2011,01115,23791
2011,01117,34266
2011,01119,20551
2011,01121,21941
2011,01123,25229
2011,01125,25646
2011,01127,26448
2011,01129,23211
2011,01131,20349
2011,01133,21382
2011,02000,40219
2011,02010,NA
2011,02013,28370
2011,02016,35223
2011,02020,45101
2011,02050,28143
2011,02060,60877
2011,02063,NA
2011,02066,NA
2011,02068,52394
2011,02070,36059
2011,02090,39197
2011,02100,34686
2011,02105,35501
2011,02110,44741
2011,02122,35602
2011,02130,43908
2011,02150,39728
2011,02158,20520
2011,02164,35166
2011,02170,33113
2011,02180,32182
2011,02185,49540
2011,02188,29874
2011,02195,41162
2011,02198,26573
2011,02201,NA
2011,02220,45151
2011,02230,58035
2011,02231,NA
2011,02232,NA
2011,02240,33318
2011,02261,39753
2011,02275,31737
2011,02280,NA
2011,02282,40834
2011,02290,35315
2011,02901,NA
2011,02903,NA
2011,02904,NA
2011,02905,NA
2011,02907,NA
2011,02908,NA
2011,02910,NA
2011,02912,NA
2011,02916,NA
2011,02919,NA
2011,02920,NA
2011,02921,NA
2011,02922,NA
2011,02923,NA
2011,02924,NA
2011,02925,NA
2011,02926,NA
2011,02928,NA
2011,02929,NA
2011,04000,26905
2011,04001,20820
2011,04003,26950
2011,04005,28550
2011,04007,25132
2011,04009,19467
2011,04011,23894
2011,04012,22163
2011,04013,28899
2011,04015,19819
