year,fips,income_adjusted_to_2000
2006,00000,32368
2006,01000,26725
2006,01001,25480
2006,01003,30003
2006,01005,21059
2006,01007,19289
2006,01009,21187
2006,01011,17163
2006,01013,21394
2006,01015,24350
2006,01017,21746
2006,01019,20545
2006,01021,22100
2006,01023,19610
2006,01025,21228
2006,01027,23188
2006,01029,20996
2006,01031,25909
2006,01033,23940
2006,01035,19576
2006,01037,21440
2006,01039,21558
2006,01041,22512
2006,01043,24023
2006,01045,25968
2006,01047,21986
2006,01049,20325
2006,01051,25932
2006,01053,20187
2006,01055,22802
2006,01057,19421
2006,01059,21246
2006,01061,21366
2006,01063,21636
2006,01065,21683
2006,01067,22748
2006,01069,28457
2006,01071,23221
2006,01073,34303
2006,01075,19714
2006,01077,24126
2006,01079,21256
2006,01081,23290
2006,01083,24932
2006,01085,21645
2006,01087,18582
2006,01089,31913
2006,01091,24028
2006,01093,20247
2006,01095,23057
2006,01097,25392
2006,01099,20942
2006,01101,29992
2006,01103,26091
2006,01105,19669
2006,01107,21617
2006,01109,23757
2006,01111,20955
2006,01113,21430
2006,01115,24038
2006,01117,36554
2006,01119,18651
2006,01121,21850
2006,01123,24593
2006,01125,26154
2006,01127,25560
2006,01129,20593
2006,01131,18381
2006,01133,21619
2006,02000,34946
2006,02010,NA
2006,02013,30480
2006,02016,29111
2006,02020,40042
2006,02050,23957
2006,02060,40811
2006,02063,NA
2006,02066,NA
2006,02068,39540
2006,02070,28494
2006,02090,34299
2006,02100,31111
2006,02105,NA
2006,02110,39604
2006,02122,30190
2006,02130,38373
2006,02150,33668
2006,02158,16531
2006,02164,26697
2006,02170,28576
2006,02180,26413
2006,02185,28657
2006,02188,25532
2006,02195,NA
2006,02198,NA
2006,02201,22688
2006,02220,34185
2006,02230,NA
2006,02231,NA
2006,02232,31784
2006,02240,28688
2006,02261,34126
2006,02275,NA
2006,02280,34952
2006,02282,35033
2006,02290,25966
2006,02901,NA
2006,02903,NA
2006,02904,NA
2006,02905,NA
2006,02907,NA
2006,02908,NA
2006,02910,NA
2006,02912,NA
2006,02916,NA
2006,02919,NA
2006,02920,NA
2006,02921,NA
2006,02922,NA
2006,02923,NA
2006,02924,NA
2006,02925,NA
2006,02926,NA
2006,02928,NA
2006,02929,NA
2006,04000,29466
2006,04001,17885
2006,04003,24889
2006,04005,27182
2006,04007,22715
2006,04009,18043
2006,04011,23328
2006,04012,19309
2006,04013,32728
2006,04015,20905
2006,04017,18195
2006,04019,28149
2006,04021,21273
2006,04023,21667
2006,04025,24555
2006,04027,21179
2006,05000,25148
2006,05001,24642
2006,05003,22292
2006,05005,23758
2006,05007,39703
2006,05009,22212
2006,05011,20701
2006,05013,19326
2006,05015,19885
2006,05017,19709
2006,05019,20929
2006,05021,20884
2006,05023,22078
2006,05025,22667
2006,05027,23226
2006,05029,22288
2006,05031,22772
2006,05033,20649
2006,05035,22540
2006,05037,20867
2006,05039,20692
2006,05041,21400
2006,05043,22280
2006,05045,23883
2006,05047,20152
2006,05049,16715
2006,05051,25881
2006,05053,23286
2006,05055,20635
2006,05057,18817
2006,05059,20320
2006,05061,20699
2006,05063,23213
2006,05065,18764
2006,05067,19537
2006,05069,21856
2006,05071,17761
2006,05073,20411
2006,05075,18700
2006,05077,17424
2006,05079,16156
2006,05081,20828
2006,05083,20436
2006,05085,24704
2006,05087,20376
2006,05089,18929
2006,05091,22005
2006,05093,21093
2006,05095,20531
2006,05097,17947
2006,05099,21074
2006,05101,17447
2006,05103,21776
2006,05105,21594
2006,05107,19521
2006,05109,19841
2006,05111,21283
2006,05113,17870
2006,05115,22418
2006,05117,20301
2006,05119,34288
2006,05121,19345
2006,05123,17130
2006,05125,25465
2006,05127,17202
2006,05129,17954
2006,05131,26889
2006,05133,18731
2006,05135,19660
2006,05137,17866
2006,05139,31557
2006,05141,18930
2006,05143,24550
2006,05145,21187
2006,05147,18991
2006,05149,19356
2006,06000,35447
2006,06001,39390
2006,06003,27728
2006,06005,26911
2006,06007,25412
2006,06009,28402
2006,06011,23429
2006,06013,47742
2006,06015,20036
2006,06017,38643
2006,06019,24834
2006,06021,20930
2006,06023,26708
2006,06025,21593
2006,06027,32904
2006,06029,23229
2006,06031,19844
2006,06033,23944
2006,06035,20265
2006,06037,34053
2006,06039,21227
2006,06041,74452
2006,06043,26740
2006,06045,27212
2006,06047,21496
2006,06049,23764
2006,06051,31680
2006,06053,33415
2006,06055,39399
2006,06057,36058
2006,06059,43089
2006,06061,39594
2006,06063,29776
2006,06065,26237
2006,06067,31545
2006,06069,29059
2006,06071,24550
2006,06073,37055
2006,06075,61429
2006,06077,26498
2006,06079,32329
2006,06081,61318
2006,06083,38063
2006,06085,49341
2006,06087,37360
2006,06089,26705
2006,06091,22451
2006,06093,24635
2006,06095,30410
2006,06097,36625
2006,06099,25011
2006,06101,26312
2006,06103,21633
2006,06105,19832
2006,06107,22143
2006,06109,26026
2006,06111,37608
2006,06113,31334
2006,06115,23529
2006,08000,34080
2006,08003,22156
2006,08005,38090
2006,08007,24901
2006,08009,20874
2006,08011,17790
2006,08014,35217.8
2006,08015,23997
2006,08017,27020
2006,08019,40032
2006,08021,17939
2006,08023,19005
2006,08025,13767
2006,08027,24951
2006,08029,22525
2006,08031,42863
2006,08033,19171
2006,08035,43556
2006,08037,47445
2006,08039,31862
2006,08041,30056
2006,08043,19077
2006,08045,34591
2006,08047,40184
2006,08049,27885
2006,08051,28829
2006,08053,24130
2006,08055,21454
2006,08057,28122
2006,08061,22783
2006,08063,21292
2006,08065,22793
2006,08067,33114
2006,08069,30562
2006,08071,23523
2006,08073,18437
2006,08075,25131
2006,08077,27940
2006,08079,28395
2006,08081,27797
2006,08083,24103
2006,08085,25208
2006,08087,22581
2006,08089,22668
2006,08091,37020
2006,08093,27418
2006,08095,20781
2006,08097,93819
2006,08099,22178
2006,08101,23244
2006,08103,30895
2006,08105,22831
2006,08107,42196
2006,08109,18378
2006,08111,31515
2006,08113,49987
2006,08115,23718
2006,08117,38831
2006,08119,30261
2006,08121,20293
2006,08125,31862
2006,09000,45593
2006,09001,69974
2006,09003,39544
2006,09005,40532
2006,09007,40629
2006,09009,35672
2006,09011,35932
2006,09013,33860
2006,09015,28896
2006,10000,34858
2006,10001,27639
2006,10003,38447
2006,10005,30409
2006,11000,47384
2006,11001,47384
2006,12000,32594
2006,12001,28363
2006,12003,21310
2006,12005,29184
2006,12007,18700
2006,12009,29937
2006,12011,34171
2006,12013,17252
2006,12015,28083
2006,12017,24499
2006,12019,28850
2006,12021,56548
2006,12023,21579
2006,12027,17822
2006,12029,16670
2006,12031,31500
2006,12033,26756
2006,12035,28378
2006,12037,24342
2006,12039,23427
2006,12041,20473
2006,12043,16400
2006,12045,20479
2006,12047,16502
2006,12049,18157
2006,12051,19853
2006,12053,24483
2006,12055,22339
2006,12057,31238
2006,12059,18999
2006,12061,51533
2006,12063,21271
2006,12065,24958
2006,12067,13880
2006,12069,27333
2006,12071,35280
