year,fips,income_adjusted_to_2000
1997,00000,27984
1997,01000,23164
1997,01001,22690
1997,01003,25229
1997,01005,17947
1997,01007,17629
1997,01009,19496
1997,01011,15929
1997,01013,17665
1997,01015,21347
1997,01017,19676
1997,01019,18555
1997,01021,19589
1997,01023,18809
1997,01025,19859
1997,01027,19719
1997,01029,18555
1997,01031,22132
1997,01033,22007
1997,01035,19840
1997,01037,18146
1997,01039,19592
1997,01041,19892
1997,01043,21092
1997,01045,20673
1997,01047,18902
1997,01049,19914
1997,01051,23117
1997,01053,18454
1997,01055,21107
1997,01057,19493
1997,01059,20228
1997,01061,20117
1997,01063,16744
1997,01065,16166
1997,01067,20199
1997,01069,23470
1997,01071,20716
1997,01073,28268
1997,01075,19053
1997,01077,22260
1997,01079,18691
1997,01081,20393
1997,01083,21624
1997,01085,16645
1997,01087,16290
1997,01089,28199
1997,01091,20307
1997,01093,18951
1997,01095,21886
1997,01097,21359
1997,01099,19533
1997,01101,26751
1997,01103,24708
1997,01105,16236
1997,01107,18444
1997,01109,20804
1997,01111,18501
1997,01113,19235
1997,01115,20903
1997,01117,31829
1997,01119,16497
1997,01121,18795
1997,01123,21735
1997,01125,23488
1997,01127,21256
1997,01129,18354
1997,01131,14973
1997,01133,20504
1997,02000,30344
1997,02010,NA
1997,02013,21734
1997,02016,23588
1997,02020,34169
1997,02050,20659
1997,02060,36952
1997,02063,NA
1997,02066,NA
1997,02068,31576
1997,02070,27100
1997,02090,27479
1997,02100,31745
1997,02105,NA
1997,02110,36935
1997,02122,27391
1997,02130,35509
1997,02150,27626
1997,02158,14625
1997,02164,19183
1997,02170,25498
1997,02180,23159
1997,02185,43534
1997,02188,22371
1997,02195,NA
1997,02198,NA
1997,02201,21443
1997,02220,28516
1997,02230,NA
1997,02231,NA
1997,02232,28437
1997,02240,23082
1997,02261,31101
1997,02275,NA
1997,02280,27893
1997,02282,27668
1997,02290,19869
1997,02901,NA
1997,02903,NA
1997,02904,NA
1997,02905,NA
1997,02907,NA
1997,02908,NA
1997,02910,NA
1997,02912,NA
1997,02916,NA
1997,02919,NA
1997,02920,NA
1997,02921,NA
1997,02922,NA
1997,02923,NA
1997,02924,NA
1997,02925,NA
1997,02926,NA
1997,02928,NA
1997,02929,NA
1997,04000,24551
1997,04001,13039
1997,04003,19383
1997,04005,21672
1997,04007,19214
1997,04009,15518
1997,04011,21533
1997,04012,16054
1997,04013,27399
1997,04015,18201
1997,04017,14718
1997,04019,23485
1997,04021,16986
1997,04023,17335
1997,04025,21225
1997,04027,18366
1997,05000,21733
1997,05001,23559
1997,05003,21600
1997,05005,21689
1997,05007,27994
1997,05009,20043
1997,05011,19471
1997,05013,17499
1997,05015,18394
1997,05017,18148
1997,05019,18325
1997,05021,19005
1997,05023,20380
1997,05025,20342
1997,05027,20704
1997,05029,20763
1997,05031,21053
1997,05033,17912
1997,05035,19902
1997,05037,19191
1997,05039,19813
1997,05041,18476
1997,05043,19690
1997,05045,23045
1997,05047,19854
1997,05049,15226
1997,05051,23602
1997,05053,21315
1997,05055,18752
1997,05057,19413
1997,05059,17990
1997,05061,21874
1997,05063,20278
1997,05065,16958
1997,05067,20106
1997,05069,19382
1997,05071,17811
1997,05073,17586
1997,05075,18041
1997,05077,15679
1997,05079,16165
1997,05081,20281
1997,05083,19095
1997,05085,22055
1997,05087,19488
1997,05089,16890
1997,05091,20183
1997,05093,19715
1997,05095,18029
1997,05097,17724
1997,05099,18137
1997,05101,14010
1997,05103,19000
1997,05105,20683
1997,05107,17138
1997,05109,19014
1997,05111,19185
1997,05113,17802
1997,05115,20958
1997,05117,19886
1997,05119,28278
1997,05121,17236
1997,05123,16858
1997,05125,22598
1997,05127,18316
1997,05129,15556
1997,05131,23835
1997,05133,20114
1997,05135,17629
1997,05137,16562
1997,05139,23653
1997,05141,17504
1997,05143,21116
1997,05145,18510
1997,05147,19017
1997,05149,18809
1997,06000,29252
1997,06001,32364
1997,06003,24073
1997,06005,21740
1997,06007,21940
1997,06009,22744
1997,06011,25243
1997,06013,38651
1997,06015,17426
1997,06017,32289
1997,06019,21310
1997,06021,20295
1997,06023,22581
1997,06025,18957
1997,06027,24721
1997,06029,20825
1997,06031,18190
1997,06033,22633
1997,06035,17657
1997,06037,27787
1997,06039,18771
1997,06041,56748
1997,06043,21451
1997,06045,24232
1997,06047,19519
1997,06049,20989
1997,06051,23717
1997,06053,28590
1997,06055,33402
1997,06057,26526
1997,06059,33999
1997,06061,33926
1997,06063,25062
1997,06065,22723
1997,06067,27185
1997,06069,26410
1997,06071,21445
1997,06073,29045
1997,06075,43414
1997,06077,23350
1997,06079,25803
1997,06081,44482
1997,06083,29498
1997,06085,39891
1997,06087,32552
1997,06089,23859
1997,06091,22802
1997,06093,21341
1997,06095,25666
1997,06097,31978
1997,06099,22470
1997,06101,24094
1997,06103,18621
1997,06105,19742
1997,06107,19643
1997,06109,21935
1997,06111,31380
1997,06113,27130
1997,06115,18347
1997,08000,29795
1997,08003,20902
1997,08005,35946
1997,08007,18439
1997,08009,23313
1997,08011,18973
1997,08014,NA
1997,08015,20746
1997,08017,26054
1997,08019,30621
1997,08021,15933
1997,08023,17624
1997,08025,16042
1997,08027,21394
1997,08029,20396
1997,08031,33377
1997,08033,21866
1997,08035,42291
1997,08037,37055
1997,08039,27143
1997,08041,26996
1997,08043,18293
1997,08045,27151
1997,08047,32763
1997,08049,25968
1997,08051,22240
1997,08053,23481
1997,08055,17194
1997,08057,19958
1997,08061,33709
1997,08063,24488
1997,08065,21107
1997,08067,26230
1997,08069,27727
1997,08071,18982
1997,08073,17180
1997,08075,23086
1997,08077,23782
1997,08079,22769
1997,08081,23510
