year,fips,income_adjusted_to_2000
2012,00000,33648
2012,01000,27145
2012,01001,27009
2012,01003,29246
2012,01005,21136
2012,01007,20388
2012,01009,22672
2012,01011,18830
2012,01013,22635
2012,01015,24350
2012,01017,22110
2012,01019,22558
2012,01021,22311
2012,01023,23894
2012,01025,22560
2012,01027,20697
2012,01029,22861
2012,01031,27214
2012,01033,24808
2012,01035,20282
2012,01037,19576
2012,01039,22772
2012,01041,22916
2012,01043,24641
2012,01045,25163
2012,01047,22228
2012,01049,20371
2012,01051,27607
2012,01053,21786
2012,01055,23599
2012,01057,21594
2012,01059,21425
2012,01061,22170
2012,01063,20672
2012,01065,23244
2012,01067,25176
2012,01069,27840
2012,01071,23564
2012,01073,34468
2012,01075,22074
2012,01077,24573
2012,01079,22169
2012,01081,24426
2012,01083,27705
2012,01085,25308
2012,01087,20177
2012,01089,33566
2012,01091,24803
2012,01093,20627
2012,01095,23450
2012,01097,25310
2012,01099,20694
2012,01101,28288
2012,01103,25552
2012,01105,20267
2012,01107,23380
2012,01109,23869
2012,01111,20976
2012,01113,21992
2012,01115,24837
2012,01117,35252
2012,01119,21167
2012,01121,22211
2012,01123,25786
2012,01125,25966
2012,01127,26304
2012,01129,23444
2012,01131,20325
2012,01133,21651
2012,02000,40522
2012,02010,NA
2012,02013,27712
2012,02016,37844
2012,02020,45097
2012,02050,28496
2012,02060,69652
2012,02063,NA
2012,02066,NA
2012,02068,54491
2012,02070,36760
2012,02090,38507
2012,02100,34773
2012,02105,36628
2012,02110,46334
2012,02122,36098
2012,02130,44821
2012,02150,41351
2012,02158,20684
2012,02164,38201
2012,02170,33455
2012,02180,32419
2012,02185,58137
2012,02188,30117
2012,02195,41932
2012,02198,26985
2012,02201,NA
2012,02220,46316
2012,02230,65219
2012,02231,NA
2012,02232,NA
2012,02240,32009
2012,02261,40679
2012,02275,32290
2012,02280,NA
2012,02282,42636
2012,02290,36326
2012,02901,NA
2012,02903,NA
2012,02904,NA
2012,02905,NA
2012,02907,NA
2012,02908,NA
2012,02910,NA
2012,02912,NA
2012,02916,NA
2012,02919,NA
2012,02920,NA
2012,02921,NA
2012,02922,NA
2012,02923,NA
2012,02924,NA
2012,02925,NA
2012,02926,NA
2012,02928,NA
2012,02929,NA
2012,04000,27356
2012,04001,20384
2012,04003,25908
2012,04005,28183
2012,04007,23973
2012,04009,20071
2012,04011,23560
2012,04012,20719
2012,04013,29583
2012,04015,19863
2012,04017,19372
2012,04019,27467
2012,04021,19333
2012,04023,23573
2012,04025,23529
2012,04027,21118
2012,05000,27553
2012,05001,28764
2012,05003,23741
2012,05005,24349
2012,05007,51117
2012,05009,23132
2012,05011,23718
2012,05013,21404
2012,05015,20374
2012,05017,25059
2012,05019,23579
2012,05021,23361
2012,05023,25315
2012,05025,22901
2012,05027,25425
2012,05029,25337
2012,05031,25528
2012,05033,22017
2012,05035,24054
2012,05037,23979
2012,05039,21119
2012,05041,25282
2012,05043,24554
2012,05045,25224
2012,05047,21773
2012,05049,18890
2012,05051,26496
2012,05053,24895
2012,05055,23376
2012,05057,20893
2012,05059,20474
2012,05061,21885
2012,05063,22808
2012,05065,20385
2012,05067,23542
2012,05069,23473
2012,05071,19328
2012,05073,22947
2012,05075,21698
2012,05077,19759
2012,05079,17537
2012,05081,22809
2012,05083,22505
2012,05085,26320
2012,05087,20948
2012,05089,19388
2012,05091,23247
2012,05093,21093
2012,05095,22779
2012,05097,19266
2012,05099,21708
2012,05101,18942
2012,05103,23991
2012,05105,23642
2012,05107,21253
2012,05109,20927
2012,05111,21707
2012,05113,19737
2012,05115,23342
2012,05117,23413
2012,05119,34676
2012,05121,21168
2012,05123,18114
2012,05125,28143
2012,05127,18709
2012,05129,19504
2012,05131,27847
2012,05133,19809
2012,05135,21224
2012,05137,19887
2012,05139,34026
2012,05141,20796
2012,05143,24517
2012,05145,23913
2012,05147,25136
2012,05149,20259
2012,06000,36318
2012,06001,39724
2012,06003,44233
2012,06005,27109
2012,06007,26120
2012,06009,28261
2012,06011,27879
2012,06013,46385
2012,06015,21627
2012,06017,39560
2012,06019,25302
2012,06021,26562
2012,06023,27751
2012,06025,23790
2012,06027,34904
2012,06029,25604
2012,06031,21542
2012,06033,24518
2012,06035,21658
2012,06037,36615
2012,06039,23413
2012,06041,72672
2012,06043,28522
2012,06045,28763
2012,06047,22963
2012,06049,27423
2012,06051,29817
2012,06053,32621
2012,06055,40235
2012,06057,37116
2012,06059,41394
2012,06061,39678
2012,06063,29949
2012,06065,24718
2012,06067,30933
2012,06069,28713
2012,06071,23622
2012,06073,35978
2012,06075,66170
2012,06077,25562
2012,06079,33236
2012,06081,65797
2012,06083,38069
2012,06085,54533
2012,06087,39546
2012,06089,27006
2012,06091,26903
2012,06093,25532
2012,06095,29523
2012,06097,35110
2012,06099,25648
2012,06101,26745
2012,06103,23769
2012,06105,21610
2012,06107,23861
2012,06109,27874
2012,06111,37619
2012,06113,32999
2012,06115,24635
2012,08000,34381
2012,08003,23095
2012,08005,36377
2012,08007,25439
2012,08009,26999
2012,08011,17826
2012,08014,35366.4
2012,08015,25622
2012,08017,37861
2012,08019,36852
2012,08021,20145
2012,08023,19878
2012,08025,13309
2012,08027,25371
2012,08029,23766
2012,08031,43096
2012,08033,23001
2012,08035,46290
2012,08037,37021
2012,08039,33613
2012,08041,30988
2012,08043,20755
2012,08045,32106
2012,08047,27727
2012,08049,28587
2012,08051,27443
2012,08053,29955
2012,08055,24764
2012,08057,27205
2012,08061,38393
2012,08063,26765
2012,08065,21805
2012,08067,35551
2012,08069,30924
2012,08071,23523
2012,08073,20360
2012,08075,32474
2012,08077,27984
2012,08079,36915
2012,08081,28484
2012,08083,25760
2012,08085,24192
2012,08087,26945
2012,08089,23125
2012,08091,33155
2012,08093,27029
2012,08095,30733
2012,08097,84492
2012,08099,26341
2012,08101,23492
2012,08103,31735
2012,08105,25848
2012,08107,46489
2012,08109,19345
2012,08111,34201
2012,08113,39808
2012,08115,35895
2012,08117,37472
2012,08119,31905
2012,08121,29665
2012,08125,36944
2012,09000,48495
2012,09001,77984
2012,09003,40722
2012,09005,41320
2012,09007,43217
2012,09009,35673
2012,09011,36730
2012,09013,36472
2012,09015,29489
2012,10000,33276
2012,10001,26969
2012,10003,36091
2012,10005,30917
2012,11000,51025
2012,11001,51025
2012,12000,31280
2012,12001,27596
2012,12003,20387
2012,12005,28582
2012,12007,21203
2012,12009,28988
2012,12011,31965
2012,12013,17745
2012,12015,26378
2012,12017,24866
2012,12019,27681
2012,12021,54790
2012,12023,22080
2012,12027,16644
2012,12029,17655
2012,12031,29488
2012,12033,27346
2012,12035,28062
2012,12037,23554
2012,12039,21806
2012,12041,21928
2012,12043,16250
2012,12045,20834
2012,12047,16310
2012,12049,19056
2012,12051,20796
2012,12053,24199
2012,12055,22911
2012,12057,31394
2012,12059,19909
2012,12061,46286
2012,12063,20393
2012,12065,25643
2012,12067,16436
2012,12069,26549
2012,12071,31979
2012,12073,28402
2012,12075,22332
2012,12077,16512
2012,12079,19535
2012,12081,29356
2012,12083,24285
2012,12085,50230
2012,12086,30310
2012,12087,53330
2012,12089,34347
2012,12091,32201
2012,12093,20006
2012,12095,27306
2012,12097,21301
2012,12099,47723
2012,12101,25999
2012,12103,32842
2012,12105,24278
2012,12107,20650
2012,12109,44836
2012,12111,25460
2012,12113,29336
2012,12115,37879
2012,12117,29867
2012,12119,28561
2012,12121,22852
2012,12123,19611
2012,12125,13658
2012,12127,26875
2012,12129,22762
2012,12131,35166
2012,12133,19268
2012,13000,28288
2012,13001,20950
2012,13003,18290
2012,13005,20130
2012,13007,28298
2012,13009,20759
2012,13011,21775
2012,13013,22637
2012,13015,23783
2012,13017,19928
2012,13019,20899
2012,13021,26043
2012,13023,22924
2012,13025,17105
2012,13027,22874
2012,13029,33896
2012,13031,20167
2012,13033,21878
2012,13035,20260
2012,13037,17667
2012,13039,23252
2012,13043,19650
2012,13045,24129
2012,13047,22811
2012,13049,15724
2012,13051,30500
2012,13053,22182
2012,13055,18790
2012,13057,31072
2012,13059,20566
2012,13061,20035
2012,13063,18454
2012,13065,22205
2012,13067,34008
2012,13069,19605
2012,13071,21059
2012,13073,32546
2012,13075,20808
2012,13077,28160
2012,13079,21517
2012,13081,19619
2012,13083,21256
2012,13085,26237
2012,13087,23817
2012,13089,29754
2012,13091,19861
2012,13093,17526
2012,13095,23289
2012,13097,22987
2012,13099,26129
2012,13101,17460
2012,13103,26533
2012,13105,22336
2012,13107,20728
2012,13109,21919
2012,13111,21139
2012,13113,38370
2012,13115,23957
2012,13117,39332
2012,13119,22871
2012,13121,49125
2012,13123,21801
2012,13125,20491
2012,13127,28612
2012,13129,21339
2012,13131,21781
2012,13133,32618
2012,13135,26168
2012,13137,21025
2012,13139,25641
2012,13141,17200
2012,13143,22394
2012,13145,29911
2012,13147,22839
2012,13149,19982
2012,13151,24611
2012,13153,28158
2012,13155,20885
2012,13157,24542
2012,13159,23001
2012,13161,20318
2012,13163,21229
2012,13165,18609
2012,13167,16245
2012,13169,24168
2012,13171,21985
2012,13173,17365
2012,13175,23008
2012,13177,30351
2012,13179,22890
2012,13181,23307
2012,13183,20799
2012,13185,23005
2012,13187,22450
2012,13189,22410
2012,13191,19235
2012,13193,19148
2012,13195,22750
2012,13197,17388
2012,13199,21696
2012,13201,26051
2012,13205,21906
2012,13207,27807
