year,fips,poverty_rate
2003,00000,12.5
2003,01000,15.3
2003,01001,10.4
2003,01003,10.1
2003,01005,22.2
2003,01007,16.8
2003,01009,11.9
2003,01011,26.5
2003,01013,20
2003,01015,16.4
2003,01017,16.3
2003,01019,15.3
2003,01021,14.9
2003,01023,18.8
2003,01025,19.2
2003,01027,14
2003,01029,14
2003,01031,13.7
2003,01033,14
2003,01035,22.1
2003,01037,13.5
2003,01039,17.5
2003,01041,17.6
2003,01043,13.3
2003,01045,15.7
2003,01047,25.2
2003,01049,15.1
2003,01051,12.4
2003,01053,18.7
2003,01055,15.7
2003,01057,16.1
2003,01059,17.4
2003,01061,17.6
2003,01063,25.1
2003,01065,20.8
2003,01067,16.3
2003,01069,15.3
2003,01071,14.4
2003,01073,14.5
2003,01075,16.1
2003,01077,15.6
2003,01079,14.4
2003,01081,15.2
2003,01083,11.9
2003,01085,23.5
2003,01087,26
2003,01089,10.9
2003,01091,20.2
2003,01093,16.8
2003,01095,15.2
2003,01097,18.5
2003,01099,17.8
2003,01101,18
2003,01103,13.2
2003,01105,28.7
2003,01107,19.5
2003,01109,20.4
2003,01111,15.7
2003,01113,18.6
2003,01115,13.1
2003,01117,6.8
2003,01119,26.6
2003,01121,16.8
2003,01123,16.1
2003,01125,16.5
2003,01127,14.8
2003,01129,16.9
2003,01131,28.1
2003,01133,16.9
2003,02000,9.8
2003,02013,11.9
2003,02016,7.2
2003,02020,8.7
2003,02050,20.7
2003,02060,8.1
2003,02068,6.7
2003,02070,18
2003,02090,7.7
2003,02100,11.5
2003,02110,7.3
2003,02122,9.9
2003,02130,8.1
2003,02150,8.6
2003,02164,16.6
2003,02170,10.5
2003,02180,17.2
2003,02185,11.4
2003,02188,16.9
2003,02201,13.8
2003,02220,7.7
2003,02232,11.6
2003,02240,15.9
2003,02261,9.1
2003,02270,24.9
2003,02280,8.9
2003,02282,10.5
2003,02290,17.5
2003,04000,13.9
2003,04001,27.6
2003,04003,16.3
2003,04005,15.6
2003,04007,17.2
2003,04009,20.5
2003,04011,11.1
2003,04012,17.2
2003,04013,12.8
2003,04015,14.8
2003,04017,21.5
2003,04019,14.3
2003,04021,14.6
2003,04023,19.2
2003,04025,12
2003,04027,17.9
2003,05000,16
2003,05001,17.3
2003,05003,17.9
2003,05005,13.7
2003,05007,10
2003,05009,15.4
2003,05011,20.5
2003,05013,14.6
2003,05015,15.4
2003,05017,28.2
2003,05019,17.3
2003,05021,17.1
2003,05023,14.4
2003,05025,14.2
2003,05027,20.4
2003,05029,16.5
2003,05031,15.8
2003,05033,13.7
2003,05035,22.6
2003,05037,19.7
2003,05039,18.8
2003,05041,23.3
2003,05043,18.5
2003,05045,12.8
2003,05047,16.4
2003,05049,18.2
2003,05051,16
2003,05053,10.9
2003,05055,15.4
2003,05057,19.1
2003,05059,15
2003,05061,15.7
2003,05063,14.9
2003,05065,18.1
2003,05067,20.7
2003,05069,21
2003,05071,17.1
2003,05073,20.7
2003,05075,19
2003,05077,29.4
2003,05079,23.5
2003,05081,15.4
2003,05083,16.4
2003,05085,10.7
2003,05087,17
2003,05089,17.1
2003,05091,17.9
2003,05093,22.4
2003,05095,23.2
2003,05097,17.3
2003,05099,19.5
2003,05101,20
2003,05103,18.7
2003,05105,14.8
2003,05107,28.6
2003,05109,15.6
2003,05111,20.6
2003,05113,19.2
2003,05115,16.5
2003,05117,15.5
2003,05119,15.1
2003,05121,17.3
2003,05123,25.4
2003,05125,9.4
2003,05127,18.9
2003,05129,22
2003,05131,15.4
2003,05133,17.9
2003,05135,20
2003,05137,18.4
2003,05139,17.7
2003,05141,16.9
2003,05143,13.8
2003,05145,15.6
2003,05147,23.2
2003,05149,15.6
2003,06000,13.7
2003,06001,10.7
2003,06003,13.3
2003,06005,9.2
2003,06007,15.8
2003,06009,9.7
2003,06011,12.9
2003,06013,7.5
2003,06015,18.6
2003,06017,7.5
2003,06019,20.5
2003,06021,15.2
2003,06023,15.7
2003,06025,19.7
2003,06027,10.6
2003,06029,18.1
2003,06031,18.1
2003,06033,14.8
2003,06035,14.9
2003,06037,17.6
2003,06039,18.9
2003,06041,7.4
2003,06043,11.4
2003,06045,14.6
2003,06047,18.2
2003,06049,16.6
2003,06051,8.7
2003,06053,13.6
2003,06055,7.8
2003,06057,8.3
2003,06059,10.6
2003,06061,5.9
2003,06063,10.1
2003,06065,12.2
2003,06067,13.6
2003,06069,9.2
2003,06071,16
2003,06073,11.6
2003,06075,12
2003,06077,14.5
2003,06079,11.1
2003,06081,6.8
2003,06083,13
2003,06085,8.8
2003,06087,11.3
2003,06089,13.5
2003,06091,9.2
2003,06093,15.6
2003,06095,8.3
2003,06097,8.8
2003,06099,14.1
2003,06101,12.9
2003,06103,14.8
2003,06105,14.4
2003,06107,21.4
2003,06109,11.5
2003,06111,9.7
2003,06113,12
2003,06115,16.7
2003,08000,10
