year,fips,poverty_rate
2015,00000,14.7
2015,01000,18.5
2015,01001,12.7
2015,01003,12.9
2015,01005,32
2015,01007,22.2
2015,01009,14.7
2015,01011,39.6
2015,01013,25.8
2015,01015,20
2015,01017,22.4
2015,01019,19.4
2015,01021,20.2
2015,01023,24.4
2015,01025,22.2
2015,01027,18.4
2015,01029,18.9
2015,01031,16.2
2015,01033,18.1
2015,01035,28.3
2015,01037,20.3
2015,01039,22.3
2015,01041,19.9
2015,01043,19.4
2015,01045,18.5
2015,01047,34.6
2015,01049,20.6
2015,01051,14
2015,01053,24.4
2015,01055,19
2015,01057,20.4
2015,01059,21.1
2015,01061,22.4
2015,01063,37.7
2015,01065,28.5
2015,01067,17
2015,01069,18.3
2015,01071,18.4
2015,01073,18
2015,01075,24.7
2015,01077,17.3
2015,01079,18.7
2015,01081,21
2015,01083,14.3
2015,01085,35.2
2015,01087,32.2
2015,01089,13.3
2015,01091,23.3
2015,01093,19.8
2015,01095,20.1
2015,01097,18.4
2015,01099,28.6
2015,01101,22.8
2015,01103,16.4
2015,01105,40
2015,01107,24.3
2015,01109,25.9
2015,01111,18.7
2015,01113,23
2015,01115,12.4
2015,01117,8.5
2015,01119,33.2
2015,01121,22.4
2015,01123,21.7
2015,01125,20
2015,01127,20.6
2015,01129,22.4
2015,01131,33.2
2015,01133,18.9
2015,02000,10.4
2015,02013,17.4
2015,02016,8.5
2015,02020,8.7
2015,02050,24.2
2015,02060,9
2015,02068,6.6
2015,02070,20
2015,02090,8.1
2015,02100,10.9
2015,02105,16.2
2015,02110,8
2015,02122,11.4
2015,02130,10.3
2015,02150,7.5
2015,02158,31.8
2015,02164,19.3
2015,02170,9.8
2015,02180,21.4
2015,02185,12.6
2015,02188,26.3
2015,02195,7.9
2015,02198,15.6
2015,02220,9.2
2015,02230,3.7
2015,02240,13.5
2015,02261,9.5
2015,02275,12
2015,02282,15.4
2015,02290,23.4
2015,04000,17.4
2015,04001,38
2015,04003,16.9
2015,04005,19.5
2015,04007,21.3
2015,04009,22.9
2015,04011,10.1
2015,04012,22.2
2015,04013,16.3
2015,04015,17.4
2015,04017,28.1
2015,04019,18.7
2015,04021,15.8
2015,04023,24.4
2015,04025,15.1
2015,04027,21.1
2015,05000,18.7
2015,05001,20.7
2015,05003,19.6
2015,05005,16.4
2015,05007,10.8
2015,05009,16.5
2015,05011,28
2015,05013,16.7
2015,05015,16.6
2015,05017,31.4
2015,05019,22.5
2015,05021,20.8
2015,05023,15.6
2015,05025,18.1
2015,05027,23.8
2015,05029,17.8
2015,05031,17.3
2015,05033,14.4
2015,05035,25.9
2015,05037,21.5
2015,05039,21.3
2015,05041,30.9
2015,05043,21.2
2015,05045,14.8
2015,05047,18.2
2015,05049,19.4
2015,05051,19.3
2015,05053,13.2
2015,05055,17.1
2015,05057,24.1
2015,05059,20.8
2015,05061,18.7
2015,05063,18
2015,05065,19.8
2015,05067,27.5
2015,05069,26.5
2015,05071,21.8
2015,05073,22.7
2015,05075,23.7
2015,05077,35.9
2015,05079,25.1
2015,05081,19.9
2015,05083,20.5
2015,05085,11.9
2015,05087,18.8
2015,05089,18.8
2015,05091,22.3
2015,05093,26.3
2015,05095,30.9
2015,05097,21.8
2015,05099,24
2015,05101,24.2
2015,05103,22.8
2015,05105,16.8
2015,05107,37.3
2015,05109,18.5
2015,05111,23.9
2015,05113,24.4
2015,05115,20.8
2015,05117,19.6
2015,05119,19.4
2015,05121,17.6
2015,05123,30.7
2015,05125,10.7
2015,05127,20.8
2015,05129,22.2
2015,05131,22.1
2015,05133,20.8
2015,05135,24.6
2015,05137,21.5
2015,05139,19.7
2015,05141,19
2015,05143,16.9
2015,05145,19.7
2015,05147,25.8
2015,05149,17.8
2015,06000,15.4
2015,06001,11.5
2015,06003,19
2015,06005,13.1
2015,06007,21.4
2015,06009,13
2015,06011,13.2
2015,06013,10.2
2015,06015,23.3
2015,06017,9.1
2015,06019,25.2
2015,06021,18.5
2015,06023,20.9
2015,06025,24.3
2015,06027,12.4
2015,06029,21.9
2015,06031,22.4
2015,06033,20.5
2015,06035,17.1
2015,06037,16.7
2015,06039,22.6
2015,06041,7.5
2015,06043,15.2
2015,06045,20.3
2015,06047,25.9
2015,06049,20.3
2015,06051,11.2
2015,06053,15.3
2015,06055,10.1
2015,06057,12.4
2015,06059,12.7
2015,06061,8.6
2015,06063,13.8
2015,06065,16.2
2015,06067,16.9
