year,fips,poverty_rate
2004,00000,12.7
2004,01000,16.1
2004,01001,11.6
2004,01003,10
2004,01005,23.9
2004,01007,17.1
2004,01009,12.4
2004,01011,30.3
2004,01013,21
2004,01015,16.9
2004,01017,17.2
2004,01019,16.1
2004,01021,14.8
2004,01023,20.2
2004,01025,20.9
2004,01027,13.9
2004,01029,14.7
2004,01031,14.2
2004,01033,14.7
2004,01035,23.1
2004,01037,14
2004,01039,18.7
2004,01041,18.6
2004,01043,13.8
2004,01045,16.7
2004,01047,27.4
2004,01049,15.8
2004,01051,12.5
2004,01053,20.1
2004,01055,16.1
2004,01057,17.4
2004,01059,17.8
2004,01061,18.1
2004,01063,26.5
2004,01065,22
2004,01067,17.1
2004,01069,15.8
2004,01071,15.3
2004,01073,15.4
2004,01075,16.8
2004,01077,16.2
2004,01079,14.7
2004,01081,16
2004,01083,12.7
2004,01085,25.5
2004,01087,28.3
2004,01089,11.7
2004,01091,21.3
2004,01093,17.9
2004,01095,15.8
2004,01097,20
2004,01099,18.5
2004,01101,19.4
2004,01103,14
2004,01105,30.4
2004,01107,20.8
2004,01109,21.4
2004,01111,16.1
2004,01113,19.4
2004,01115,13.1
2004,01117,7
2004,01119,28.3
2004,01121,17.8
2004,01123,17.1
2004,01125,17.2
2004,01127,16.2
2004,01129,18.1
2004,01131,30.4
2004,01133,17.2
2004,02000,10
2004,02013,12.7
2004,02016,7.4
2004,02020,8.9
2004,02050,20.7
2004,02060,7.6
2004,02068,6
2004,02070,17.6
2004,02090,8
2004,02100,10.7
2004,02110,7.5
2004,02122,9.7
2004,02130,8.4
2004,02150,8.5
2004,02164,16.6
2004,02170,10.3
2004,02180,18.2
2004,02185,12.4
2004,02188,18
2004,02201,13.9
2004,02220,7.7
2004,02232,11.2
2004,02240,13.7
2004,02261,9
2004,02270,26
2004,02280,9.7
2004,02282,9.8
2004,02290,18.6
2004,04000,14.6
2004,04001,29.8
2004,04003,17.1
2004,04005,16.5
2004,04007,18.2
2004,04009,22.3
2004,04011,12.5
2004,04012,18.9
2004,04013,13.3
2004,04015,15.4
2004,04017,23.7
2004,04019,15.6
2004,04021,15.1
2004,04023,19.1
2004,04025,12.6
2004,04027,18.4
2004,05000,15.6
2004,05001,16.8
2004,05003,18
2004,05005,13.4
2004,05007,9.5
2004,05009,14.4
2004,05011,20.4
2004,05013,14.8
2004,05015,14.3
2004,05017,28
2004,05019,17.1
2004,05021,16.2
2004,05023,13.7
2004,05025,14.4
2004,05027,19.8
2004,05029,16.1
2004,05031,15.4
2004,05033,14.3
2004,05035,21.9
2004,05037,18.9
2004,05039,18.5
2004,05041,23.3
2004,05043,18.7
2004,05045,12.8
2004,05047,15.6
2004,05049,17.6
2004,05051,15.5
2004,05053,11
2004,05055,15.3
2004,05057,18.8
2004,05059,14.9
2004,05061,15.1
2004,05063,14.7
2004,05065,17.5
2004,05067,21
2004,05069,20.4
2004,05071,16.4
2004,05073,22.1
2004,05075,18.5
2004,05077,30.3
2004,05079,23.3
2004,05081,15.2
2004,05083,16.4
2004,05085,10.6
2004,05087,16
2004,05089,16.6
2004,05091,17.1
2004,05093,22.1
2004,05095,22.7
2004,05097,16.3
2004,05099,18.7
2004,05101,19.4
2004,05103,18.1
2004,05105,14.4
