year,fips,poverty_rate
2016,00000,14
2016,01000,17.2
2016,01001,13.5
2016,01003,11.7
2016,01005,29.9
2016,01007,20.1
2016,01009,14.1
2016,01011,32.6
2016,01013,24.8
2016,01015,17.1
2016,01017,19.9
2016,01019,16.8
2016,01021,18.3
2016,01023,22.7
2016,01025,29
2016,01027,18.9
2016,01029,17.2
2016,01031,14.4
2016,01033,16.7
2016,01035,28.1
2016,01037,17.5
2016,01039,19.6
2016,01041,20.5
2016,01043,14.9
2016,01045,20.6
2016,01047,35.4
2016,01049,20.5
2016,01051,13.5
2016,01053,23.3
2016,01055,17.5
2016,01057,20.3
2016,01059,20.1
2016,01061,20.9
2016,01063,34
2016,01065,23.7
2016,01067,18.7
2016,01069,19.4
2016,01071,17.5
2016,01073,15.3
2016,01075,18.6
2016,01077,15.2
2016,01079,16.8
2016,01081,18.3
2016,01083,12.8
2016,01085,31.7
2016,01087,30
2016,01089,13.5
2016,01091,25.8
2016,01093,18.5
2016,01095,21
2016,01097,19.5
2016,01099,25.7
2016,01101,18.8
2016,01103,15.8
2016,01105,35
2016,01107,25.8
2016,01109,25.1
2016,01111,21.8
2016,01113,19.3
2016,01115,12
2016,01117,7.9
2016,01119,32.4
2016,01121,18
2016,01123,20.2
2016,01125,17.6
2016,01127,20.5
2016,01129,18.2
2016,01131,31.9
2016,01133,17.3
2016,02000,9.9
2016,02013,14.8
2016,02016,8
2016,02020,7.2
2016,02050,25.5
2016,02060,11.4
2016,02068,6.3
2016,02070,19.6
2016,02090,8.5
2016,02100,10.3
2016,02105,19.1
2016,02110,7.4
2016,02122,12
2016,02130,9.2
2016,02150,7.3
2016,02158,37.8
2016,02164,20.9
2016,02170,9.5
2016,02180,24
2016,02185,11.9
2016,02188,27.8
2016,02195,8.4
2016,02198,17.5
2016,02220,7.9
2016,02230,4.4
2016,02240,11.8
2016,02261,9.2
2016,02275,11.5
2016,02282,16.8
2016,02290,23
2016,04000,16.4
2016,04001,33.2
2016,04003,21.1
2016,04005,17.8
2016,04007,20.3
2016,04009,22.9
2016,04011,12
2016,04012,24.8
2016,04013,15
2016,04015,18.3
2016,04017,28.2
2016,04019,18.2
2016,04021,15.4
2016,04023,20.9
2016,04025,13.3
2016,04027,19.3
2016,05000,17.2
2016,05001,18.1
2016,05003,17.9
2016,05005,12.7
2016,05007,9.1
2016,05009,15.4
2016,05011,23.5
2016,05013,17.1
2016,05015,17.2
2016,05017,30.1
2016,05019,22.3
2016,05021,19.1
2016,05023,16.3
2016,05025,15.8
2016,05027,24.2
2016,05029,18.9
2016,05031,16.2
2016,05033,16.8
2016,05035,25.5
2016,05037,19.4
2016,05039,20.8
2016,05041,26.5
2016,05043,19.2
2016,05045,16
2016,05047,17.9
2016,05049,23.2
2016,05051,17.8
2016,05053,11.5
2016,05055,15.3
2016,05057,20.7
2016,05059,14.7
2016,05061,18.7
2016,05063,15.9
2016,05065,20.1
2016,05067,24.1
