year,fips,poverty_rate
2018,00000,13.1
2018,01000,16.8
2018,01001,13.8
2018,01003,9.8
2018,01005,30.9
2018,01007,21.8
2018,01009,13.2
2018,01011,42.5
2018,01013,24.5
2018,01015,19.5
2018,01017,18.7
2018,01019,16.3
2018,01021,17.3
2018,01023,22.1
2018,01025,22.8
2018,01027,17.6
2018,01029,16
2018,01031,13.8
2018,01033,13.8
2018,01035,24.4
2018,01037,18.9
2018,01039,19.9
2018,01041,19.5
2018,01043,14.5
2018,01045,16.2
2018,01047,31.4
2018,01049,21.3
2018,01051,11.2
2018,01053,23.6
2018,01055,17.5
2018,01057,23.5
2018,01059,19.2
2018,01061,21.3
2018,01063,30.1
2018,01065,25.6
2018,01067,17.9
2018,01069,16.5
2018,01071,19.7
2018,01073,16.1
2018,01075,17.4
2018,01077,14
2018,01079,19.3
2018,01081,19
2018,01083,11.4
2018,01085,25.1
2018,01087,30.2
2018,01089,11.9
2018,01091,24
2018,01093,20.2
2018,01095,18.3
2018,01097,20.8
2018,01099,21.9
2018,01101,20.1
2018,01103,13.2
2018,01105,35.3
2018,01107,23.1
2018,01109,23.6
2018,01111,19.7
2018,01113,21.7
2018,01115,12
2018,01117,8
2018,01119,34.7
2018,01121,19.3
2018,01123,19.7
2018,01125,16.8
2018,01127,17.9
2018,01129,17.6
2018,01131,33.4
2018,01133,18.6
2018,02000,11.1
2018,02013,15.5
2018,02016,10
2018,02020,9.5
2018,02050,32.7
2018,02060,11.2
2018,02068,6.9
2018,02070,22
2018,02090,8.6
2018,02100,10.5
2018,02105,17.2
2018,02110,7.3
2018,02122,12.4
2018,02130,9.1
2018,02150,8.2
2018,02158,35.1
2018,02164,18.2
2018,02170,10.4
2018,02180,22
2018,02185,11.1
2018,02188,21.1
2018,02195,7.2
2018,02198,16.5
2018,02220,7.7
2018,02230,4.3
2018,02240,13.4
2018,02261,9.7
2018,02275,11.6
2018,02282,13.1
2018,02290,23.7
2018,04000,14.1
2018,04001,37.3
2018,04003,15.1
2018,04005,15.9
2018,04007,20.4
2018,04009,20.2
2018,04011,10.5
2018,04012,23.7
2018,04013,12.3
2018,04015,16.8
2018,04017,28.5
2018,04019,16.2
