year,fips,poverty_rate
2014,00000,15.5
2014,01000,19.2
2014,01001,13.1
2014,01003,13
2014,01005,25.4
2014,01007,18.1
2014,01009,17.5
2014,01011,35.1
2014,01013,25
2014,01015,20.5
2014,01017,21.3
2014,01019,18.6
2014,01021,18.1
2014,01023,25
2014,01025,24.9
2014,01027,19.5
2014,01029,17
2014,01031,16.8
2014,01033,16.7
2014,01035,30.6
2014,01037,18.8
2014,01039,20.8
2014,01041,21.2
2014,01043,17.2
2014,01045,22.4
2014,01047,35.2
2014,01049,24
2014,01051,14.4
2014,01053,25.1
2014,01055,19
2014,01057,20.6
2014,01059,23.1
2014,01061,23.9
2014,01063,33.2
2014,01065,28.1
2014,01067,17.3
2014,01069,20.1
2014,01071,22
2014,01073,19.5
2014,01075,20.6
2014,01077,18.7
2014,01079,16.6
2014,01081,25.2
2014,01083,13.6
2014,01085,31.4
2014,01087,32.1
2014,01089,14.2
2014,01091,25.6
2014,01093,20.2
2014,01095,22
2014,01097,19.6
2014,01099,25.3
2014,01101,22.5
2014,01103,15
2014,01105,46.9
2014,01107,25
2014,01109,26.4
2014,01111,20.4
2014,01113,20.9
2014,01115,14.3
2014,01117,9.6
2014,01119,38.1
2014,01121,22.5
2014,01123,21.3
2014,01125,18
2014,01127,23.5
2014,01129,18.5
2014,01131,33.7
2014,01133,20.1
2014,02000,11.4
2014,02013,16.2
2014,02016,9.9
2014,02020,10
2014,02050,23.8
2014,02060,9.5
2014,02068,7.1
2014,02070,17.5
2014,02090,9.5
2014,02100,9.8
2014,02105,19.1
2014,02110,7.9
2014,02122,11.5
2014,02130,12.4
2014,02150,8.3
2014,02164,17.7
2014,02170,10.7
2014,02180,26.1
2014,02185,11.5
2014,02188,23.2
2014,02195,8.8
2014,02198,17.4
2014,02220,8.6
2014,02230,3.6
2014,02240,13.8
2014,02261,9.9
2014,02270,35.7
2014,02275,11.9
2014,02282,14.8
2014,02290,25.7
2014,04000,18.2
2014,04001,33.1
2014,04003,18.7
2014,04005,21.3
2014,04007,24.4
2014,04009,20
2014,04011,10.3
2014,04012,22.8
2014,04013,17.1
2014,04015,20.8
2014,04017,28.5
2014,04019,18.7
2014,04021,17.6
2014,04023,23.6
2014,04025,15.6
2014,04027,22.6
2014,05000,18.7
2014,05001,20.4
2014,05003,22.7
2014,05005,14.9
2014,05007,11.9
2014,05009,16.9
2014,05011,27.4
2014,05013,18
2014,05015,17.9
2014,05017,32.1
2014,05019,21.5
2014,05021,19.9
2014,05023,15.2
2014,05025,16.6
2014,05027,24.1
2014,05029,18.3
2014,05031,22.3
2014,05033,16.6
2014,05035,27.3
2014,05037,22.3
2014,05039,21
2014,05041,27.3
2014,05043,24
2014,05045,14.7
2014,05047,17.5
2014,05049,22.6
2014,05051,18.7
2014,05053,13.3
2014,05055,16.3
2014,05057,24.4
2014,05059,18.7
2014,05061,18.8
2014,05063,18.6
2014,05065,22
2014,05067,25.1
2014,05069,26.8
2014,05071,19.7
2014,05073,27.5
2014,05075,23
2014,05077,39.3
2014,05079,29
2014,05081,18.2
2014,05083,21.1
2014,05085,12.3
2014,05087,18
2014,05089,20.3
2014,05091,20.8
2014,05093,27.1
2014,05095,28.1
2014,05097,20.1
2014,05099,25.1
2014,05101,20.1
2014,05103,23
2014,05105,17.3
2014,05107,35.3
2014,05109,20
2014,05111,21.9
2014,05113,22
2014,05115,18.3
2014,05117,18.7
2014,05119,16.1
2014,05121,18.3
2014,05123,33.4
2014,05125,8.7
2014,05127,23.7
2014,05129,23.3
2014,05131,22.1
2014,05133,20.4
2014,05135,21.6
2014,05137,24.4
2014,05139,23.1
2014,05141,22
2014,05143,19.3
2014,05145,19.4
2014,05147,25.1
2014,05149,17.4
2014,06000,16.4
2014,06001,12.5
2014,06003,19
2014,06005,12.9
2014,06007,21.9
2014,06009,13.7
2014,06011,14.3
2014,06013,10.5
2014,06015,22.4
2014,06017,11.4
2014,06019,27.5
2014,06021,17.1
2014,06023,21
2014,06025,23.6
2014,06027,14
2014,06029,24.5
2014,06031,24.9
2014,06033,24.3
2014,06035,19.4
2014,06037,18.7
2014,06039,22.3
2014,06041,8.8
2014,06043,16.2
2014,06045,18.8
2014,06047,24.8
2014,06049,20.2
2014,06051,11.3
2014,06053,17
2014,06055,9
2014,06057,11.4
2014,06059,12.9
2014,06061,8.3
2014,06063,14
2014,06065,17.1
2014,06067,18.1
2014,06069,14.1
2014,06071,20.4
2014,06073,14.7
2014,06075,12.1
2014,06077,20.7
2014,06079,14.5
2014,06081,7.5
2014,06083,17.4
2014,06085,8.5
2014,06087,16.1
2014,06089,14.7
2014,06091,13.8
2014,06093,21.1
2014,06095,12.3
2014,06097,11.3
2014,06099,18.1
2014,06101,15.2
2014,06103,18.2
2014,06105,19.9
2014,06107,28.1
2014,06109,14.3
2014,06111,11.5
2014,06113,19.5
2014,06115,21.6
2014,08000,12.1
2014,08003,22.5
2014,08005,11.2
2014,08007,14.7
2014,08009,20
2014,08011,32.3
2014,08014,9.8
2014,08015,12.4
2014,08017,13.4
2014,08019,8.5
2014,08021,22.9
2014,08023,28.5
2014,08025,40.5
2014,08027,14.9
2014,08029,15.6
2014,08031,15.9
2014,08033,15.4
2014,08035,3.7
2014,08037,7.8
2014,08039,5.9
2014,08041,12.2
2014,08043,19.1
2014,08045,10.2
2014,08047,7.9
2014,08049,10.4
2014,08051,14.9
2014,08053,10.1
2014,08055,22
2014,08057,16.6
2014,08061,13.5
2014,08063,14.9
2014,08065,16
2014,08067,10.7
2014,08069,12.8
2014,08071,17.4
2014,08073,18.3
2014,08075,17.7
2014,08077,15.4
2014,08079,8.9
2014,08081,11.2
2014,08083,16.3
2014,08085,15.5
2014,08087,13.4
2014,08089,26
2014,08091,9.6
2014,08093,9.4
2014,08095,11.5
2014,08097,7
2014,08099,20.9
2014,08101,19
2014,08103,10.9
2014,08105,18.3
2014,08107,8.4
2014,08109,29.9
2014,08111,15.5
2014,08113,9.9
2014,08115,13.9
2014,08117,9.7
2014,08119,9.5
2014,08121,11.4
2014,08125,14
2014,09000,10.8
2014,09001,9
2014,09003,12.2
2014,09005,7.7
2014,09007,7.9
2014,09009,13
2014,09011,11.1
2014,09013,7.5
2014,09015,10.3
2014,10000,13
2014,10001,14.1
2014,10003,12.3
2014,10005,13.9
2014,11000,18.4
2014,11001,18.4
2014,12000,16.6
2014,12001,21.6
2014,12003,19.6
2014,12005,15.6
2014,12007,22.6
2014,12009,14.5
2014,12011,14.5
2014,12013,22.3
2014,12015,11.9
2014,12017,20.1
2014,12019,10.9
2014,12021,14.3
2014,12023,21.7
2014,12027,29.7
2014,12029,27.1
2014,12031,18.2
2014,12033,15.3
2014,12035,11.6
2014,12037,25.3
2014,12039,25.6
2014,12041,19.8
2014,12043,21.1
2014,12045,23.1
2014,12047,31.7
2014,12049,29.9
2014,12051,25.3
2014,12053,15.3
2014,12055,19.5
2014,12057,16.8
2014,12059,26.7
2014,12061,14.7
2014,12063,24.3
2014,12065,18
2014,12067,25.6
2014,12069,13.8
2014,12071,16
2014,12073,23.3
2014,12075,21.2
2014,12077,24.7
2014,12079,27.7
