year,fips,poverty_rate
2013,00000,15.8
2013,01000,18.9
2013,01001,13.5
2013,01003,14.2
2013,01005,28.2
2013,01007,23.1
2013,01009,17.2
2013,01011,35.2
2013,01013,28.8
2013,01015,21.4
2013,01017,22.5
2013,01019,20.1
2013,01021,20.3
2013,01023,22.4
2013,01025,25.4
2013,01027,19.6
2013,01029,18.9
2013,01031,18.5
2013,01033,16.3
2013,01035,30.5
2013,01037,19.9
2013,01039,19.2
2013,01041,22.2
2013,01043,16.4
2013,01045,20.1
2013,01047,31.3
2013,01049,20
2013,01051,13.4
2013,01053,27.8
2013,01055,19.6
2013,01057,20.7
2013,01059,23.1
2013,01061,23.6
2013,01063,35
2013,01065,25.7
2013,01067,18.2
2013,01069,18.1
2013,01071,16.9
2013,01073,18.9
2013,01075,23
2013,01077,17.1
2013,01079,17.4
2013,01081,19.8
2013,01083,15.9
2013,01085,37
2013,01087,33.8
2013,01089,13.9
2013,01091,31.5
2013,01093,20.8
2013,01095,18.1
2013,01097,20.3
2013,01099,29.7
2013,01101,22.1
2013,01103,17.4
2013,01105,36.4
2013,01107,23.8
2013,01109,25.3
2013,01111,23.4
2013,01113,23.9
2013,01115,14
2013,01117,8.3
2013,01119,38
2013,01121,19.8
2013,01123,22.2
2013,01125,17.2
2013,01127,22
2013,01129,19.7
2013,01131,32.4
2013,01133,21.9
2013,02000,10.1
2013,02013,15.2
2013,02016,8.1
2013,02020,7.7
2013,02050,25.1
2013,02060,9.5
2013,02068,5.4
2013,02070,20.9
2013,02090,8.8
2013,02100,11.4
2013,02105,19.2
2013,02110,7.5
2013,02122,10.1
2013,02130,10.3
2013,02150,8.5
2013,02164,17.3
2013,02170,9.4
2013,02180,26.3
2013,02185,13.3
2013,02188,23.3
2013,02195,10.7
2013,02198,17.4
2013,02220,9.8
2013,02230,4.2
2013,02240,16.1
2013,02261,9.2
2013,02270,34.7
2013,02275,13.9
2013,02282,16.7
2013,02290,24.4
2013,04000,18.6
2013,04001,38.7
2013,04003,18.8
2013,04005,23.2
2013,04007,22.6
2013,04009,21.6
2013,04011,11.6
2013,04012,23.2
2013,04013,17.6
2013,04015,21.3
2013,04017,31.8
2013,04019,19.3
2013,04021,16.7
2013,04023,22.7
2013,04025,16.4
2013,04027,19.2
2013,05000,19.4
2013,05001,19.8
2013,05003,21.9
2013,05005,15.6
2013,05007,11.7
2013,05009,17.2
2013,05011,27
2013,05013,18.9
2013,05015,22.2
2013,05017,32.4
2013,05019,22.7
2013,05021,20
2013,05023,16.3
2013,05025,17
2013,05027,23.2
2013,05029,21.1
2013,05031,20
2013,05033,19.2
2013,05035,23.6
2013,05037,20.6
2013,05039,21.4
2013,05041,34
2013,05043,24.8
2013,05045,14.9
2013,05047,20.7
2013,05049,22.9
2013,05051,22.1
2013,05053,14.2
2013,05055,17.7
2013,05057,22.9
2013,05059,18.5
2013,05061,21.5
2013,05063,18.4
2013,05065,20.8
2013,05067,27.5
2013,05069,25.8
2013,05071,23.4
2013,05073,26
2013,05075,20.4
2013,05077,41.1
2013,05079,27.6
2013,05081,19.3
2013,05083,18.7
2013,05085,12.6
2013,05087,20.2
2013,05089,19
2013,05091,21.4
2013,05093,25.6
2013,05095,28.7
2013,05097,22.4
2013,05099,21.1
2013,05101,23.5
2013,05103,27.5
2013,05105,17.5
2013,05107,36.6
2013,05109,21.9
2013,05111,24.7
2013,05113,24.4
2013,05115,20
2013,05117,19.6
2013,05119,17.3
2013,05121,22.6
2013,05123,37.3
2013,05125,10.3
2013,05127,21.2
2013,05129,25.9
2013,05131,22.1
2013,05133,22.2
2013,05135,22.8
2013,05137,26.2
2013,05139,21
2013,05141,18.9
2013,05143,20.9
2013,05145,17.2
2013,05147,28
2013,05149,19.7
2013,06000,16.8
2013,06001,13
2013,06003,19.7
2013,06005,14.3
2013,06007,21.4
2013,06009,15
2013,06011,13
2013,06013,10.8
2013,06015,23.7
2013,06017,11.4
2013,06019,28.6
2013,06021,19.1
2013,06023,21.5
2013,06025,22.7
2013,06027,15.7
2013,06029,22.7
